DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
"131115",131115,0.500000,Mk10,,02:20:23 27-Feb-2016,21:20:32 26-Feb-2016,-17990,0,-64.1220,-61.0910,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,06:20:27 27-Feb-2016,01:20:36 27-Feb-2016,-17990,2,-64.1040,-60.9800,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,,03:01:56 27-Feb-2016,,1,-64.1040,-61.0180,,0,0,,871,3.184,,,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,10:56:16 27-Feb-2016,05:56:25 27-Feb-2016,-17990,2,-64.1180,-60.9490,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,12:34:43 27-Feb-2016,07:34:53 27-Feb-2016,-17989,1,-64.0960,-60.9780,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,,22:54:30 27-Feb-2016,,1,-64.1150,-61.0950,,0,0,,1255,3.120,,,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,,05:32:35 28-Feb-2016,,B,-64.1300,-61.0700,,0,0,,1383,3.184,,,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,12:08:16 28-Feb-2016,07:08:26 28-Feb-2016,-17989,1,-64.1050,-61.0710,CRC,0,0,,,,0.952,0.212,,-2.5,330.0,5,,,,,,,,,,,,44,255,150,,,,,,,,,,
"131115",131115,0.500000,Mk10,,13:26:26 28-Feb-2016,08:26:35 28-Feb-2016,-17990,2,-64.1230,-60.9840,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,15:33:34 28-Feb-2016,10:33:43 28-Feb-2016,-17990,3,-64.1130,-60.9570,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,18:25:30 28-Feb-2016,13:25:39 28-Feb-2016,-17990,3,-64.1070,-60.9630,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,05:21:25 29-Feb-2016,00:21:34 29-Feb-2016,-17990,B,-64.1110,-61.0590,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,10:04:36 29-Feb-2016,05:04:45 29-Feb-2016,-17990,A,-64.1200,-60.9850,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,13:59:01 29-Feb-2016,08:59:10 29-Feb-2016,-17990,A,-64.1170,-61.0100,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,19:41:35 29-Feb-2016,14:41:44 29-Feb-2016,-17990,1,-64.2060,-61.1580,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,03:41:56 01-Mar-2016,22:42:06 29-Feb-2016,-17989,0,-64.3120,-61.2050,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131115",131115,0.500000,Mk10,,10:13:12 01-Mar-2016,05:13:22 01-Mar-2016,-17989,1,-64.3170,-61.2440,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
