DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
"131115",131115,0.500000,Mk10,16:00:00 26-Feb-2016,,,,0.000000,0.000000,Status,264.000000,3.750000,TimeSeries
"131115",131115,0.500000,Mk10,22:00:00 26-Feb-2016,,,,0.000000,0.000000,Behavior,264.000000,3.750000,TimeSeries
"131115",131115,0.500000,Mk10,04:00:00 27-Feb-2016,,,,0.000000,0.000000,Status,199.750000,1.750000,Behavior
"131115",131115,0.500000,Mk10,10:00:00 27-Feb-2016,,,,0.000000,0.000000,Behavior,179.750000,1.750000,Behavior
"131115",131115,0.500000,Mk10,16:00:00 27-Feb-2016,,,,0.000000,0.000000,Behavior,303.750000,3.750000,Behavior
"131115",131115,0.500000,Mk10,22:00:00 27-Feb-2016,,,,0.000000,0.000000,Status,327.750000,3.750000,Behavior
"131115",131115,0.500000,Mk10,04:00:00 28-Feb-2016,,,,0.000000,0.000000,Status,183.750000,1.750000,Behavior
"131115",131115,0.500000,Mk10,10:00:00 28-Feb-2016,,,,0.000000,0.000000,Status,319.750000,3.750000,Behavior
"131115",131115,0.500000,Mk10,16:00:00 28-Feb-2016,,,,0.000000,0.000000,Behavior,343.750000,3.750000,Behavior
"131115",131115,0.500000,Mk10,22:00:00 28-Feb-2016,,,,0.000000,0.000000,Behavior,303.750000,3.750000,Behavior
"131115",131115,0.500000,Mk10,04:00:00 29-Feb-2016,,,,0.000000,0.000000,Status,187.750000,1.750000,Behavior
"131115",131115,0.500000,Mk10,10:00:00 29-Feb-2016,,,,0.000000,0.000000,Status,207.750000,1.750000,Behavior
"131115",131115,0.500000,Mk10,16:00:00 29-Feb-2016,,,,0.000000,0.000000,Behavior,175.750000,1.750000,Behavior
"131115",131115,0.500000,Mk10,22:00:00 29-Feb-2016,,,,0.000000,0.000000,Status,263.750000,3.750000,Behavior
"131115",131115,0.500000,Mk10,04:00:00 01-Mar-2016,,,,0.000000,0.000000,Status,22.000000,0.000000,Behavior
"131115",131115,0.500000,Mk10,10:00:00 01-Mar-2016,,,,0.000000,0.000000,Behavior,75.750000,0.750000,Behavior
"131115",131115,0.500000,Mk10,22:00:00 01-Mar-2016,,,,0.000000,0.000000,Behavior,171.750000,1.750000,Behavior
