DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131115",131115,Mk10,Strong,27-Feb-2016,02:20:23,26-Feb-2016,21:20:32
"131115",131115,Mk10,Strong,01-Mar-2016,10:13:12,01-Mar-2016,05:13:22
