DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"112692",112692,SPOT,17:34:38 03-Jan-2012,Argos,A,-57.61199951,-24.97100067,,,,,,,,,
"112692",112692,SPOT,19:14:21 03-Jan-2012,Argos,1,-64.80599976,-63.89500046,,,,,,,,,Rate of Travel: 365.8 m/s

"112692",112692,SPOT,19:14:21 03-Jan-2012,Argos,1,-64.80599976,-63.89498901,1500,,,,,,,,Rate of Travel: 365.8 m/s

"112692",112692,SPOT,19:59:26 03-Jan-2012,Argos,0,-64.80500031,-63.91899872,,,,,,,,,
"112692",112692,SPOT,19:59:37 03-Jan-2012,Argos,B,-64.80500031,-63.91899872,,,,,,,,,
"112692",112692,SPOT,20:54:32 03-Jan-2012,Argos,B,-64.81099701,-63.92499924,,,,,,,,,
"112692",112692,SPOT,20:54:32 03-Jan-2012,Argos,B,-64.81099701,-63.92498779,,,,,,,,,
"112692",112692,SPOT,21:38:05 03-Jan-2012,Argos,B,-64.81199646,-63.93199921,,,,,,,,,
"112692",112692,SPOT,21:38:05 03-Jan-2012,Argos,B,-64.80899811,-63.93899536,,,,,,,,,
"112692",112692,SPOT,22:19:00 03-Jan-2012,Argos,B,-64.79199982,-63.96400070,,,,,,,,,
"112692",112692,SPOT,22:19:00 03-Jan-2012,Argos,B,-64.79199982,-63.96398926,,,,,,,,,
"112692",112692,SPOT,22:27:25 03-Jan-2012,Argos,A,-64.79299927,-64.03800201,,,,,,,,,
"112692",112692,SPOT,22:35:32 03-Jan-2012,Argos,1,-64.80500031,-64.04399872,,,,,,,,,
"112692",112692,SPOT,23:15:52 03-Jan-2012,Argos,B,-64.80000305,-64.05799866,,,,,,,,,
"112692",112692,SPOT,23:15:52 03-Jan-2012,Argos,B,-64.80000305,-64.05801392,,,,,,,,,
"112692",112692,SPOT,23:19:06 03-Jan-2012,Argos,B,-64.80500031,-64.05699921,,,,,,,,,
"112692",112692,SPOT,23:35:16 03-Jan-2012,Argos,A,-64.80699921,-64.05999756,,,,,,,,,
"112692",112692,SPOT,00:00:15 04-Jan-2012,Argos,2,-64.79900360,-64.05699921,,,,,,,,,
"112692",112692,SPOT,00:07:10 04-Jan-2012,Argos,2,-64.80300140,-64.05100250,,,,,,,,,
"112692",112692,SPOT,00:13:46 04-Jan-2012,Argos,1,-64.80000305,-64.07700348,,,,,,,,,
"112692",112692,SPOT,00:56:58 04-Jan-2012,Argos,2,-64.80699921,-64.06999969,,,,,,,,,
"112692",112692,SPOT,00:58:07 04-Jan-2012,Argos,3,-64.80400085,-64.06400299,,,,,,,,,
"112692",112692,SPOT,01:12:19 04-Jan-2012,Argos,2,-64.79699707,-64.05599976,,,,,,,,,
"112692",112692,SPOT,01:48:05 04-Jan-2012,Argos,0,-64.79499817,-64.00199890,,,,,,,,,
"112692",112692,SPOT,01:48:05 04-Jan-2012,Argos,0,-64.79499817,-64.00201416,,,,,,,,,
"112692",112692,SPOT,01:48:53 04-Jan-2012,Argos,2,-64.80000305,-64.04100037,,,,,,,,,
"112692",112692,SPOT,01:48:53 04-Jan-2012,Argos,2,-64.80000305,-64.04098511,500,,,,,,,,
"112692",112692,SPOT,01:55:01 04-Jan-2012,Argos,A,-64.79599762,-64.01399994,,,,,,,,,
"112692",112692,SPOT,02:37:35 04-Jan-2012,Argos,B,-64.79399872,-64.00599670,,,,,,,,,
"112692",112692,SPOT,02:37:35 04-Jan-2012,Argos,B,-64.79399872,-64.00601196,,,,,,,,,
"112692",112692,SPOT,02:37:35 04-Jan-2012,Argos,B,-64.79499817,-64.00399780,,,,,,,,,
"112692",112692,SPOT,03:22:33 04-Jan-2012,Argos,B,-64.79399872,-64.00000000,,,,,,,,,
"112692",112692,SPOT,03:34:37 04-Jan-2012,Argos,A,-64.78099823,-64.14700317,,,,,,,,,
"112692",112692,SPOT,12:51:21 04-Jan-2012,Argos,2,-64.80999756,-64.23500061,,,,,,,,,
"112692",112692,SPOT,12:51:21 04-Jan-2012,Argos,2,-64.80999756,-64.23498535,500,,,,,,,,
"112692",112692,SPOT,13:24:49 04-Jan-2012,Argos,B,-64.81800079,-64.25599670,,,,,,,,,
"112692",112692,SPOT,13:24:49 04-Jan-2012,Argos,B,-64.81800079,-64.25601196,,,,,,,,,
"112692",112692,SPOT,13:28:12 04-Jan-2012,Argos,A,-64.80999756,-64.29199982,,,,,,,,,
"112692",112692,SPOT,14:34:27 04-Jan-2012,Argos,B,-64.81700134,-64.31900024,,,,,,,,,
"112692",112692,SPOT,15:39:58 04-Jan-2012,Argos,B,-64.80899811,-64.33200073,,,,,,,,,
"112692",112692,SPOT,00:02:17 05-Jan-2012,Argos,B,-64.79799652,-64.27100372,,,,,,,,,
"112692",112692,SPOT,00:32:22 05-Jan-2012,Argos,B,-64.83399963,-64.28199768,,,,,,,,,
"112692",112692,SPOT,00:32:22 05-Jan-2012,Argos,B,-64.83399963,-64.28201294,,,,,,,,,
"112692",112692,SPOT,00:45:58 05-Jan-2012,Argos,A,-64.82700348,-64.29199982,,,,,,,,,
"112692",112692,SPOT,00:54:05 05-Jan-2012,Argos,B,-64.82599640,-64.27300262,,,,,,,,,
"112692",112692,SPOT,01:22:23 05-Jan-2012,Argos,0,-64.82199860,-64.23000336,,,,,,,,,
"112692",112692,SPOT,01:32:44 05-Jan-2012,Argos,B,-64.85399628,-64.28399658,,,,,,,,,
"112692",112692,SPOT,01:44:04 05-Jan-2012,Argos,3,-64.81900024,-64.17099762,,,,,,,,,
"112692",112692,SPOT,02:12:14 05-Jan-2012,Argos,B,-64.84500122,-64.16500092,,,,,,,,,
"112692",112692,SPOT,02:26:43 05-Jan-2012,Argos,1,-64.83599854,-64.12100220,,,,,,,,,
"112692",112692,SPOT,02:37:10 05-Jan-2012,Argos,1,-64.83399963,-64.16400146,,,,,,,,,
