DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
166126,166126,Mk10,,90,341,99,4,1454,,,,,29,16:37:59 04-May-2017,12:32:32 14-May-2017,10,15:00:00 04-May-2017,00:00:00 14-May-2017,9,,,
