"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",131142,13440,-64.888,-63.695,A,01/13/2016 00:00:03,Argos,,370,R,,401677516,01/13/2016 00:03:55,1,3,,-131,401677516,-63.695,-64.888,,,50,,,,,,,0,124,146,46,49,243,91,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.902,-63.662,B,01/13/2016 01:03:36,Argos,,577,N,,401677512,01/13/2016 00:58:48,1,2,,-133,401677512,-63.662,-64.902,,,,,,,,,,2,123,210,62,70,105,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.889,-63.667,B,01/13/2016 01:00:51,Argos,,246,P,,401677514,01/13/2016 00:58:48,1,2,,-133,401677514,-63.667,-64.889,,,8,,,,,,,2,123,210,62,70,105,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.889,-63.667,B,01/13/2016 01:00:51,Argos,,246,P,,401677514,01/13/2016 01:02:54,1,2,,-133,401677514,-63.667,-64.889,,,8,,,,,,,2,121,210,75,244,85,61,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.902,-63.662,B,01/13/2016 01:03:36,Argos,,577,N,,401677512,01/13/2016 01:08:25,1,2,,-133,401677512,-63.662,-64.902,,,,,,,,,,2,123,213,62,73,117,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.902,-63.662,B,01/13/2016 01:18:03,Argos,,0,K,,401677512,01/13/2016 01:18:03,1,1,,-137,401677512,-63.662,-64.902,,,,,,,,,,2,123,211,155,66,121,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.878,-63.707,B,01/13/2016 02:42:11,Argos,,211,A,,401677501,01/13/2016 02:40:26,1,2,,-119,401677501,-63.707,-64.878,,,8,,,,,,,2,124,213,62,71,101,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.878,-63.707,B,01/13/2016 02:42:11,Argos,,211,A,,401677501,01/13/2016 02:43:57,1,2,,-119,401677501,-63.707,-64.878,,,8,,,,,,,2,121,211,61,69,117,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.88,-63.712,B,01/13/2016 02:43:56,Argos,,0,N,,401677509,01/13/2016 02:43:57,1,1,,-133,401677509,-63.712,-64.88,,,,,,,,,,2,121,211,61,69,117,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.895,-63.801,A,01/13/2016 03:00:12,Argos,,176,K,,401677501,01/13/2016 02:58:40,1,3,,-125,401677501,-63.801,-64.895,,,8,,,,,,,2,123,211,62,68,117,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.895,-63.801,A,01/13/2016 03:00:12,Argos,,176,K,,401677501,01/13/2016 03:00:23,1,3,,-125,401677501,-63.801,-64.895,,,8,,,,,,,2,122,212,59,67,101,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.895,-63.801,A,01/13/2016 03:00:12,Argos,,176,K,,401677501,01/13/2016 03:01:36,1,3,,-125,401677501,-63.801,-64.895,,,8,,,,,,,2,123,212,66,92,101,89,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.889,-63.816,B,01/13/2016 03:36:17,Argos,,0,B,,401677517,01/13/2016 03:36:17,1,1,,-126,401677517,-63.816,-64.889,,,6,,,,,,,2,131,212,57,68,125,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.867,-63.834,1,01/13/2016 04:18:59,Argos,,422,P,,401677511,01/13/2016 04:15:49,1,4,,-128,401677511,-63.834,-64.867,,,48,,,,,,,2,123,212,59,67,113,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.867,-63.834,1,01/13/2016 04:18:59,Argos,,422,P,,401677511,01/13/2016 04:17:18,1,4,,-128,401677511,-63.834,-64.867,,,48,,,,,,,2,124,212,59,67,113,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.864,-63.851,2,01/13/2016 04:21:51,Argos,,494,A,,401677510,01/13/2016 04:17:18,1,4,,-118,401677510,-63.851,-64.864,,,50,,,,,,,2,124,212,59,67,113,155,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.86,-63.849,1,01/13/2016 04:21:51,Argos,,494,N,,401677511,01/13/2016 04:17:18,1,4,,-127,401677511,-63.849,-64.86,,,50,,,,,,,2,124,212,59,67,113,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.867,-63.834,1,01/13/2016 04:18:59,Argos,,422,P,,401677511,01/13/2016 04:19:59,1,4,,-128,401677511,-63.834,-64.867,,,48,,,,,,,2,123,211,63,70,101,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.864,-63.851,2,01/13/2016 04:21:51,Argos,,494,A,,401677510,01/13/2016 04:21:46,1,4,,-118,401677510,-63.851,-64.864,,,50,,,,,,,2,124,211,65,74,113,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.86,-63.849,1,01/13/2016 04:21:51,Argos,,494,N,,401677511,01/13/2016 04:21:46,1,4,,-127,401677511,-63.849,-64.86,,,50,,,,,,,2,124,211,65,74,113,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.867,-63.834,1,01/13/2016 04:18:59,Argos,,422,P,,401677511,01/13/2016 04:22:51,1,4,,-128,401677511,-63.834,-64.867,,,48,,,,,,,2,124,212,64,69,101,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.864,-63.851,2,01/13/2016 04:21:51,Argos,,494,A,,401677510,01/13/2016 04:22:51,1,4,,-118,401677510,-63.851,-64.864,,,50,,,,,,,2,124,212,64,69,101,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.86,-63.849,1,01/13/2016 04:21:51,Argos,,494,N,,401677511,01/13/2016 04:22:51,1,4,,-127,401677511,-63.849,-64.86,,,50,,,,,,,2,124,212,64,69,101,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.864,-63.851,2,01/13/2016 04:21:51,Argos,,494,A,,401677510,01/13/2016 04:25:32,1,4,,-118,401677510,-63.851,-64.864,,,50,,,,,,,2,122,211,60,68,105,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.86,-63.849,1,01/13/2016 04:21:51,Argos,,494,N,,401677511,01/13/2016 04:25:32,1,4,,-127,401677511,-63.849,-64.86,,,50,,,,,,,2,122,211,60,68,105,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.854,-63.87,A,01/13/2016 04:39:13,Argos,,279,K,,401677510,01/13/2016 04:37:26,1,3,,-129,401677510,-63.87,-64.854,,,,,,,,,,2,122,213,62,68,105,145,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.854,-63.87,A,01/13/2016 04:39:13,Argos,,279,K,,401677510,01/13/2016 04:38:09,1,3,,-129,401677510,-63.87,-64.854,,,,,,,,,,2,122,213,59,68,109,210,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.854,-63.87,A,01/13/2016 04:39:13,Argos,,279,K,,401677510,01/13/2016 04:42:05,1,3,,-129,401677510,-63.87,-64.854,,,,,,,,,,2,130,213,57,71,121,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.85,-63.923,2,01/13/2016 05:54:26,Argos,,664,P,,401677510,01/13/2016 05:52:49,1,9,,-120,401677510,-63.923,-64.85,,,58,,,,,,,2,132,211,60,68,121,146,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.85,-63.923,2,01/13/2016 05:54:26,Argos,,664,P,,401677510,01/13/2016 05:54:36,1,9,,-120,401677510,-63.923,-64.85,,,58,,,,,,,2,132,221,61,68,125,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.85,-63.923,2,01/13/2016 05:54:26,Argos,,664,P,,401677510,01/13/2016 05:55:55,1,9,,-120,401677510,-63.923,-64.85,,,58,,,,,,,2,130,211,61,68,109,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.85,-63.923,2,01/13/2016 05:54:26,Argos,,664,P,,401677510,01/13/2016 05:57:16,1,9,,-120,401677510,-63.923,-64.85,,,58,,,,,,,2,129,212,59,68,129,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.843,-63.915,2,01/13/2016 06:00:41,Argos,,397,N,,401677513,01/13/2016 05:57:16,1,6,,-130,401677513,-63.915,-64.843,,,50,,,,,,,2,129,212,59,68,129,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.85,-63.923,2,01/13/2016 05:54:26,Argos,,664,P,,401677510,01/13/2016 05:58:43,1,9,,-120,401677510,-63.923,-64.85,,,58,,,,,,,2,132,212,59,68,133,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.843,-63.915,2,01/13/2016 06:00:41,Argos,,397,N,,401677513,01/13/2016 05:58:43,1,6,,-130,401677513,-63.915,-64.843,,,50,,,,,,,2,132,212,59,68,133,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.843,-63.93,1,01/13/2016 05:59:04,Argos,,437,A,,401677507,01/13/2016 05:58:43,1,6,,-120,401677507,-63.93,-64.843,,,40,,,,,,,2,132,212,59,68,133,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.85,-63.923,2,01/13/2016 05:54:26,Argos,,664,P,,401677510,01/13/2016 05:59:26,1,9,,-120,401677510,-63.923,-64.85,,,58,,,,,,,2,130,213,60,67,113,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.843,-63.915,2,01/13/2016 06:00:41,Argos,,397,N,,401677513,01/13/2016 05:59:26,1,6,,-130,401677513,-63.915,-64.843,,,50,,,,,,,2,130,213,44,67,113,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.843,-63.93,1,01/13/2016 05:59:04,Argos,,437,A,,401677507,01/13/2016 05:59:26,1,6,,-120,401677507,-63.93,-64.843,,,40,,,,,,,2,130,213,60,67,113,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.85,-63.923,2,01/13/2016 05:54:26,Argos,,664,P,,401677510,01/13/2016 06:01:41,1,9,,-120,401677510,-63.923,-64.85,,,58,,,,,,,2,130,211,64,71,117,147,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131142,13440,-64.843,-63.915,2,01/13/2016 06:00:41,Argos,,397,N,,401677513,01/13/2016 06:01:41,1,6,,-130,401677513,-63.915,-64.843,,,50,,,,,,,2,130,211,64,71,117,147,,,,,,,,,,,,,,,,,,,,,,,,,,
