Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
13440,131159,15,R,B,1,13-Jan-2016,00:02:17,-64.8440,-63.9350,"",401677515,-137,8,0,13-Jan-2016,00:00:12,,,250,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13440,131159,15,R,B,1,13-Jan-2016,00:02:17,-64.8440,-63.9350,"",401677515,-137,8,0,13-Jan-2016,00:04:22,,,250,,,,,,,0,5,128,0,0,0,0,8,0,0,0,0,0,16,2
13440,131159,15,P,B,2,13-Jan-2016,00:55:21,-64.8440,-63.9270,"",401677516,-134,8,0,13-Jan-2016,00:55:22,,,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13440,131159,15,B,B,3,13-Jan-2016,01:57:39,-64.8500,-63.9140,"",401677507,-133,8,0,13-Jan-2016,01:57:39,,,,,,,,,,0,7,0,0,0,0,0,1,97,102,144,116,241,242,50
13440,131159,15,A,B,4,13-Jan-2016,02:41:49,-64.8420,-63.9060,"",401677519,-120,7,0,13-Jan-2016,02:41:50,,,,,,,,,,0,4,0,18,33,143,16,175,239,175,7,40,206,104,158
13440,131159,15,K,B,5,13-Jan-2016,03:03:10,-64.8520,-63.9350,"",401677526,-132,7,0,13-Jan-2016,03:03:10,,,,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13440,131159,15,B,A,6,13-Jan-2016,03:36:52,-64.8350,-63.9600,"",401677509,-127,8,0,13-Jan-2016,03:34:35,,,325,,,,,,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
13440,131159,7,B,A,6,13-Jan-2016,03:36:52,-64.8350,-63.9600,"",401677509,-127,8,0,13-Jan-2016,03:36:02,,,325,,,,,,,94,129,194,59,83,125,139
13440,131159,15,B,A,6,13-Jan-2016,03:36:52,-64.8350,-63.9600,"",401677509,-127,8,0,13-Jan-2016,03:40:00,,,325,,,,,,,5,142,0,238,0,0,0,0,0,0,0,0,0,0,127
13440,131159,15,A,B,7,13-Jan-2016,04:23:14,-64.8260,-63.9520,"",401677511,-128,8,0,13-Jan-2016,04:19:20,,,470,,,,,,,0,11,128,0,0,0,0,0,0,0,0,0,0,0,32
