; Unless otherwise specified, depths here generally assume a 1000 meter instrument and you may need to double the depths for 2000 meter instruments!

DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
"131159",131159,,SPOT,,,03:36:02 13-Jan-2016,,A,-64.8350,-63.9600,,,,,24192,3.104,,0.236,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,04:27:10 13-Jan-2016,,B,-64.8260,-63.9520,,,,,24192,3.120,,0.232,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,19:45:50 13-Jan-2016,,3,-64.8800,-64.0610,,,,,24448,3.104,,0.244,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,21:28:44 13-Jan-2016,,A,-64.8870,-64.0560,,,,,24448,3.136,,0.224,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,01:00:03 14-Jan-2016,,3,-64.8870,-64.0940,,,,,24448,3.120,,0.236,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,02:19:53 14-Jan-2016,,A,-64.8760,-64.0460,,,,,24448,3.136,,0.236,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,02:39:36 14-Jan-2016,,2,-64.8750,-64.0330,,,,,24448,3.408,,0.340,-3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,05:45:27 14-Jan-2016,,1,-64.8600,-64.0000,,,,,24704,3.152,,0.224,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,07:21:18 14-Jan-2016,,B,-64.8660,-63.9710,,,,,24704,3.152,,0.192,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,10:33:43 14-Jan-2016,,A,-64.8940,-63.7410,,,,,16512,3.168,,0.220,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,13:10:58 14-Jan-2016,,B,-64.9130,-63.5080,,,,,24704,3.168,,0.220,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,19:36:10 14-Jan-2016,,B,-65.0650,-63.2840,,,,,24960,3.168,,0.224,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,02:10:48 15-Jan-2016,,1,-64.9660,-64.1300,,,,,12416,3.152,,0.668,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,02:53:52 15-Jan-2016,,A,-64.9430,-64.1750,,,,,24960,3.120,,0.228,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,05:35:04 15-Jan-2016,,1,-64.9450,-64.1300,,,,,25216,3.152,,0.220,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,07:22:45 15-Jan-2016,,3,-64.9550,-64.1110,,,,,25216,3.136,,0.228,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,12:50:36 15-Jan-2016,,3,-64.9270,-64.1170,,,,,25472,3.152,,0.224,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,03:26:38 16-Jan-2016,,B,-64.8330,-64.0120,,,,,25984,3.152,,0.224,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,05:50:51 16-Jan-2016,,B,-64.8150,-64.0380,,,,,25984,3.136,,0.220,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,08:18:29 16-Jan-2016,,A,-64.7950,-64.1610,,,,,25984,3.152,,0.220,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,09:56:00 16-Jan-2016,,A,-64.8010,-64.2240,,,,,25984,3.152,,0.220,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,10:30:30 16-Jan-2016,,3,-64.8070,-64.2240,,,,,26240,3.136,,0.224,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,07:57:24 17-Jan-2016,,B,-64.8560,-64.1570,,,,,26752,3.136,,0.220,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,02:41:43 18-Jan-2016,,B,-64.8240,-64.0040,,,,,27008,3.136,,0.220,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,09:08:57 18-Jan-2016,,A,-64.8160,-63.8910,,,,,27264,3.136,,0.220,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,10:09:17 18-Jan-2016,,A,-64.8340,-63.8860,,,,,27264,3.136,,0.220,-11.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,10:52:49 18-Jan-2016,,2,-64.8200,-63.8300,,,,,27520,3.136,,0.220,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,11:46:36 18-Jan-2016,,2,-64.8220,-63.8320,,,,,27520,3.136,,0.220,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,00:31:06 19-Jan-2016,,2,-64.8200,-64.0480,,,,,27776,3.120,,0.224,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,21:56:24 19-Jan-2016,,A,-64.8830,-63.7040,,,,,28288,3.120,,0.228,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131159",131159,,SPOT,,,01:19:57 20-Jan-2016,,2,-64.8400,-63.8280,,,,,28544,3.104,,0.228,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
