"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",131159,13440,-64.844,-63.935,B,01/13/2016 00:02:17,Argos,,250,R,,401677515,01/13/2016 00:00:12,1,2,,-137,401677515,-63.935,-64.844,,,8,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.844,-63.935,B,01/13/2016 00:02:17,Argos,,250,R,,401677515,01/13/2016 00:04:22,1,2,,-137,401677515,-63.935,-64.844,,,8,,,,,,,0,5,128,0,0,0,0,8,0,0,0,0,0,16,2,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.844,-63.927,B,01/13/2016 00:55:21,Argos,,0,P,,401677516,01/13/2016 00:55:22,1,1,,-134,401677516,-63.927,-64.844,,,8,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.85,-63.914,B,01/13/2016 01:57:39,Argos,,0,B,,401677507,01/13/2016 01:57:39,1,1,,-133,401677507,-63.914,-64.85,,,8,,,,,,,0,7,0,0,0,0,0,1,97,102,144,116,241,242,50,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.842,-63.906,B,01/13/2016 02:41:49,Argos,,0,A,,401677519,01/13/2016 02:41:50,1,1,,-120,401677519,-63.906,-64.842,,,7,,,,,,,0,4,0,18,33,143,16,175,239,175,7,40,206,104,158,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.852,-63.935,B,01/13/2016 03:03:10,Argos,,0,K,,401677526,01/13/2016 03:03:10,1,1,,-132,401677526,-63.935,-64.852,,,7,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.835,-63.96,A,01/13/2016 03:36:52,Argos,,325,B,,401677509,01/13/2016 03:34:35,1,3,,-127,401677509,-63.96,-64.835,,,8,,,,,,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.835,-63.96,A,01/13/2016 03:36:52,Argos,,325,B,,401677509,01/13/2016 03:36:02,1,3,,-127,401677509,-63.96,-64.835,,,8,,,,,,,94,129,194,59,83,125,139,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.835,-63.96,A,01/13/2016 03:36:52,Argos,,325,B,,401677509,01/13/2016 03:40:00,1,3,,-127,401677509,-63.96,-64.835,,,8,,,,,,,5,142,0,238,0,0,0,0,0,0,0,0,0,0,127,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.826,-63.952,B,01/13/2016 04:23:14,Argos,,470,A,,401677511,01/13/2016 04:19:20,1,2,,-128,401677511,-63.952,-64.826,,,8,,,,,,,0,11,128,0,0,0,0,0,0,0,0,0,0,0,32,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.826,-63.952,B,01/13/2016 04:23:14,Argos,,470,A,,401677511,01/13/2016 04:27:10,1,2,,-128,401677511,-63.952,-64.826,,,8,,,,,,,94,130,195,58,85,125,139,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.842,-63.955,2,01/13/2016 04:39:31,Argos,,591,K,,401677512,01/13/2016 04:34:50,1,4,,-124,401677512,-63.955,-64.842,,,50,,,,,,,5,142,0,238,0,0,0,0,0,0,0,0,0,0,127,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.842,-63.955,2,01/13/2016 04:39:31,Argos,,591,K,,401677512,01/13/2016 04:37:39,1,4,,-124,401677512,-63.955,-64.842,,,50,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.842,-63.955,2,01/13/2016 04:39:31,Argos,,591,K,,401677512,01/13/2016 04:40:56,1,4,,-124,401677512,-63.955,-64.842,,,50,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.842,-63.955,2,01/13/2016 04:39:31,Argos,,591,K,,401677512,01/13/2016 04:44:41,1,4,,-124,401677512,-63.955,-64.842,,,50,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.831,-63.962,B,01/13/2016 05:57:00,Argos,,368,A,,401677516,01/13/2016 05:57:01,1,2,,-131,401677516,-63.962,-64.831,,,8,,,,,,,0,2,0,0,0,0,0,0,4,0,0,1,236,242,119,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.838,-63.969,B,01/13/2016 06:00:04,Argos,,368,P,,401677514,01/13/2016 05:57:01,1,2,,-124,401677514,-63.969,-64.838,,,8,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.831,-63.962,B,01/13/2016 05:57:00,Argos,,368,A,,401677516,01/13/2016 06:03:09,1,2,,-131,401677516,-63.962,-64.831,,,8,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.838,-63.969,B,01/13/2016 06:00:04,Argos,,368,P,,401677514,01/13/2016 06:03:09,1,2,,-124,401677514,-63.969,-64.838,,,8,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.839,-63.967,B,01/13/2016 06:03:08,Argos,,0,N,,401677519,01/13/2016 06:03:09,1,1,,-127,401677519,-63.967,-64.839,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.85,-64.01,A,01/13/2016 06:15:56,Argos,,293,K,,401677510,01/13/2016 06:14:03,1,3,,-123,401677510,-64.01,-64.85,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.85,-64.01,A,01/13/2016 06:15:56,Argos,,293,K,,401677510,01/13/2016 06:14:51,1,3,,-123,401677510,-64.01,-64.85,,,,,,,,,,0,6,0,0,0,0,0,128,8,18,144,0,74,252,58,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.85,-64.01,A,01/13/2016 06:15:56,Argos,,293,K,,401677510,01/13/2016 06:18:56,1,3,,-123,401677510,-64.01,-64.85,,,,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.836,-64.013,B,01/13/2016 07:43:02,Argos,,0,N,,401677502,01/13/2016 07:43:03,1,1,,-135,401677502,-64.013,-64.836,,,8,,,,,,,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.826,-64.01,B,01/13/2016 09:19:18,Argos,,0,A,,401677529,01/13/2016 09:19:18,1,1,,-119,401677529,-64.01,-64.826,,,8,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.856,-64.072,B,01/13/2016 10:15:47,Argos,,0,R,,401677500,01/13/2016 10:15:48,1,1,,-127,401677500,-64.072,-64.856,,,8,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.871,-64.088,B,01/13/2016 10:55:55,Argos,,377,A,,401677519,01/13/2016 10:55:56,1,2,,-122,401677519,-64.088,-64.871,,,6,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.871,-64.088,B,01/13/2016 10:55:55,Argos,,377,A,,401677519,01/13/2016 11:02:13,1,2,,-122,401677519,-64.088,-64.871,,,6,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.872,-64.109,B,01/13/2016 11:08:20,Argos,,0,N,,401677510,01/13/2016 11:08:21,1,1,,-135,401677510,-64.109,-64.872,,,,,,,,,,0,5,0,0,0,0,0,0,128,47,125,187,243,170,103,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.88,-64.144,B,01/13/2016 11:50:59,Argos,,0,B,,401677516,01/13/2016 11:51:00,1,1,,-135,401677516,-64.144,-64.88,,,8,,,,,,,0,2,0,0,32,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.88,-64.158,B,01/13/2016 11:57:35,Argos,,410,R,,401677508,01/13/2016 11:54:10,1,2,,-126,401677508,-64.158,-64.88,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,24,225,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.88,-64.158,B,01/13/2016 11:57:35,Argos,,410,R,,401677508,01/13/2016 12:01:00,1,2,,-126,401677508,-64.158,-64.88,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131159,13440,-64.901,-64.208,B,01/13/2016 13:33:41,Argos,,183,R,,401677503,01/13/2016 13:32:10,1,2,,-130,401677503,-64.208,-64.901,,,8,,,,,,,0,9,0,0,0,0,0,0,0,0,0,0,0,32,16,,,,,,,,,,,,,,,,,,
