DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131159",131159,SPOT,DS,2,0,2,250,250,00:02:17 13-Jan-2016,R,B,-64.8440,-63.9350,,,8,,401677515,-137,
"131159",131159,SPOT,DS,1,0,1,,,00:55:21 13-Jan-2016,P,B,-64.8440,-63.9270,,,8,,401677516,-134,
"131159",131159,SPOT,DS,1,0,1,,,01:57:39 13-Jan-2016,B,B,-64.8500,-63.9140,,,8,,401677507,-133,
"131159",131159,SPOT,DS,1,0,1,,,02:41:49 13-Jan-2016,A,B,-64.8420,-63.9060,,,7,,401677519,-120,
"131159",131159,SPOT,DS,1,0,1,,,03:03:10 13-Jan-2016,K,B,-64.8520,-63.9350,,,7,,401677526,-132,
"131159",131159,SPOT,DS,3,0,1,162,87,03:36:52 13-Jan-2016,B,A,-64.8350,-63.9600,,,8,,401677509,-127,
"131159",131159,SPOT,DS,2,0,1,470,470,04:23:14 13-Jan-2016,A,B,-64.8260,-63.9520,,,8,,401677511,-128,
"131159",131159,SPOT,DS,4,0,3,197,169,04:39:31 13-Jan-2016,K,2,-64.8420,-63.9550,,,50,,401677512,-124,
"131159",131159,SPOT,DS,2,0,2,368,368,05:57:00 13-Jan-2016,A,B,-64.8310,-63.9620,,,8,,401677516,-131,
"131159",131159,SPOT,DS,2,0,2,368,368,06:00:04 13-Jan-2016,P,B,-64.8380,-63.9690,,,8,,401677514,-124,
"131159",131159,SPOT,DS,1,0,1,,,06:03:08 13-Jan-2016,N,B,-64.8390,-63.9670,,,,,401677519,-127,
"131159",131159,SPOT,DS,3,0,3,146,48,06:15:56 13-Jan-2016,K,A,-64.8500,-64.0100,,,,,401677510,-123,
"131159",131159,SPOT,DS,1,0,1,,,07:43:02 13-Jan-2016,N,B,-64.8360,-64.0130,,,8,,401677502,-135,
"131159",131159,SPOT,DS,1,0,1,,,09:19:18 13-Jan-2016,A,B,-64.8260,-64.0100,,,8,,401677529,-119,
"131159",131159,SPOT,DS,1,0,1,,,10:15:47 13-Jan-2016,R,B,-64.8560,-64.0720,,,8,,401677500,-127,
"131159",131159,SPOT,DS,2,0,2,377,377,10:55:55 13-Jan-2016,A,B,-64.8710,-64.0880,,,6,,401677519,-122,
"131159",131159,SPOT,DS,1,0,1,,,11:08:20 13-Jan-2016,N,B,-64.8720,-64.1090,,,,,401677510,-135,
"131159",131159,SPOT,DS,1,0,1,,,11:50:59 13-Jan-2016,B,B,-64.8800,-64.1440,,,8,,401677516,-135,
