Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
13440,166128,3,SR, ,3,10-Feb-2017,20:49:58,,,,401650000,-123,,0,10-Feb-2017,20:49:58,,,,,,,,,,199,40,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13440,166128,23,SR, ,4,03-May-2017,17:07:23,,,,401650000,-137,,0,03-May-2017,17:06:54,,,29,,,,,,,4,171,1,25,192,1,226,49,243,20,192,4,0,64,120,121,188,2,3,13,52,127,192,,,,,,,,,
13440,166128,23,SR, ,4,03-May-2017,17:07:23,,,,401650000,-137,,0,03-May-2017,17:07:23,,,29,,,,,,,4,5,71,17,222,112,73,49,215,212,160,5,0,80,120,121,188,0,2,127,192,0,0,,,,,,,,,
13440,166128,11,SR,A,5,03-May-2017,18:46:47,-64.7143,-62.2091,,401677507,-131,8,0,03-May-2017,18:45:15,-64.7143,-62.2091,168,,,,,,,43,54,21,70,243,0,121,132,128,0,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,SR,A,5,03-May-2017,18:46:47,-64.7143,-62.2091,,401677507,-131,8,0,03-May-2017,18:47:03,-64.7143,-62.2091,168,,,,,,,54,149,197,70,245,128,94,64,16,32,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,SR,A,5,03-May-2017,18:46:47,-64.7143,-62.2091,,401677507,-131,8,0,03-May-2017,18:48:03,-64.7143,-62.2091,168,,,,,,,22,96,213,70,240,55,113,58,14,3,128,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NP,1,6,03-May-2017,19:56:41,-64.7199,-62.1943,,401677386,-129,58,0,03-May-2017,19:55:45,-64.7199,-62.1943,110,968,20602,45,83,,,22,96,213,70,240,55,113,58,14,3,128,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NP,1,6,03-May-2017,19:56:41,-64.7199,-62.1943,,401677386,-129,58,0,03-May-2017,19:56:23,-64.7199,-62.1943,110,968,20602,45,83,,,70,61,69,70,246,173,18,28,16,16,96,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NP,1,6,03-May-2017,19:56:41,-64.7199,-62.1943,,401677386,-129,58,0,03-May-2017,19:57:04,-64.7199,-62.1943,110,968,20602,45,83,,,54,149,197,70,245,128,94,64,16,32,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NP,1,6,03-May-2017,19:56:41,-64.7199,-62.1943,,401677386,-129,58,0,03-May-2017,19:57:35,-64.7199,-62.1943,110,968,20602,45,83,,,43,54,21,70,243,0,121,132,128,0,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,SR,2,7,03-May-2017,20:26:07,-64.7090,-62.1567,,401677464,-118,56,0,03-May-2017,20:26:15,-64.7090,-62.1567,206,328,1778,60,106,,,43,54,21,70,243,0,121,132,128,0,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,SR,2,7,03-May-2017,20:26:07,-64.7090,-62.1567,,401677464,-118,56,1,03-May-2017,20:27:16,-64.7090,-62.1567,206,328,1778,60,106,,,22,96,213,70,240,55,113,58,14,3,128,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,SR,2,7,03-May-2017,20:26:07,-64.7090,-62.1567,,401677464,-118,56,1,03-May-2017,20:27:56,-64.7090,-62.1567,206,328,1778,60,106,,,70,61,69,70,246,173,18,28,16,16,96,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,SR,2,7,03-May-2017,20:26:07,-64.7090,-62.1567,,401677464,-118,56,0,03-May-2017,20:29:41,-64.7090,-62.1567,206,328,1778,60,106,,,54,149,197,70,245,128,94,64,16,32,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NP,A,8,03-May-2017,21:43:01,-64.6663,-62.1749,,401677466,-126,8,0,03-May-2017,21:42:27,-64.6663,-62.1749,66,2181,14400,330,84,,,70,61,69,70,246,173,18,28,16,16,96,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NP,A,8,03-May-2017,21:43:01,-64.6663,-62.1749,,401677466,-126,8,0,03-May-2017,21:43:03,-64.6663,-62.1749,66,2181,14400,330,84,,,54,149,197,70,245,128,94,64,16,32,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NP,A,8,03-May-2017,21:43:01,-64.6663,-62.1749,,401677466,-126,8,0,03-May-2017,21:43:33,-64.6663,-62.1749,66,2181,14400,330,84,,,43,54,21,70,243,0,121,132,128,0,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NN,A,9,03-May-2017,21:44:13,-64.6677,-62.1295,,401677445,-135,6,0,03-May-2017,21:43:03,-64.6677,-62.1295,180,1234,2828,538,57,,,54,149,197,70,245,128,94,64,16,32,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NN,A,9,03-May-2017,21:44:13,-64.6677,-62.1295,,401677445,-135,6,0,03-May-2017,21:43:33,-64.6677,-62.1295,180,1234,2828,538,57,,,43,54,21,70,243,0,121,132,128,0,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NN,A,9,03-May-2017,21:44:13,-64.6677,-62.1295,,401677445,-135,6,0,03-May-2017,21:46:03,-64.6677,-62.1295,180,1234,2828,538,57,,,22,96,213,70,240,55,113,58,14,3,128,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NN,B,10,03-May-2017,23:29:23,-64.6462,-62.1419,,401677467,-129,7,0,03-May-2017,23:29:23,-64.6462,-62.1419,,6921,15728,3045,86,,,43,54,21,70,243,0,121,132,128,0,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,15,MB,1,11,04-May-2017,02:26:28,-64.6995,-62.2072,,401677445,-129,48,0,04-May-2017,02:24:19,-64.6995,-62.2072,414,987,6415,151,81,,,21,79,197,71,10,1,0,127,103,228,196,90,217,156,45,,,,,,,,,,,,,,,,,
13440,166128,11,MB,1,11,04-May-2017,02:26:28,-64.6995,-62.2072,,401677445,-129,48,0,04-May-2017,02:24:49,-64.6995,-62.2072,414,987,6415,151,81,,,70,61,69,70,246,173,18,28,16,16,96,,,,,,,,,,,,,,,,,,,,,
13440,166128,15,MB,1,11,04-May-2017,02:26:28,-64.6995,-62.2072,,401677445,-129,48,0,04-May-2017,02:27:23,-64.6995,-62.2072,414,987,6415,151,81,,,48,221,148,19,15,91,198,74,243,219,38,129,50,221,83,,,,,,,,,,,,,,,,,
13440,166128,11,MB,1,11,04-May-2017,02:26:28,-64.6995,-62.2072,,401677445,-129,48,0,04-May-2017,02:29:23,-64.6995,-62.2072,414,987,6415,151,81,,,54,149,197,70,245,128,94,66,16,32,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,15,MB,1,11,04-May-2017,02:26:28,-64.6995,-62.2072,,401677445,-129,48,0,04-May-2017,02:31:13,-64.6995,-62.2072,414,987,6415,151,81,,,77,103,165,71,39,182,12,32,24,65,128,64,0,128,0,,,,,,,,,,,,,,,,,
13440,166128,15,NN,2,12,04-May-2017,02:46:38,-64.7315,-62.2551,,401677450,-132,58,0,04-May-2017,02:44:25,-64.7315,-62.2551,268,422,2763,64,88,,,21,79,197,71,42,0,0,117,61,175,28,23,45,159,130,,,,,,,,,,,,,,,,,
13440,166128,11,NN,2,12,04-May-2017,02:46:38,-64.7315,-62.2551,,401677450,-132,58,0,04-May-2017,02:45:03,-64.7315,-62.2551,268,422,2763,64,88,,,70,61,69,70,246,173,18,28,16,16,96,,,,,,,,,,,,,,,,,,,,,
13440,166128,11,NN,2,12,04-May-2017,02:46:38,-64.7315,-62.2551,,401677450,-132,58,0,04-May-2017,02:45:44,-64.7315,-62.2551,268,422,2763,64,88,,,54,149,197,70,245,128,94,64,16,32,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,15,NN,2,12,04-May-2017,02:46:38,-64.7315,-62.2551,,401677450,-132,58,0,04-May-2017,02:47:23,-64.7315,-62.2551,268,422,2763,64,88,,,77,71,165,71,39,182,12,32,24,65,128,64,0,0,0,,,,,,,,,,,,,,,,,
13440,166128,15,NN,2,12,04-May-2017,02:46:38,-64.7315,-62.2551,,401677450,-132,58,0,04-May-2017,02:48:24,-64.7315,-62.2551,268,422,2763,64,88,,,48,221,149,71,40,162,54,64,24,0,33,128,128,0,0,,,,,,,,,,,,,,,,,
13440,166128,11,NN,2,12,04-May-2017,02:46:38,-64.7315,-62.2551,,401677450,-132,58,0,04-May-2017,02:48:53,-64.7315,-62.2551,268,422,2763,64,88,,,39,230,101,71,35,0,120,15,0,0,0,,,,,,,,,,,,,,,,,,,,,
13440,166128,15,NK,B,13,04-May-2017,03:03:15,-64.7387,-62.2293,,401677451,-133,6,0,04-May-2017,03:01:48,-64.7387,-62.2293,175,935,5334,164,73,,,77,71,165,71,39,182,12,32,24,65,128,64,0,0,0,,,,,,,,,,,,,,,,,
