"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",166128,13440,,,,,,,0,SR,,401650000,02/10/2017 20:49:58,1,1,0,-123,401650000,,,,,,,,,,,,199,40,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",166128,13440,,,,,,,28,SR,,401650000,05/03/2017 17:06:54,1,2,0,-137,401650000,,,,,,,,,,,,4,171,1,25,192,1,226,49,243,20,192,4,0,64,120,121,188,2,3,13,52,127,192,,,,,,,,,
"",166128,13440,,,,,,,28,SR,,401650000,05/03/2017 17:07:23,1,2,0,-137,401650000,,,,,,,,,,,,4,5,71,17,222,112,73,49,215,212,160,5,0,80,120,121,188,0,2,127,192,0,0,,,,,,,,,
"",166128,13440,-64.7143,-62.20911,A,05/03/2017 18:46:47,Argos,0,168,SR,,401677507.52,05/03/2017 18:45:15,1,3,0,-131,401677507.52,-62.20911,-64.7143,-62.20911,-64.7143,8,3,0,0,0,56,828,43,54,21,70,243,0,121,132,128,0,0,,,,,,,,,,,,,,,,,,,,,
"",166128,13440,-64.7143,-62.20911,A,05/03/2017 18:46:47,Argos,0,168,SR,,401677507.52,05/03/2017 18:47:03,1,3,0,-131,401677507.52,-62.20911,-64.7143,-62.20911,-64.7143,8,3,0,0,0,56,828,54,149,197,70,245,128,94,64,16,32,0,,,,,,,,,,,,,,,,,,,,,
"",166128,13440,-64.7143,-62.20911,A,05/03/2017 18:46:47,Argos,0,168,SR,,401677507.52,05/03/2017 18:48:03,1,3,0,-131,401677507.52,-62.20911,-64.7143,-62.20911,-64.7143,8,3,0,0,0,56,828,22,96,213,70,240,55,113,58,14,3,128,,,,,,,,,,,,,,,,,,,,,
"",166128,13440,-64.71993,-62.19426,1,05/03/2017 19:56:41,Argos,0,110,NP,,401677386.15,05/03/2017 19:55:45,1,4,0,-129,401677386.15,-62.19426,-64.71993,-62.19426,-64.71993,58,3,968,20602,45,83,1699,22,96,213,70,240,55,113,58,14,3,128,,,,,,,,,,,,,,,,,,,,,
"",166128,13440,-64.71993,-62.19426,1,05/03/2017 19:56:41,Argos,0,110,NP,,401677386.15,05/03/2017 19:56:23,1,4,0,-129,401677386.15,-62.19426,-64.71993,-62.19426,-64.71993,58,3,968,20602,45,83,1699,70,61,69,70,246,173,18,28,16,16,96,,,,,,,,,,,,,,,,,,,,,
"",166128,13440,-64.71993,-62.19426,1,05/03/2017 19:56:41,Argos,0,110,NP,,401677386.15,05/03/2017 19:57:04,1,4,0,-129,401677386.15,-62.19426,-64.71993,-62.19426,-64.71993,58,3,968,20602,45,83,1699,54,149,197,70,245,128,94,64,16,32,0,,,,,,,,,,,,,,,,,,,,,
"",166128,13440,-64.71993,-62.19426,1,05/03/2017 19:56:41,Argos,0,110,NP,,401677386.15,05/03/2017 19:57:35,1,4,0,-129,401677386.15,-62.19426,-64.71993,-62.19426,-64.71993,58,3,968,20602,45,83,1699,43,54,21,70,243,0,121,132,128,0,0,,,,,,,,,,,,,,,,,,,,,
