DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
166128,166128,Mk10,Weak,10-Feb-2017,20:49:58,10-Feb-2017,20:49:58
166128,166128,Mk10,Strong,04-May-2017,08:23:02,04-May-2017,08:22:55
166128,166128,Mk10,Strong,14-May-2017,10:49:10,14-May-2017,10:49:02
