DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
166128,166128,Mk10,18:46:47 03-May-2017,Argos,A,-64.7143,-62.2091,,,,,,,,,,
166128,166128,Mk10,19:56:41 03-May-2017,Argos,1,-64.7199,-62.1943,968,20602,45,83,,,,,,
166128,166128,Mk10,20:26:07 03-May-2017,Argos,2,-64.7090,-62.1567,328,1778,60,106,,,,,,
166128,166128,Mk10,21:43:01 03-May-2017,Argos,A,-64.6663,-62.1749,2181,14400,330,84,,,,,,
166128,166128,Mk10,21:44:13 03-May-2017,Argos,A,-64.6677,-62.1295,1234,2828,538,57,,,,,,
166128,166128,Mk10,23:29:23 03-May-2017,Argos,B,-64.6462,-62.1419,6921,15728,3045,86,,,,,,
166128,166128,Mk10,02:26:28 04-May-2017,Argos,1,-64.6995,-62.2072,987,6415,151,81,,,,,,
166128,166128,Mk10,02:46:38 04-May-2017,Argos,2,-64.7315,-62.2551,422,2763,64,88,,,,,,
166128,166128,Mk10,03:03:15 04-May-2017,Argos,B,-64.7387,-62.2293,935,5334,164,73,,,,,,
166128,166128,Mk10,04:07:33 04-May-2017,Argos,B,-64.7053,-62.2879,3296,8304,1308,83,,,,,,
166128,166128,Mk10,04:13:24 04-May-2017,Argos,A,-64.7072,-62.2681,548,3747,80,108,,,,,,
166128,166128,Mk10,04:26:24 04-May-2017,Argos,1,-64.7419,-62.1681,721,3338,155,83,,,,,,
166128,166128,Mk10,04:42:40 04-May-2017,Argos,1,-64.7280,-62.2348,1085,7419,158,84,,,,,,
166128,166128,Mk10,04:53:47 04-May-2017,Argos,A,-64.7160,-62.2123,511,820,318,142,,,,,,
166128,166128,Mk10,05:45:24 04-May-2017,Argos,B,-64.7158,-62.2008,2225,4752,1042,89,,,,,,
166128,166128,Mk10,05:57:20 04-May-2017,Argos,1,-64.6867,-62.1008,1333,48553,36,101,,,,,,
166128,166128,Mk10,06:05:33 04-May-2017,Argos,1,-64.6738,-62.1250,572,2325,140,79,,,,,,
166128,166128,Mk10,06:20:34 04-May-2017,Argos,3,-64.6766,-62.1319,198,502,77,66,,,,,,
166128,166128,Mk10,06:20:34 04-May-2017,Argos,3,-64.6766,-62.1319,198,502,77,66,,,,,,
166128,166128,Mk10,06:32:11 04-May-2017,Argos,A,-64.6770,-62.1462,658,4490,96,91,,,,,,
166128,166128,Mk10,07:37:33 04-May-2017,Argos,1,-64.6750,-62.1687,948,1181,761,81,,,,,,
166128,166128,Mk10,07:46:14 04-May-2017,Argos,3,-64.6681,-62.1949,212,686,65,104,,,,,,
166128,166128,Mk10,08:01:26 04-May-2017,Argos,2,-64.6787,-62.1616,255,860,75,99,,,,,,
166128,166128,Mk10,08:10:18 04-May-2017,Argos,1,-64.6681,-62.1853,1130,6858,186,81,,,,,,
166128,166128,Mk10,08:24:48 04-May-2017,Argos,B,-64.6707,-62.1744,2313,6983,766,139,,,,,,
166128,166128,Mk10,09:02:13 04-May-2017,Argos,B,-64.6703,-62.1730,1569,3042,808,102,,,,,,
166128,166128,Mk10,09:21:27 04-May-2017,Argos,B,-64.6652,-62.1697,1182,2172,642,95,,,,,,
166128,166128,Mk10,09:22:48 04-May-2017,Argos,B,-64.6516,-62.1646,774,9927,60,99,,,,,,
166128,166128,Mk10,09:44:24 04-May-2017,Argos,A,-64.6468,-62.2266,346,1048,114,42,,,,,,
166128,166128,Mk10,09:44:24 04-May-2017,Argos,B,-64.6477,-62.1598,1054,4494,246,97,,,,,,
166128,166128,Mk10,10:05:16 04-May-2017,Argos,1,-64.6440,-62.1751,588,2248,153,77,,,,,,
166128,166128,Mk10,11:08:35 04-May-2017,Argos,1,-64.6703,-62.2081,1146,16286,80,92,,,,,,
166128,166128,Mk10,11:18:51 04-May-2017,Argos,B,-64.6564,-62.2796,1509,6079,374,83,,,,,,
166128,166128,Mk10,11:26:34 04-May-2017,Argos,2,-64.6497,-62.2465,391,755,201,110,,,,,,
166128,166128,Mk10,11:44:59 04-May-2017,Argos,0,-64.6566,-62.2732,2559,23612,277,68,,,,,,
166128,166128,Mk10,00:48:11 05-May-2017,Argos,A,-64.6635,-62.2274,8750,46986,1629,118,,,,,,
166128,166128,Mk10,00:54:57 05-May-2017,Argos,1,-64.5902,-62.2205,970,1204,782,108,,,,,,
166128,166128,Mk10,01:02:58 05-May-2017,Argos,2,-64.6039,-62.2739,403,890,182,51,,,,,,
166128,166128,Mk10,01:13:26 05-May-2017,Argos,1,-64.5755,-62.2132,1081,3605,323,117,,,,,,
166128,166128,Mk10,02:07:49 05-May-2017,Argos,1,-64.5901,-62.3221,1087,6142,192,115,,,,,,
166128,166128,Mk10,02:26:02 05-May-2017,Argos,A,-64.6011,-62.2786,1174,10411,132,96,,,,,,
166128,166128,Mk10,02:37:17 05-May-2017,Argos,1,-64.6045,-62.2927,625,788,494,166,,,,,,
166128,166128,Mk10,02:41:28 05-May-2017,Argos,B,-64.5947,-62.2818,420,1688,104,117,,,,,,
166128,166128,Mk10,02:51:37 05-May-2017,Argos,A,-64.6224,-62.2812,561,8725,36,80,,,,,,
166128,166128,Mk10,03:51:43 05-May-2017,Argos,B,-64.6242,-62.3417,2369,6290,892,87,,,,,,
166128,166128,Mk10,04:03:45 05-May-2017,Argos,0,-64.6474,-62.2082,3172,8760,1148,143,,,,,,
166128,166128,Mk10,04:17:51 05-May-2017,Argos,B,-64.6358,-62.3857,4188,6975,2513,157,,,,,,
166128,166128,Mk10,04:18:43 05-May-2017,Argos,A,-64.7059,-62.2106,1909,7117,512,91,,,,,,
166128,166128,Mk10,04:29:09 05-May-2017,Argos,0,-64.6773,-62.2683,2924,13783,620,60,,,,,,
166128,166128,Mk10,05:42:39 05-May-2017,Argos,0,-64.5704,-62.4165,1978,17691,221,95,,,,,,
166128,166128,Mk10,05:52:42 05-May-2017,Argos,B,-64.5701,-62.4130,2803,9079,865,93,,,,,,
166128,166128,Mk10,05:52:42 05-May-2017,Argos,B,-64.5689,-62.4143,2917,9535,892,98,,,,,,
166128,166128,Mk10,06:08:57 05-May-2017,Argos,A,-64.6074,-62.2384,2045,5199,804,57,,,,,,
166128,166128,Mk10,07:27:24 05-May-2017,Argos,0,-64.6291,-62.4006,2073,12898,333,117,,,,,,
166128,166128,Mk10,07:38:55 05-May-2017,Argos,B,-64.6292,-62.4000,2920,6607,1290,97,,,,,,
166128,166128,Mk10,07:38:55 05-May-2017,Argos,B,-64.6266,-62.4178,2924,6660,1283,96,,,,,,
166128,166128,Mk10,07:52:32 05-May-2017,Argos,B,-64.6294,-62.3993,3964,8848,1775,92,,,,,,
166128,166128,Mk10,09:15:24 05-May-2017,Argos,1,-64.6197,-62.4507,1085,27649,42,103,,,,,,
