DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
166124,166124,,Mk10,,19:52:32 04-May-2017,19:52:39 04-May-2017,7,2,-64.7218,-62.2373,CRC,0,0,,,,1.032,0.104,,23.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,19:53:41 04-May-2017,,2,-64.7218,-62.2373,CRC,0,0,,437,3.504,1.032,0.112,-1.30,20.5,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,19:54:44 04-May-2017,19:54:51 04-May-2017,7,2,-64.7218,-62.2373,CRC,0,0,,,,1.032,0.112,,21.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,19:55:39 04-May-2017,,2,-64.7218,-62.2373,CRC,0,0,,439,3.504,1.032,0.108,-1.30,21.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,21:25:52 04-May-2017,,0,-64.7053,-62.2170,CRC,0,0,,475,3.440,1.032,0.108,-1.20,14.5,0.0,0,,,,,,,,,,,158,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,21:26:46 04-May-2017,21:26:53 04-May-2017,7,0,-64.7053,-62.2170,CRC,0,0,,,,1.032,0.108,,13.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,21:36:25 04-May-2017,,B,-64.7201,-62.2364,CRC,0,0,,477,3.440,1.032,0.116,-1.10,14.5,0.0,0,,,,,,,,,,,94,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,21:37:09 04-May-2017,21:37:16 04-May-2017,7,B,-64.7201,-62.2364,CRC,0,0,,,,1.032,0.116,,14.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,21:39:38 04-May-2017,,B,-64.7202,-62.2366,,0,0,,481,3.440,1.024,0.140,-1.40,24.0,1600.0,3,,,,,,,,,,,,42,121,136,27230,,,,,,,,,
166124,166124,,Mk10,,23:08:13 04-May-2017,23:08:20 04-May-2017,7,A,-64.7177,-62.3100,CRC,0,0,,,,1.032,0.100,,15.0,0.0,0,,,,,,,,,,,209,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,23:08:54 04-May-2017,,A,-64.7177,-62.3100,CRC,0,0,,525,3.440,1.032,0.104,-1.40,12.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,23:09:20 04-May-2017,23:09:27 04-May-2017,7,A,-64.7177,-62.3100,CRC,0,0,,,,1.032,0.108,,12.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,23:13:28 04-May-2017,,2,-64.7111,-62.2499,CRC,0,0,,527,3.440,1.032,0.100,-1.30,11.0,0.0,0,,,,,,,,,,,215,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,23:13:55 04-May-2017,23:14:02 04-May-2017,7,2,-64.7111,-62.2499,CRC,0,0,,,,1.032,0.120,,11.5,0.0,0,,,,,,,,,,,106,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,23:17:13 04-May-2017,,2,-64.7111,-62.2499,CRC,0,0,,531,3.440,1.024,0.112,-1.00,12.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,23:20:00 04-May-2017,23:20:07 04-May-2017,7,A,-64.7095,-62.2612,CRC,0,0,,,,1.032,0.112,,13.5,0.0,0,,,,,,,,,,,164,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,,23:21:44 04-May-2017,,2,-64.7111,-62.2499,CRC,0,0,,533,3.440,1.024,0.124,-1.00,14.0,0.0,0,,,,,,,,,,,255,42,42,94,,,,,,,,,,
166124,166124,,Mk10,,06:08:06 05-May-2017,06:08:13 05-May-2017,7,B,-64.7130,-62.2197,CRC,0,0,,,,1.024,0.112,,4.0,388.0,0,,,,,,,,,,,255,41,255,94,272,,,,,,,,,
166124,166124,,Mk10,,,10:58:04 05-May-2017,,B,-64.6987,-62.1264,CRC,0,0,,763,3.376,1.016,0.104,-1.20,4.5,388.0,0,,,,,,,,,,,255,41,255,94,272,,,,,,,,,
166124,166124,,Mk10,,,00:41:08 06-May-2017,,A,-64.7069,-62.2086,CRC,0,0,,1083,3.376,1.024,0.128,-1.10,2.5,422.0,0,,,,,,,,,,,205,50,255,94,272,,,,,,,,,
166124,166124,,Mk10,,04:13:44 06-May-2017,04:13:51 06-May-2017,7,B,-64.7068,-62.1727,CRC,0,0,,,,1.024,0.116,,2.0,422.0,0,,,,,,,,,,,255,50,255,106,272,,,,,,,,,
166124,166124,,Mk10,,,18:50:32 06-May-2017,,A,-64.7230,-62.2600,CRC,0,0,,1531,3.376,1.024,0.124,-1.60,2.5,422.0,0,,,,,,,,,,,255,50,255,106,272,,,,,,,,,
166124,166124,,Mk10,,05:22:06 07-May-2017,05:22:13 07-May-2017,7,A,-64.7149,-62.2567,CRC,0,0,,,,1.040,0.048,,1.5,420.0,0,,,,,,,,,,,238,57,255,135,272,,,,,,,,,
166124,166124,,Mk10,,,10:23:16 07-May-2017,,2,-64.7148,-62.2166,CRC,0,0,,1851,3.440,1.024,0.132,-1.40,2.0,420.0,0,,,,,,,,,,,169,57,255,135,272,,,,,,,,,
