DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
166124,166124,Mk10,Strong,04-May-2017,19:52:32,04-May-2017,19:52:39
166124,166124,Mk10,Strong,14-May-2017,10:50:30,14-May-2017,10:50:36
