DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
166124,166124,Mk10,19:52:38 04-May-2017,Argos,B,-64.7216,-62.2387,,,,,,,,,,
166124,166124,Mk10,19:54:12 04-May-2017,Argos,2,-64.7218,-62.2373,405,878,186,124,,,,,,
166124,166124,Mk10,21:25:09 04-May-2017,Argos,0,-64.7053,-62.2170,2199,34674,139,72,,,,,,
166124,166124,Mk10,21:36:50 04-May-2017,Argos,B,-64.7201,-62.2364,1671,10106,276,88,,,,,,
166124,166124,Mk10,21:39:37 04-May-2017,Argos,B,-64.7202,-62.2366,1655,7754,353,88,,,,,,
166124,166124,Mk10,23:08:53 04-May-2017,Argos,A,-64.7177,-62.3100,2089,3428,1272,161,,,,,,
166124,166124,Mk10,23:15:08 04-May-2017,Argos,2,-64.7111,-62.2499,269,445,162,105,,,,,,
166124,166124,Mk10,23:15:42 04-May-2017,Argos,A,-64.7062,-62.2662,682,1690,275,96,,,,,,
166124,166124,Mk10,23:19:41 04-May-2017,Argos,A,-64.7095,-62.2612,1122,14525,86,82,,,,,,
166124,166124,Mk10,00:44:12 05-May-2017,Argos,B,-64.6968,-62.2557,11818,26242,5322,91,,,,,,
166124,166124,Mk10,00:56:13 05-May-2017,Argos,2,-64.7092,-62.2613,388,2528,59,76,,,,,,
166124,166124,Mk10,01:02:38 05-May-2017,Argos,B,-64.7098,-62.2670,854,1571,464,147,,,,,,
166124,166124,Mk10,01:13:42 05-May-2017,Argos,A,-64.7013,-62.2464,761,5826,99,108,,,,,,
166124,166124,Mk10,02:24:53 05-May-2017,Argos,B,-64.7220,-62.1777,2153,6977,664,68,,,,,,
166124,166124,Mk10,02:36:48 05-May-2017,Argos,A,-64.7378,-62.2302,843,1405,505,130,,,,,,
166124,166124,Mk10,02:40:27 05-May-2017,Argos,B,-64.7386,-62.2296,798,1207,527,112,,,,,,
166124,166124,Mk10,02:57:02 05-May-2017,Argos,B,-64.7381,-62.2316,1116,2047,608,95,,,,,,
166124,166124,Mk10,04:05:12 05-May-2017,Argos,A,-64.7140,-62.2374,563,3065,103,73,,,,,,
166124,166124,Mk10,04:32:00 05-May-2017,Argos,B,-64.7121,-62.2394,909,2564,322,81,,,,,,
166124,166124,Mk10,05:46:43 05-May-2017,Argos,1,-64.7147,-62.2087,918,16418,51,100,,,,,,
166124,166124,Mk10,06:08:29 05-May-2017,Argos,B,-64.7130,-62.2197,1753,3887,790,89,,,,,,
166124,166124,Mk10,07:01:47 05-May-2017,Argos,B,-64.7104,-62.2048,3002,6857,1314,90,,,,,,
166124,166124,Mk10,07:24:43 05-May-2017,Argos,A,-64.6928,-62.2031,297,1015,87,53,,,,,,
166124,166124,Mk10,07:37:13 05-May-2017,Argos,B,-64.6927,-62.2034,566,1182,271,83,,,,,,
166124,166124,Mk10,07:37:38 05-May-2017,Argos,B,-64.6982,-62.2135,423,1192,150,106,,,,,,
166124,166124,Mk10,07:48:47 05-May-2017,Argos,B,-64.6917,-62.1969,726,1547,341,86,,,,,,
166124,166124,Mk10,09:08:52 05-May-2017,Argos,B,-64.6821,-62.1701,1024,7949,131,103,,,,,,
166124,166124,Mk10,09:10:15 05-May-2017,Argos,B,-64.6973,-62.1958,1052,26752,41,98,,,,,,
166124,166124,Mk10,09:29:44 05-May-2017,Argos,A,-64.6930,-62.2030,666,4768,92,110,,,,,,
166124,166124,Mk10,09:30:45 05-May-2017,Argos,A,-64.6986,-62.1487,1334,16462,108,84,,,,,,
166124,166124,Mk10,10:58:03 05-May-2017,Argos,B,-64.6987,-62.1264,4371,12402,1540,87,,,,,,
166124,166124,Mk10,10:58:03 05-May-2017,Argos,B,-64.7003,-62.1372,3258,9950,1066,86,,,,,,
166124,166124,Mk10,11:06:52 05-May-2017,Argos,B,-64.6986,-62.2469,989,5205,187,35,,,,,,
166124,166124,Mk10,11:14:23 05-May-2017,Argos,1,-64.7014,-62.2278,1379,7045,269,82,,,,,,
166124,166124,Mk10,12:00:46 05-May-2017,Argos,B,-64.7038,-62.2188,3981,11132,1423,92,,,,,,
166124,166124,Mk10,12:44:16 05-May-2017,Argos,B,-64.7042,-62.2143,4695,12585,1751,91,,,,,,
166124,166124,Mk10,12:54:44 05-May-2017,Argos,A,-64.7189,-62.2287,705,10049,49,73,,,,,,
166124,166124,Mk10,14:26:40 05-May-2017,Argos,B,-64.7210,-62.2082,1685,4511,629,89,,,,,,
166124,166124,Mk10,16:07:11 05-May-2017,Argos,B,-64.7167,-62.2270,1821,4018,825,88,,,,,,
166124,166124,Mk10,17:46:45 05-May-2017,Argos,B,-64.7244,-62.2038,2237,4776,1047,91,,,,,,
166124,166124,Mk10,19:24:06 05-May-2017,Argos,2,-64.7055,-62.2417,483,1232,189,94,,,,,,
166124,166124,Mk10,19:39:12 05-May-2017,Argos,B,-64.7199,-62.1849,2549,6015,1080,94,,,,,,
166124,166124,Mk10,21:03:12 05-May-2017,Argos,1,-64.6968,-62.2728,1049,10553,104,99,,,,,,
166124,166124,Mk10,21:17:34 05-May-2017,Argos,B,-64.7072,-62.2465,1242,10162,151,71,,,,,,
166124,166124,Mk10,22:55:55 05-May-2017,Argos,B,-64.7108,-62.2477,1002,15511,64,81,,,,,,
166124,166124,Mk10,22:55:55 05-May-2017,Argos,B,-64.7036,-62.2039,1023,9531,109,83,,,,,,
166124,166124,Mk10,00:35:05 06-May-2017,Argos,A,-64.7050,-62.2140,383,2104,69,89,,,,,,
166124,166124,Mk10,00:36:25 06-May-2017,Argos,2,-64.7017,-62.2086,490,1905,126,75,,,,,,
166124,166124,Mk10,00:41:51 06-May-2017,Argos,A,-64.7069,-62.2086,417,2308,75,75,,,,,,
166124,166124,Mk10,00:49:20 06-May-2017,Argos,A,-64.7073,-62.2091,498,2636,94,84,,,,,,
166124,166124,Mk10,02:15:20 06-May-2017,Argos,B,-64.7064,-62.2197,1238,2712,564,85,,,,,,
166124,166124,Mk10,02:25:20 06-May-2017,Argos,A,-64.7312,-62.2128,224,296,168,19,,,,,,
166124,166124,Mk10,02:28:52 06-May-2017,Argos,2,-64.7143,-62.2247,430,1339,138,76,,,,,,
166124,166124,Mk10,03:25:33 06-May-2017,Argos,A,-64.7128,-62.2345,381,5632,25,80,,,,,,
166124,166124,Mk10,03:53:32 06-May-2017,Argos,1,-64.7372,-62.1810,713,3024,168,67,,,,,,
166124,166124,Mk10,03:54:43 06-May-2017,Argos,B,-64.7355,-62.1814,588,1862,185,71,,,,,,
166124,166124,Mk10,04:10:57 06-May-2017,Argos,B,-64.7068,-62.1727,650,11961,35,88,,,,,,
166124,166124,Mk10,05:33:04 06-May-2017,Argos,0,-64.7078,-62.2191,1792,12737,252,100,,,,,,
166124,166124,Mk10,05:33:50 06-May-2017,Argos,3,-64.7068,-62.2035,194,1192,31,100,,,,,,
166124,166124,Mk10,05:39:43 06-May-2017,Argos,B,-64.7070,-62.2048,539,1312,221,91,,,,,,
166124,166124,Mk10,05:51:02 06-May-2017,Argos,B,-64.7068,-62.2067,1250,7018,222,92,,,,,,
166124,166124,Mk10,07:07:48 06-May-2017,Argos,A,-64.7047,-62.1231,4273,42768,427,109,,,,,,
166124,166124,Mk10,07:18:30 06-May-2017,Argos,B,-64.7087,-62.2237,1315,3288,525,88,,,,,,
166124,166124,Mk10,07:30:34 06-May-2017,Argos,B,-64.7095,-62.2193,956,3339,273,96,,,,,,
166124,166124,Mk10,08:51:47 06-May-2017,Argos,A,-64.6957,-62.2104,825,34568,19,96,,,,,,
166124,166124,Mk10,09:06:18 06-May-2017,Argos,B,-64.6935,-62.2881,573,2628,124,114,,,,,,
166124,166124,Mk10,09:06:46 06-May-2017,Argos,0,-64.7189,-62.2524,2403,3058,1887,48,,,,,,
166124,166124,Mk10,10:30:14 06-May-2017,Argos,1,-64.6914,-62.2565,1047,2654,412,81,,,,,,
166124,166124,Mk10,10:43:26 06-May-2017,Argos,B,-64.6926,-62.2663,2210,12178,400,125,,,,,,
166124,166124,Mk10,10:43:51 06-May-2017,Argos,2,-64.7081,-62.2141,313,2623,37,104,,,,,,
166124,166124,Mk10,10:43:51 06-May-2017,Argos,2,-64.6987,-62.2467,266,1441,49,91,,,,,,
166124,166124,Mk10,11:43:33 06-May-2017,Argos,1,-64.7003,-62.2483,1171,21156,64,102,,,,,,
166124,166124,Mk10,12:11:12 06-May-2017,Argos,B,-64.7019,-62.2473,2240,5969,840,92,,,,,,
166124,166124,Mk10,12:20:30 06-May-2017,Argos,B,-64.7276,-62.2636,1685,33239,85,96,,,,,,
166124,166124,Mk10,12:23:34 06-May-2017,Argos,B,-64.7274,-62.2644,1571,12545,196,96,,,,,,
166124,166124,Mk10,12:26:47 06-May-2017,Argos,B,-64.7458,-62.2138,1613,9871,263,86,,,,,,
166124,166124,Mk10,17:15:26 06-May-2017,Argos,B,-64.7575,-62.2644,6560,12856,3347,95,,,,,,
166124,166124,Mk10,18:51:42 06-May-2017,Argos,A,-64.7230,-62.2600,841,5039,140,130,,,,,,
166124,166124,Mk10,19:27:02 06-May-2017,Argos,1,-64.7207,-62.2047,1150,16529,80,90,,,,,,
166124,166124,Mk10,20:32:50 06-May-2017,Argos,1,-64.7145,-62.3203,750,5958,94,87,,,,,,
166124,166124,Mk10,20:59:35 06-May-2017,Argos,B,-64.7123,-62.3262,1398,3679,531,89,,,,,,
166124,166124,Mk10,22:10:41 06-May-2017,Argos,A,-64.7306,-62.2572,330,1434,75,52,,,,,,
166124,166124,Mk10,22:41:40 06-May-2017,Argos,B,-64.7310,-62.2542,837,1808,387,86,,,,,,
166124,166124,Mk10,00:09:06 07-May-2017,Argos,B,-64.7312,-62.2474,1510,3457,659,88,,,,,,
166124,166124,Mk10,00:22:30 07-May-2017,Argos,B,-64.7312,-62.2618,1541,3245,731,89,,,,,,
166124,166124,Mk10,00:29:19 07-May-2017,Argos,B,-64.7304,-62.2522,1398,3126,625,100,,,,,,
166124,166124,Mk10,01:46:39 07-May-2017,Argos,B,-64.7307,-62.2438,1762,4154,747,99,,,,,,
166124,166124,Mk10,02:06:18 07-May-2017,Argos,B,-64.7320,-62.2679,1577,3002,828,125,,,,,,
166124,166124,Mk10,02:06:36 07-May-2017,Argos,B,-64.7345,-62.2634,1533,2768,848,126,,,,,,
166124,166124,Mk10,03:39:29 07-May-2017,Argos,B,-64.7268,-62.2605,1813,3835,856,101,,,,,,
166124,166124,Mk10,03:51:16 07-May-2017,Argos,B,-64.7235,-62.2690,1002,20683,48,90,,,,,,
166124,166124,Mk10,03:51:51 07-May-2017,Argos,B,-64.7243,-62.2642,1567,3273,749,89,,,,,,
166124,166124,Mk10,05:23:44 07-May-2017,Argos,A,-64.7149,-62.2567,259,2836,23,98,,,,,,
166124,166124,Mk10,05:34:45 07-May-2017,Argos,B,-64.7145,-62.2566,522,1436,189,93,,,,,,
166124,166124,Mk10,06:45:48 07-May-2017,Argos,3,-64.7046,-62.2345,160,541,47,92,,,,,,
166124,166124,Mk10,06:45:48 07-May-2017,Argos,3,-64.7046,-62.2345,160,541,47,92,,,,,,
166124,166124,Mk10,06:58:25 07-May-2017,Argos,B,-64.7113,-62.2520,1350,3227,565,90,,,,,,
166124,166124,Mk10,08:27:33 07-May-2017,Argos,0,-64.7555,-62.1998,2510,8813,714,67,,,,,,
166124,166124,Mk10,08:30:24 07-May-2017,Argos,A,-64.7149,-62.1572,2042,2697,1545,17,,,,,,
166124,166124,Mk10,08:43:12 07-May-2017,Argos,B,-64.7140,-62.1570,1731,2499,1199,87,,,,,,
166124,166124,Mk10,08:51:32 07-May-2017,Argos,B,-64.7152,-62.1607,1307,1980,862,90,,,,,,
166124,166124,Mk10,10:01:26 07-May-2017,Argos,B,-64.7199,-62.1336,1592,3236,783,92,,,,,,
166124,166124,Mk10,10:11:44 07-May-2017,Argos,A,-64.7267,-62.1765,528,5016,55,103,,,,,,
166124,166124,Mk10,10:25:37 07-May-2017,Argos,2,-64.7148,-62.2166,251,318,197,55,,,,,,
166124,166124,Mk10,10:30:51 07-May-2017,Argos,2,-64.7147,-62.2392,379,1738,82,93,,,,,,
166124,166124,Mk10,11:50:05 07-May-2017,Argos,B,-64.7396,-62.2604,3163,45297,220,87,,,,,,
166124,166124,Mk10,12:09:53 07-May-2017,Argos,B,-64.7412,-62.2608,3628,16815,782,87,,,,,,
166124,166124,Mk10,12:11:05 07-May-2017,Argos,B,-64.7147,-62.3764,3275,19626,546,81,,,,,,
166124,166124,Mk10,12:57:57 07-May-2017,Argos,A,-64.7201,-62.2389,448,2541,79,93,,,,,,
166124,166124,Mk10,13:24:41 07-May-2017,Argos,B,-64.7228,-62.2133,968,2285,409,90,,,,,,
166124,166124,Mk10,13:43:06 07-May-2017,Argos,B,-64.7201,-62.2322,695,10136,47,66,,,,,,
166124,166124,Mk10,19:11:01 07-May-2017,Argos,A,-64.7193,-62.2444,290,558,150,25,,,,,,
166124,166124,Mk10,20:02:23 07-May-2017,Argos,A,-64.7355,-62.1371,185,1405,24,99,,,,,,
166124,166124,Mk10,21:41:08 07-May-2017,Argos,2,-64.7257,-62.2418,313,1103,88,91,,,,,,
166124,166124,Mk10,22:33:33 07-May-2017,Argos,2,-64.7283,-62.2586,352,443,280,12,,,,,,
166124,166124,Mk10,23:21:36 07-May-2017,Argos,B,-64.7324,-62.2849,1175,2194,629,98,,,,,,
166124,166124,Mk10,23:48:24 07-May-2017,Argos,B,-64.7235,-62.2948,1192,12619,112,78,,,,,,
166124,166124,Mk10,00:11:59 08-May-2017,Argos,B,-64.7351,-62.2831,1491,3640,610,90,,,,,,
166124,166124,Mk10,00:13:00 08-May-2017,Argos,B,-64.7397,-62.2775,1498,3037,738,86,,,,,,
166124,166124,Mk10,00:23:39 08-May-2017,Argos,B,-64.7363,-62.2736,1242,2453,629,89,,,,,,
166124,166124,Mk10,01:05:57 08-May-2017,Argos,B,-64.7343,-62.2400,1700,4517,639,90,,,,,,
166124,166124,Mk10,01:25:24 08-May-2017,Argos,1,-64.7081,-62.2311,625,2829,138,85,,,,,,
166124,166124,Mk10,01:49:49 08-May-2017,Argos,2,-64.7143,-62.2359,307,945,99,81,,,,,,
166124,166124,Mk10,01:52:51 08-May-2017,Argos,B,-64.7099,-62.2230,3849,8788,1685,89,,,,,,
166124,166124,Mk10,02:01:33 08-May-2017,Argos,A,-64.7182,-62.2447,240,1293,44,97,,,,,,
166124,166124,Mk10,02:45:08 08-May-2017,Argos,B,-64.7144,-62.2405,836,2515,278,87,,,,,,
166124,166124,Mk10,03:01:57 08-May-2017,Argos,B,-64.7105,-62.2398,972,3068,307,89,,,,,,
166124,166124,Mk10,03:25:49 08-May-2017,Argos,2,-64.6987,-62.2343,256,1947,33,79,,,,,,
166124,166124,Mk10,03:31:53 08-May-2017,Argos,2,-64.6993,-62.2270,432,706,264,97,,,,,,
166124,166124,Mk10,03:38:06 08-May-2017,Argos,B,-64.7022,-62.2149,888,1806,436,74,,,,,,
166124,166124,Mk10,04:24:29 08-May-2017,Argos,B,-64.6931,-62.2201,2955,6788,1286,85,,,,,,
166124,166124,Mk10,04:41:22 08-May-2017,Argos,B,-64.6900,-62.2108,2198,5133,940,68,,,,,,
166124,166124,Mk10,05:10:24 08-May-2017,Argos,1,-64.6656,-62.2053,1167,6247,218,102,,,,,,
166124,166124,Mk10,05:11:57 08-May-2017,Argos,3,-64.6631,-62.2044,225,1403,36,98,,,,,,
166124,166124,Mk10,06:19:25 08-May-2017,Argos,B,-64.6444,-62.2406,1603,2331,1102,134,,,,,,
166124,166124,Mk10,06:49:10 08-May-2017,Argos,B,-64.6276,-62.2427,1096,29354,40,97,,,,,,
166124,166124,Mk10,06:49:10 08-May-2017,Argos,B,-64.6262,-62.1928,1627,21134,125,94,,,,,,
166124,166124,Mk10,06:59:28 08-May-2017,Argos,B,-64.6275,-62.2435,885,4621,169,96,,,,,,
166124,166124,Mk10,07:58:52 08-May-2017,Argos,B,-64.6072,-62.2361,1431,4462,458,94,,,,,,
