DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
166122,166122,Mk10,Strong,06-May-2017,07:10:20,06-May-2017,07:10:28
166122,166122,Mk10,Strong,14-May-2017,11:20:47,14-May-2017,11:20:55
