"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",166122,13440,,,,,,,0,SR,,401650000,05/04/2017 15:00:48,1,1,0,-138,401650000,,,,,,,,,,,,6,5,72,240,40,124,137,48,232,85,208,11,64,81,73,73,204,0,2,127,192,0,0,,,,,,,,,
"",166122,13440,,,,,,,270,SR,,401650000,05/04/2017 18:15:48,1,2,0,-131,401650000,,,,,,,,,,,,42,85,133,72,211,0,111,131,24,192,0,,,,,,,,,,,,,,,,,,,,,
"",166122,13440,,,,,,,270,SR,,401650000,05/04/2017 18:20:18,1,2,0,-131,401650000,,,,,,,,,,,,31,182,37,72,215,0,0,0,234,31,21,130,0,0,0,,,,,,,,,,,,,,,,,
"",166122,13440,,,,,,,270,SR,,401650000,05/04/2017 19:53:18,1,2,0,-129,401650000,,,,,,,,,,,,31,182,37,72,215,0,0,0,234,31,21,130,0,0,0,,,,,,,,,,,,,,,,,
"",166122,13440,,,,,,,270,SR,,401650000,05/04/2017 19:57:48,1,2,0,-129,401650000,,,,,,,,,,,,42,85,133,72,211,0,111,131,24,192,0,,,,,,,,,,,,,,,,,,,,,
"",166122,13440,,,,,,,0,NP,,401650000,05/04/2017 21:27:48,1,1,0,-130,401650000,,,,,,,,,,,,42,85,133,72,211,0,111,131,24,192,0,,,,,,,,,,,,,,,,,,,,,
"",166122,13440,,,,,,,450,SR,,401650000,05/04/2017 21:27:48,1,2,0,-127,401650000,,,,,,,,,,,,42,115,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",166122,13440,,,,,,,450,SR,,401650000,05/04/2017 21:35:18,1,2,0,-127,401650000,,,,,,,,,,,,31,182,37,72,215,0,0,0,234,31,21,130,0,0,0,,,,,,,,,,,,,,,,,
"",166122,13440,,,,,,,0,SR,,401650000,05/04/2017 23:14:18,1,1,0,-133,401650000,,,,,,,,,,,,31,182,37,72,215,0,0,0,234,31,21,130,0,0,0,,,,,,,,,,,,,,,,,
"",166122,13440,,,,,,,0,NK,,401650000,05/04/2017 23:24:48,1,1,0,-137,401650000,,,,,,,,,,,,31,182,37,72,215,0,32,0,234,31,21,130,0,0,0,,,,,,,,,,,,,,,,,
