DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
166122,166122,Mk10,DS,1,0,1,,,15:00:48 04-May-2017,SR,,,,,,,,401650000,-138
166122,166122,Mk10,DS,2,0,0,270,270,18:20:18 04-May-2017,SR,,,,,,,,401650000,-131
166122,166122,Mk10,DS,2,0,0,270,270,19:57:48 04-May-2017,SR,,,,,,,,401650000,-129
166122,166122,Mk10,DS,1,0,0,,,21:27:48 04-May-2017,NP,,,,,,,,401650000,-130
166122,166122,Mk10,DS,2,0,1,450,450,21:35:18 04-May-2017,SR,,,,,,,,401650000,-127
166122,166122,Mk10,DS,1,0,0,,,23:14:18 04-May-2017,SR,,,,,,,,401650000,-133
166122,166122,Mk10,DS,1,0,1,,,23:24:48 04-May-2017,NK,,,,,,,,401650000,-137
166122,166122,Mk10,DS,2,0,0,30,30,00:47:48 05-May-2017,NP,,,,,,,,401650000,-138
166122,166122,Mk10,DS,1,0,0,,,00:51:18 05-May-2017,NN,,,,,,,,401650000,-135
166122,166122,Mk10,DS,2,0,1,90,90,01:02:48 05-May-2017,NK,,,,,,,,401650000,-125
166122,166122,Mk10,DS,1,0,0,,,01:13:48 05-May-2017,MA,,,,,,,,401650000,-127
166122,166122,Mk10,DS,2,0,1,169,169,02:24:30 05-May-2017,NP,,,,,,,,401650000,-139
166122,166122,Mk10,DS,2,0,0,270,270,02:34:48 05-May-2017,NN,,,,,,,,401650000,-135
166122,166122,Mk10,DS,4,0,2,45,30,02:38:59 05-May-2017,NK,1,-64.6596,-62.0993,-64.6596,-62.0993,58,,401677374,-135
166122,166122,Mk10,DS,7,1,1,,,04:02:55 05-May-2017,NP,1,-64.6395,-62.1216,-64.6395,-62.1216,40,,401677383,-126
