Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
13440,166123,23,NP,3,3,04-May-2017,19:44:02,-64.6979,-62.2748,,401677228,-123,50,0,04-May-2017,19:41:51,-64.6979,-62.2748,310,215,2740,16,82,,,4,5,73,58,104,113,111,49,119,213,144,5,0,80,144,145,136,0,2,127,192,0,0,,,,,,,,,
13440,166123,23,NP,3,3,04-May-2017,19:44:02,-64.6979,-62.2748,,401677228,-123,50,0,04-May-2017,19:42:21,-64.6979,-62.2748,310,215,2740,16,82,,,4,171,13,58,138,3,28,49,119,213,144,5,0,80,144,145,132,0,3,107,159,127,192,,,,,,,,,
13440,166123,23,NP,3,3,04-May-2017,19:44:02,-64.6979,-62.2748,,401677228,-123,50,0,04-May-2017,19:43:04,-64.6979,-62.2748,310,215,2740,16,82,,,4,5,73,58,180,186,164,49,103,213,208,5,0,80,144,129,132,0,2,115,128,0,0,,,,,,,,,
13440,166123,23,NP,3,3,04-May-2017,19:44:02,-64.6979,-62.2748,,401677228,-123,50,0,04-May-2017,19:45:52,-64.6979,-62.2748,310,215,2740,16,82,,,4,5,73,59,105,5,233,49,215,197,32,5,0,80,144,145,128,0,2,127,192,0,0,,,,,,,,,
13440,166123,23,NP,3,3,04-May-2017,19:44:02,-64.6979,-62.2748,,401677228,-123,50,0,04-May-2017,19:47:01,-64.6979,-62.2748,310,215,2740,16,82,,,4,5,73,59,178,200,237,49,103,229,192,5,39,219,162,91,200,0,182,238,31,242,230,,,,,,,,,
13440,166123,23,SR,0,4,04-May-2017,19:55:04,-64.6989,-62.2434,,401677227,-121,46,0,04-May-2017,19:51:32,-64.6989,-62.2434,447,1643,8006,337,104,,,4,171,9,60,213,3,34,49,103,213,160,5,0,80,144,145,136,0,3,0,57,127,192,,,,,,,,,
13440,166123,23,SR,0,4,04-May-2017,19:55:04,-64.6989,-62.2434,,401677227,-121,46,0,04-May-2017,19:54:24,-64.6989,-62.2434,447,1643,8006,337,104,,,4,5,73,61,141,104,16,49,135,213,160,5,0,80,144,145,136,0,2,127,192,0,0,,,,,,,,,
13440,166123,23,SR,0,4,04-May-2017,19:55:04,-64.6989,-62.2434,,401677227,-121,46,0,04-May-2017,19:54:55,-64.6989,-62.2434,447,1643,8006,337,104,,,4,171,5,61,172,3,36,49,135,229,128,5,0,80,144,145,132,0,3,242,207,121,64,,,,,,,,,
13440,166123,23,SR,0,4,04-May-2017,19:55:04,-64.6989,-62.2434,,401677227,-121,46,0,04-May-2017,19:55:31,-64.6989,-62.2434,447,1643,8006,337,104,,,4,5,73,61,212,140,114,49,119,213,144,5,0,80,144,145,148,0,2,127,192,0,0,,,,,,,,,
13440,166123,23,SR,0,4,04-May-2017,19:55:04,-64.6989,-62.2434,,401677227,-121,46,0,04-May-2017,19:58:59,-64.6989,-62.2434,447,1643,8006,337,104,,,4,171,3,62,176,3,38,49,103,213,176,5,0,80,144,145,136,0,3,77,196,125,128,,,,,,,,,
13440,166123,23,NP,0,5,04-May-2017,21:25:50,-64.6885,-62.4156,,401677230,-122,48,0,04-May-2017,21:21:31,-64.6885,-62.4156,382,3356,31655,355,74,,,4,5,73,85,84,59,180,50,23,212,64,5,0,80,144,145,140,0,2,127,192,0,0,,,,,,,,,
13440,166123,23,NP,0,5,04-May-2017,21:25:50,-64.6885,-62.4156,,401677230,-122,48,0,04-May-2017,21:26:40,-64.6885,-62.4156,382,3356,31655,355,74,,,4,163,5,86,156,3,70,49,135,213,80,5,0,80,144,145,140,0,3,173,43,123,128,,,,,,,,,
13440,166123,23,NP,0,5,04-May-2017,21:25:50,-64.6885,-62.4156,,401677230,-122,48,0,04-May-2017,21:27:16,-64.6885,-62.4156,382,3356,31655,355,74,,,4,5,73,86,196,96,13,49,135,229,144,5,0,80,144,145,128,0,2,119,64,0,0,,,,,,,,,
13440,166123,23,NP,0,5,04-May-2017,21:25:50,-64.6885,-62.4156,,401677230,-122,48,0,04-May-2017,21:27:53,-64.6885,-62.4156,382,3356,31655,355,74,,,4,163,5,86,234,3,72,49,151,213,112,5,0,80,144,145,172,0,3,67,223,107,0,,,,,,,,,
13440,166123,23,SR,B,6,04-May-2017,21:33:17,-64.6369,-62.3975,,401677230,-127,6,0,04-May-2017,21:32:53,-64.6369,-62.3975,50,3587,26310,489,89,,,4,5,73,88,41,85,91,49,135,181,112,5,0,80,144,145,136,0,2,116,0,0,0,,,,,,,,,
13440,166123,23,SR,B,6,04-May-2017,21:33:17,-64.6369,-62.3975,,401677230,-127,6,0,04-May-2017,21:33:43,-64.6369,-62.3975,50,3587,26310,489,89,,,4,163,7,88,95,3,74,49,151,229,144,5,0,80,144,145,132,0,3,11,116,121,0,,,,,,,,,
13440,166123,23,NN,B,7,04-May-2017,21:33:17,-64.6366,-62.3571,,401677240,-137,,0,04-May-2017,21:32:53,-64.6366,-62.3571,50,3512,23038,535,89,,,4,5,73,88,41,85,91,49,135,181,112,5,0,80,144,145,136,0,2,116,0,0,0,,,,,,,,,
13440,166123,23,NN,B,7,04-May-2017,21:33:17,-64.6366,-62.3571,,401677240,-137,,0,04-May-2017,21:33:43,-64.6366,-62.3571,50,3512,23038,535,89,,,4,163,7,88,95,3,74,49,151,229,144,5,0,80,144,145,132,0,3,11,116,121,0,,,,,,,,,
