DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
166123,166123,Mk10,Strong,04-May-2017,19:41:40,04-May-2017,19:41:51
166123,166123,Mk10,Strong,14-May-2017,08:45:41,14-May-2017,08:45:52
