"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",166123,13440,-64.69793,-62.27485,3,05/04/2017 19:44:02,Argos,0,310,NP,,401677228.62,05/04/2017 19:41:51,1,5,0,-123,401677228.62,-62.27485,-64.69793,-62.27485,-64.69793,50,3,215,2740,16,82,526,4,5,73,58,104,113,111,49,119,213,144,5,0,80,144,145,136,0,2,127,192,0,0,,,,,,,,,
"",166123,13440,-64.69793,-62.27485,3,05/04/2017 19:44:02,Argos,0,310,NP,,401677228.62,05/04/2017 19:42:21,1,5,0,-123,401677228.62,-62.27485,-64.69793,-62.27485,-64.69793,50,3,215,2740,16,82,526,4,171,13,58,138,3,28,49,119,213,144,5,0,80,144,145,132,0,3,107,159,127,192,,,,,,,,,
"",166123,13440,-64.69793,-62.27485,3,05/04/2017 19:44:02,Argos,0,310,NP,,401677228.62,05/04/2017 19:43:04,1,5,0,-123,401677228.62,-62.27485,-64.69793,-62.27485,-64.69793,50,3,215,2740,16,82,526,4,5,73,58,180,186,164,49,103,213,208,5,0,80,144,129,132,0,2,115,128,0,0,,,,,,,,,
"",166123,13440,-64.69793,-62.27485,3,05/04/2017 19:44:02,Argos,0,310,NP,,401677228.62,05/04/2017 19:45:52,1,5,0,-123,401677228.62,-62.27485,-64.69793,-62.27485,-64.69793,50,3,215,2740,16,82,526,4,5,73,59,105,5,233,49,215,197,32,5,0,80,144,145,128,0,2,127,192,0,0,,,,,,,,,
"",166123,13440,-64.69793,-62.27485,3,05/04/2017 19:44:02,Argos,0,310,NP,,401677228.62,05/04/2017 19:47:01,1,5,0,-123,401677228.62,-62.27485,-64.69793,-62.27485,-64.69793,50,3,215,2740,16,82,526,4,5,73,59,178,200,237,49,103,229,192,5,39,219,162,91,200,0,182,238,31,242,230,,,,,,,,,
"",166123,13440,-64.69894,-62.2434,0,05/04/2017 19:55:04,Argos,0,447,SR,,401677227.15,05/04/2017 19:51:32,1,5,0,-121,401677227.15,-62.2434,-64.69894,-62.2434,-64.69894,46,3,1643,8006,337,104,255,4,171,9,60,213,3,34,49,103,213,160,5,0,80,144,145,136,0,3,0,57,127,192,,,,,,,,,
"",166123,13440,-64.69894,-62.2434,0,05/04/2017 19:55:04,Argos,0,447,SR,,401677227.15,05/04/2017 19:54:24,1,5,0,-121,401677227.15,-62.2434,-64.69894,-62.2434,-64.69894,46,3,1643,8006,337,104,255,4,5,73,61,141,104,16,49,135,213,160,5,0,80,144,145,136,0,2,127,192,0,0,,,,,,,,,
"",166123,13440,-64.69894,-62.2434,0,05/04/2017 19:55:04,Argos,0,447,SR,,401677227.15,05/04/2017 19:54:55,1,5,0,-121,401677227.15,-62.2434,-64.69894,-62.2434,-64.69894,46,3,1643,8006,337,104,255,4,171,5,61,172,3,36,49,135,229,128,5,0,80,144,145,132,0,3,242,207,121,64,,,,,,,,,
"",166123,13440,-64.69894,-62.2434,0,05/04/2017 19:55:04,Argos,0,447,SR,,401677227.15,05/04/2017 19:55:31,1,5,0,-121,401677227.15,-62.2434,-64.69894,-62.2434,-64.69894,46,3,1643,8006,337,104,255,4,5,73,61,212,140,114,49,119,213,144,5,0,80,144,145,148,0,2,127,192,0,0,,,,,,,,,
"",166123,13440,-64.69894,-62.2434,0,05/04/2017 19:55:04,Argos,0,447,SR,,401677227.15,05/04/2017 19:58:59,1,5,0,-121,401677227.15,-62.2434,-64.69894,-62.2434,-64.69894,46,3,1643,8006,337,104,255,4,171,3,62,176,3,38,49,103,213,176,5,0,80,144,145,136,0,3,77,196,125,128,,,,,,,,,
