DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"154187",154187,Mk10,DS,2,0,2,99,99,19:31:47 21-Mar-2016,R,,,,,,,,,,
"154187",154187,Mk10,DS,2,0,2,221,221,20:04:25 21-Mar-2016,K,,,,,,,,,,
"154187",154187,Mk10,DS,2,0,2,100,100,20:05:15 21-Mar-2016,N,B,-64.1120,-60.9840,,,8,,401677186,-135,
"154187",154187,Mk10,DS,1,0,1,,,20:26:09 21-Mar-2016,P,,,,,,,,,,
"154187",154187,Mk10,DS,3,0,1,81,49,21:06:58 21-Mar-2016,R,A,-64.1090,-60.9560,,,8,,401677182,-116,
"154187",154187,Mk10,DS,4,0,1,51,48,21:48:42 21-Mar-2016,K,0,-64.1140,-61.0540,,,58,,401677180,-127,
"154187",154187,Mk10,DS,7,2,3,,,21:50:30 21-Mar-2016,N,2,-64.1070,-61.0020,,,60,,401677183,-127,
"154187",154187,Mk10,DS,1,0,0,,,21:59:35 21-Mar-2016,P,B,-64.1070,-61.0030,,,6,,401677187,-129,
"154187",154187,Mk10,DS,4,0,0,212,48,22:47:54 21-Mar-2016,R,1,-64.1270,-60.9650,,,58,,401677185,-131,
"154187",154187,Mk10,DS,3,0,0,55,54,23:23:42 21-Mar-2016,K,A,-64.1320,-60.9660,,,8,,401677185,-125,
"154187",154187,Mk10,DS,2,0,0,57,57,23:24:09 21-Mar-2016,N,B,-64.1300,-60.9610,,,6,,401677186,-133,
"154187",154187,Mk10,DS,3,0,0,59,58,23:43:20 21-Mar-2016,P,A,-64.1190,-60.9450,,,6,,401677190,-130,
"154187",154187,Mk10,DS,3,0,1,49,48,00:38:01 22-Mar-2016,A,A,-64.1040,-60.9060,,,8,,401677191,-124,
"154187",154187,Mk10,DS,3,0,0,51,51,01:03:01 22-Mar-2016,K,A,-64.0990,-60.9920,,,6,,401677184,-123,
"154187",154187,Mk10,DS,2,0,1,53,53,01:15:30 22-Mar-2016,N,B,-64.0550,-60.9960,,,8,,401677181,-129,
"154187",154187,Mk10,DS,2,0,0,48,48,01:17:15 22-Mar-2016,P,B,-64.0680,-60.9430,,,6,,401677201,-128,
"154187",154187,Mk10,DS,4,0,0,179,50,02:12:45 22-Mar-2016,A,1,-64.0910,-60.9670,,,58,,401677186,-115,
"154187",154187,Mk10,DS,3,0,0,49,49,02:43:25 22-Mar-2016,K,A,-64.0850,-60.9780,,,8,,401677184,-125,
"154187",154187,Mk10,DS,2,0,0,48,48,02:49:19 22-Mar-2016,N,B,-64.0760,-60.9680,,,6,,401677183,-129,
"154187",154187,Mk10,DS,4,0,0,152,51,03:00:41 22-Mar-2016,P,2,-64.0960,-60.9370,,,56,,401677191,-124,
"154187",154187,Mk10,DS,3,0,1,212,51,03:08:56 22-Mar-2016,B,A,-64.0870,-60.9410,,,6,,401677188,-122,
"154187",154187,Mk10,DS,5,0,1,180,48,03:54:24 22-Mar-2016,A,1,-64.0880,-61.0320,,,58,,401677185,-121,
"154187",154187,Mk10,DS,2,0,0,51,51,04:23:55 22-Mar-2016,K,B,-64.0860,-61.0550,,,6,,401677171,-132,
"154187",154187,Mk10,DS,2,0,0,56,56,04:32:45 22-Mar-2016,N,B,-64.0980,-61.0020,,,6,,401677181,-130,
"154187",154187,Mk10,DS,3,0,0,51,50,04:42:54 22-Mar-2016,P,A,-64.0700,-61.0340,,,6,,401677185,-126,
"154187",154187,Mk10,DS,1,0,0,,,04:43:46 22-Mar-2016,B,B,-64.0860,-60.9940,,,6,,401677185,-130,
"154187",154187,Mk10,DS,4,0,0,64,51,05:35:05 22-Mar-2016,A,1,-64.0920,-60.9920,,,58,,401677178,-117,
"154187",154187,Mk10,DS,3,0,0,57,56,05:57:39 22-Mar-2016,K,A,-64.0890,-60.9950,,,6,,401677192,-128,
"154187",154187,Mk10,DS,4,0,0,55,51,06:11:08 22-Mar-2016,N,0,-64.0780,-60.9940,,,46,,401677183,-128,
"154187",154187,Mk10,DS,1,0,1,,,06:25:10 22-Mar-2016,B,B,-64.0890,-61.0040,,,8,,401677179,-135,
"154187",154187,Mk10,DS,3,0,1,75,54,06:26:18 22-Mar-2016,P,A,-64.1060,-60.9790,,,6,,401677191,-124,
"154187",154187,Mk10,DS,4,0,1,175,51,07:10:05 22-Mar-2016,A,0,-64.1150,-60.9780,,,48,,401677185,-126,
"154187",154187,Mk10,DS,2,0,0,53,53,07:39:37 22-Mar-2016,K,B,-64.0990,-60.9730,,,6,,401677189,-122,
"154187",154187,Mk10,DS,4,0,0,118,48,07:50:07 22-Mar-2016,N,0,-64.1060,-60.9680,,,46,,401677187,-123,
"154187",154187,Mk10,DS,4,0,2,84,48,08:03:24 22-Mar-2016,P,0,-64.0870,-60.9750,,,46,,401677198,-126,
"154187",154187,Mk10,DS,6,0,0,48,48,08:49:34 22-Mar-2016,A,1,-64.1050,-60.9480,,,58,,401677191,-129,
"154187",154187,Mk10,DS,3,0,1,48,48,09:08:20 22-Mar-2016,R,A,-64.1000,-60.9520,,,8,,401677179,-126,
"154187",154187,Mk10,DS,3,0,0,240,210,09:20:18 22-Mar-2016,K,A,-64.1180,-60.9440,,,6,,401677186,-120,
"154187",154187,Mk10,DS,3,0,0,245,241,09:24:29 22-Mar-2016,N,A,-64.1170,-60.9440,,,6,,401677186,-121,
"154187",154187,Mk10,DS,3,0,0,109,50,10:33:31 22-Mar-2016,A,A,-64.1130,-60.9340,,,8,,401677186,-121,
"154187",154187,Mk10,DS,4,0,0,93,48,10:47:42 22-Mar-2016,R,3,-64.1290,-60.9060,,,58,,401677190,-125,
"154187",154187,Mk10,DS,2,0,1,211,211,11:00:07 22-Mar-2016,K,B,-64.1300,-60.9100,,,6,,401677187,-129,
"154187",154187,Mk10,DS,3,0,0,71,48,11:06:42 22-Mar-2016,N,A,-64.1360,-60.8850,,,6,,401677183,-128,
"154187",154187,Mk10,DS,1,0,1,,,11:19:38 22-Mar-2016,B,B,-64.1370,-60.8840,,,6,,401677185,-133,
"154187",154187,Mk10,DS,3,0,1,170,48,12:10:32 22-Mar-2016,A,A,-64.1320,-60.9120,,,8,,401677185,-118,
"154187",154187,Mk10,DS,5,0,0,84,48,12:27:24 22-Mar-2016,R,3,-64.1310,-60.9090,,,58,,401677185,-120,
"154187",154187,Mk10,DS,4,0,2,80,49,13:03:08 22-Mar-2016,B,2,-64.1260,-60.9260,,,58,,401677181,-124,
"154187",154187,Mk10,DS,1,0,0,,,13:50:41 22-Mar-2016,A,B,-64.1260,-60.9340,,,8,,401677184,-119,
"154187",154187,Mk10,DS,1,0,1,,,14:41:20 22-Mar-2016,B,B,-64.1240,-60.9420,,,8,,401677182,-134,
"154187",154187,Mk10,DS,5,0,2,84,54,15:29:56 22-Mar-2016,A,1,-64.1070,-60.9640,,,58,,401677187,-127,
"154187",154187,Mk10,DS,6,0,2,104,48,15:43:19 22-Mar-2016,R,2,-64.1090,-60.9430,,,58,,401677186,-126,
"154187",154187,Mk10,DS,1,0,0,,,16:48:31 22-Mar-2016,P,B,-64.1040,-60.9520,,,8,,401677183,-135,
"154187",154187,Mk10,DS,6,0,0,93,48,20:09:36 22-Mar-2016,P,2,-64.0900,-60.9650,,,58,,401677186,-116,
"154187",154187,Mk10,DS,4,0,1,113,48,20:37:06 22-Mar-2016,R,3,-64.0980,-60.9930,,,56,,401677187,-122,
"154187",154187,Mk10,DS,3,0,1,257,96,22:18:11 22-Mar-2016,R,A,-64.0990,-60.9640,,,8,,401677191,-125,
"154187",154187,Mk10,DS,3,0,0,49,48,00:14:34 23-Mar-2016,A,A,-64.0960,-60.9670,,,8,,401677185,-124,
"154187",154187,Mk10,DS,3,0,0,51,51,00:38:53 23-Mar-2016,K,A,-64.0960,-60.9830,,,6,,401677186,-121,
"154187",154187,Mk10,DS,1,0,1,,,02:25:04 23-Mar-2016,K,B,-64.0920,-60.9840,,,8,,401677182,-137,
"154187",154187,Mk10,DS,2,0,0,116,116,02:37:07 23-Mar-2016,N,B,-64.1030,-60.9810,,,8,,401677188,-129,
"154187",154187,Mk10,DS,3,0,1,79,50,02:51:43 23-Mar-2016,B,A,-64.1120,-60.9580,,,6,,401677188,-129,
"154187",154187,Mk10,DS,4,0,0,52,50,02:51:34 23-Mar-2016,P,1,-64.1050,-60.9700,,,56,,401677191,-133,
"154187",154187,Mk10,DS,5,0,0,65,52,03:36:40 23-Mar-2016,A,2,-64.1030,-60.9750,,,58,,401677185,-113,
"154187",154187,Mk10,DS,1,0,1,,,04:02:06 23-Mar-2016,K,B,-64.1110,-60.9580,,,8,,401677194,-135,
"154187",154187,Mk10,DS,2,0,0,47,47,04:18:33 23-Mar-2016,N,B,-64.1120,-60.9610,,,6,,401677194,-133,
"154187",154187,Mk10,DS,2,0,0,543,543,04:22:16 23-Mar-2016,B,B,-64.1220,-60.9820,,,6,,401677188,-132,
"154187",154187,Mk10,DS,3,0,1,47,47,04:32:06 23-Mar-2016,P,A,-64.1300,-60.9880,,,8,,401677188,-124,
"154187",154187,Mk10,DS,2,0,0,47,47,05:19:19 23-Mar-2016,A,B,-64.1340,-60.9760,,,8,,401677192,-129,
"154187",154187,Mk10,DS,2,0,0,146,146,05:32:13 23-Mar-2016,K,B,-64.1330,-60.9780,,,6,,401677181,-130,
"154187",154187,Mk10,DS,4,0,0,48,48,05:57:08 23-Mar-2016,N,1,-64.1050,-61.0020,,,56,,401677184,-124,
"154187",154187,Mk10,DS,4,0,0,81,48,06:11:56 23-Mar-2016,P,1,-64.1150,-60.9870,,,58,,401677190,-124,
"154187",154187,Mk10,DS,5,0,1,62,48,06:53:15 23-Mar-2016,A,1,-64.1210,-60.9470,,,58,,401677198,-127,
"154187",154187,Mk10,DS,1,0,0,,,07:09:13 23-Mar-2016,K,B,-64.1200,-60.9440,,,6,,401677186,-131,
"154187",154187,Mk10,DS,5,0,1,48,48,07:33:41 23-Mar-2016,N,1,-64.1220,-60.9620,,,56,,401677186,-119,
"154187",154187,Mk10,DS,2,0,0,644,644,07:46:05 23-Mar-2016,P,B,-64.1210,-60.9920,,,6,,401677185,-135,
"154187",154187,Mk10,DS,4,0,0,49,47,08:33:13 23-Mar-2016,A,0,-64.1220,-60.9940,,,58,,401677186,-118,
"154187",154187,Mk10,DS,4,0,1,49,47,08:33:13 23-Mar-2016,R,0,-64.1150,-61.0130,,,58,,401677194,-134,
"154187",154187,Mk10,DS,4,0,1,48,48,08:54:00 23-Mar-2016,K,2,-64.1090,-60.9750,,,56,,401677190,-116,
"154187",154187,Mk10,DS,2,0,0,213,213,10:11:01 23-Mar-2016,A,B,-64.1170,-60.9820,,,8,,401677184,-122,
"154187",154187,Mk10,DS,4,0,1,148,48,10:16:33 23-Mar-2016,R,2,-64.1150,-60.9520,,,58,,401677187,-121,
"154187",154187,Mk10,DS,5,0,0,98,48,10:34:04 23-Mar-2016,K,2,-64.1170,-60.9460,,,56,,401677188,-124,
"154187",154187,Mk10,DS,3,0,0,133,48,10:54:25 23-Mar-2016,N,A,-64.1220,-60.9260,,,6,,401677189,-127,
"154187",154187,Mk10,DS,1,0,0,,,10:58:04 23-Mar-2016,B,B,-64.1220,-60.9230,,,6,,401677189,-133,
"154187",154187,Mk10,DS,4,0,0,217,48,11:44:19 23-Mar-2016,A,2,-64.1380,-60.9310,,,58,,401677186,-115,
"154187",154187,Mk10,DS,3,0,1,140,48,11:58:01 23-Mar-2016,R,A,-64.1370,-60.9130,,,8,,401677187,-120,
"154187",154187,Mk10,DS,4,0,0,50,47,12:43:03 23-Mar-2016,B,0,-64.1490,-60.8480,,,58,,401677177,-124,
"154187",154187,Mk10,DS,4,0,2,220,48,13:23:48 23-Mar-2016,A,3,-64.1390,-60.8990,,,58,,401677182,-117,
"154187",154187,Mk10,DS,2,0,0,194,194,13:36:01 23-Mar-2016,R,B,-64.1590,-60.8640,,,6,,401677200,-129,
"154187",154187,Mk10,DS,4,0,1,64,48,16:34:55 23-Mar-2016,P,0,-64.1750,-60.9820,,,48,,401677197,-135,
"154187",154187,Mk10,DS,2,0,1,55,55,16:51:26 23-Mar-2016,R,B,-64.1510,-60.9430,,,6,,401677186,-135,
"154187",154187,Mk10,DS,3,0,0,152,102,18:16:31 23-Mar-2016,P,A,-64.1330,-60.9770,,,8,,401677187,-124,
"154187",154187,Mk10,DS,4,0,2,93,47,18:28:55 23-Mar-2016,R,2,-64.1360,-60.9920,,,56,,401677183,-125,
"154187",154187,Mk10,DS,3,0,1,148,47,20:02:11 23-Mar-2016,P,A,-64.1440,-60.9670,,,8,,401677188,-122,
"154187",154187,Mk10,DS,5,0,1,155,47,20:06:18 23-Mar-2016,R,1,-64.1440,-60.9420,,,56,,401677187,-122,
"154187",154187,Mk10,DS,3,0,0,79,52,20:53:04 23-Mar-2016,K,A,-64.1410,-60.9240,,,8,,401677187,-131,
"154187",154187,Mk10,DS,3,0,0,288,62,22:34:19 23-Mar-2016,K,A,-64.1170,-60.9720,,,8,,401677187,-121,
"154187",154187,Mk10,DS,3,0,1,53,48,00:15:01 24-Mar-2016,K,A,-64.1090,-60.9680,,,8,,401677183,-125,
"154187",154187,Mk10,DS,4,0,2,243,48,00:41:53 24-Mar-2016,N,0,-64.1230,-60.9380,,,56,,401677188,-133,
"154187",154187,Mk10,DS,3,0,0,55,54,00:55:43 24-Mar-2016,P,A,-64.1150,-60.9170,,,6,,401677193,-129,
"154187",154187,Mk10,DS,1,0,0,,,02:00:24 24-Mar-2016,K,B,-64.1190,-60.9110,,,8,,401677188,-133,
"154187",154187,Mk10,DS,2,0,1,143,143,02:21:27 24-Mar-2016,B,B,-64.1340,-60.9140,,,8,,401677190,-135,
"154187",154187,Mk10,DS,2,0,1,48,48,02:31:25 24-Mar-2016,N,B,-64.1360,-60.8960,,,6,,401677194,-129,
"154187",154187,Mk10,DS,2,0,1,570,570,02:38:20 24-Mar-2016,P,B,-64.1200,-60.9030,,,6,,401677191,-133,
"154187",154187,Mk10,DS,2,0,0,96,96,03:17:27 24-Mar-2016,A,B,-64.0990,-60.9220,,,8,,401677187,-121,
"154187",154187,Mk10,DS,3,0,0,51,51,03:31:10 24-Mar-2016,K,A,-64.1060,-60.9760,,,8,,401677190,-131,
"154187",154187,Mk10,DS,1,0,0,,,04:07:45 24-Mar-2016,N,B,-64.1050,-60.9890,,,8,,401677190,-133,
"154187",154187,Mk10,DS,2,0,1,96,96,04:09:21 24-Mar-2016,B,B,-64.0990,-60.9890,,,6,,401677184,-131,
"154187",154187,Mk10,DS,2,0,0,156,156,04:22:19 24-Mar-2016,P,B,-64.1080,-61.0410,,,6,,401677184,-133,
"154187",154187,Mk10,DS,5,0,2,48,48,04:49:37 24-Mar-2016,A,0,-64.1190,-61.0140,,,56,,401677185,-126,
"154187",154187,Mk10,DS,1,0,1,,,05:15:03 24-Mar-2016,K,B,-64.1070,-61.0580,,,8,,401677182,-135,
