DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"154187",154187,Mk10,Strong,22-Mar-2016,14:08:54,22-Mar-2016,09:09:09
"154187",154187,Mk10,Strong,02-Apr-2016,03:04:36,01-Apr-2016,22:04:53
