DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
"154187",154187,0.500000,Transmission,Mk10,12,23:00:00 21-Mar-2016,00:00:00 22-Mar-2016,,,,0.0,0.00,29.0,0.25,,,,
"154187",154187,0.500000,Transmission,Mk10,5,00:00:00 26-Mar-2016,01:00:00 26-Mar-2016,,,,0.0,0.00,312.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,3,01:00:00 26-Mar-2016,02:00:00 26-Mar-2016,,,,0.0,0.00,384.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,5,03:00:00 26-Mar-2016,04:00:00 26-Mar-2016,,,,0.0,0.00,328.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,1,04:00:00 26-Mar-2016,05:00:00 26-Mar-2016,,,,0.0,0.00,280.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,3,07:00:00 26-Mar-2016,08:00:00 26-Mar-2016,,,,0.0,0.00,288.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,5,08:00:00 26-Mar-2016,09:00:00 26-Mar-2016,,,,0.0,0.00,352.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,3,09:00:00 26-Mar-2016,10:00:00 26-Mar-2016,,,,0.0,0.00,360.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,1,10:00:00 26-Mar-2016,11:00:00 26-Mar-2016,,,,0.0,0.00,368.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,3,11:00:00 26-Mar-2016,12:00:00 26-Mar-2016,,,,0.0,0.00,328.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,2,12:00:00 26-Mar-2016,13:00:00 26-Mar-2016,,,,0.0,0.00,360.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,3,13:00:00 26-Mar-2016,14:00:00 26-Mar-2016,,,,0.0,0.00,384.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,2,14:00:00 26-Mar-2016,15:00:00 26-Mar-2016,,,,0.0,0.00,312.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,6,15:00:00 26-Mar-2016,16:00:00 26-Mar-2016,,,,0.0,0.00,320.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,5,16:00:00 26-Mar-2016,17:00:00 26-Mar-2016,,,,0.0,0.00,320.0,3.75,,,,
"154187",154187,0.500000,Transmission,Mk10,4,18:00:00 26-Mar-2016,19:00:00 26-Mar-2016,,,,0.0,0.00,32.0,0.25,,,,
"154187",154187,0.500000,Transmission,Mk10,3,19:00:00 26-Mar-2016,20:00:00 26-Mar-2016,,,,0.0,0.00,22.5,0.00,,,,
"154187",154187,0.500000,Transmission,Mk10,1,20:00:00 26-Mar-2016,21:00:00 26-Mar-2016,,,,0.0,0.00,43.0,0.25,,,,
"154187",154187,0.500000,Transmission,Mk10,1,21:00:00 26-Mar-2016,22:00:00 26-Mar-2016,,,,0.0,0.00,132.0,1.75,,,,
