DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
131133,131133,Mk10,Strong,26-Apr-2016,12:38:06,26-Apr-2016,12:38:11
131133,131133,Mk10,Strong,29-Jul-2016,00:00:03,29-Jul-2016,00:00:06
