DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
131133,131133,0.500000,Transmission,Mk10,14,12:00:00 26-Apr-2016,13:00:00 26-Apr-2016,,,,0.0,0.00,48.0,0.25,,,,
131133,131133,0.500000,Transmission,Mk10,10,13:00:00 26-Apr-2016,14:00:00 26-Apr-2016,,,,0.0,0.00,320.0,3.75,,,,
131133,131133,0.500000,Transmission,Mk10,12,14:00:00 26-Apr-2016,15:00:00 26-Apr-2016,,,,0.0,0.00,236.0,1.75,,,,
131133,131133,0.500000,Transmission,Mk10,8,15:00:00 26-Apr-2016,16:00:00 26-Apr-2016,,,,0.0,0.00,352.0,3.75,,,,
131133,131133,0.500000,Transmission,Mk10,7,16:00:00 26-Apr-2016,17:00:00 26-Apr-2016,,,,0.0,0.00,392.0,3.75,,,,
131133,131133,0.500000,Transmission,Mk10,8,17:00:00 26-Apr-2016,18:00:00 26-Apr-2016,,,,0.0,0.00,336.0,3.75,,,,
131133,131133,0.500000,Transmission,Mk10,9,18:00:00 26-Apr-2016,19:00:00 26-Apr-2016,,,,0.0,0.00,400.0,3.75,,,,
131133,131133,0.500000,Transmission,Mk10,6,19:00:00 26-Apr-2016,20:00:00 26-Apr-2016,,,,0.0,0.00,46.0,0.25,,,,
131133,131133,0.500000,Transmission,Mk10,2,20:00:00 26-Apr-2016,21:00:00 26-Apr-2016,,,,0.0,0.00,53.0,0.25,,,,
131133,131133,0.500000,Transmission,Mk10,4,21:00:00 26-Apr-2016,22:00:00 26-Apr-2016,,,,0.0,0.00,212.0,1.75,,,,
131133,131133,0.500000,Transmission,Mk10,4,22:00:00 26-Apr-2016,23:00:00 26-Apr-2016,,,,0.0,0.00,196.0,1.75,,,,
131133,131133,0.500000,Transmission,Mk10,2,23:00:00 26-Apr-2016,00:00:00 27-Apr-2016,,,,0.0,0.00,196.0,1.75,,,,
