DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
131133,131133,0.500000,Transmission,Mk10,DiveDepthLIMITS,,,,,,,,,,15.000000,25.000000,50.000000,75.000000,100.000000,125.000000,150.000000,175.000000,200.000000,250.000000,300.000000,350.000000,400.000000,>400.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,12:00:00 26-Apr-2016,5.000000,22,0,,,,14,27,2,10,5,3,0,1,1,1,0,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,16:00:00 26-Apr-2016,5.000000,22,0,,,,14,30,1,6,7,3,0,1,0,2,0,1,0,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,22:00:00 26-Apr-2016,5.000000,9,0,,,,14,38,0,0,4,3,5,3,5,3,6,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,04:00:00 27-Apr-2016,5.000000,9,0,,,,14,21,0,0,0,0,0,0,0,0,0,0,3,15,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,10:00:00 27-Apr-2016,5.000000,7,0,,,,14,32,1,8,8,2,0,1,0,0,0,2,1,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,16:00:00 27-Apr-2016,5.000000,5,0,,,,14,29,0,9,7,2,1,1,0,0,0,0,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,22:00:00 27-Apr-2016,5.000000,5,0,,,,14,24,0,0,0,0,0,0,0,0,0,1,5,7,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,04:00:00 28-Apr-2016,5.000000,1,0,,,,14,23,0,0,0,0,0,0,0,0,0,1,2,3,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,10:00:00 28-Apr-2016,5.000000,1,0,,,,14,16,1,2,2,0,0,0,0,0,0,0,0,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,16:00:00 28-Apr-2016,5.000000,2,0,,,,14,20,0,1,8,1,2,1,0,0,0,0,0,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,22:00:00 28-Apr-2016,5.000000,2,0,,,,14,23,0,0,0,0,0,0,0,0,0,1,1,2,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,04:00:00 29-Apr-2016,5.000000,4,0,,,,14,19,0,0,0,0,0,0,0,0,0,0,0,3,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,10:00:00 29-Apr-2016,5.000000,4,0,,,,14,17,0,0,0,0,0,0,0,0,0,0,0,0,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,16:00:00 29-Apr-2016,5.000000,4,0,,,,14,11,0,0,0,0,0,0,2,1,0,2,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,22:00:00 29-Apr-2016,5.000000,5,0,,,,14,24,0,0,0,0,0,0,0,0,0,0,1,10,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,04:00:00 30-Apr-2016,5.000000,5,0,,,,14,25,0,0,0,0,0,0,0,0,0,0,1,19,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,10:00:00 30-Apr-2016,5.000000,2,0,,,,14,41,0,7,21,4,1,1,0,0,0,0,4,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,16:00:00 30-Apr-2016,5.000000,2,0,,,,14,26,0,8,7,3,0,1,1,0,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,22:00:00 30-Apr-2016,5.000000,2,0,,,,14,33,1,2,4,1,1,1,1,1,7,4,3,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,04:00:00 01-May-2016,5.000000,2,0,,,,14,23,0,0,0,0,0,0,0,0,0,0,1,11,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131133,131133,0.500000,Transmission,Mk10,DiveDepth,10:00:00 01-May-2016,5.000000,10,0,,,,14,28,0,5,12,1,0,1,0,0,0,0,0,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
