DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
131127,131127,0.500000,Transmission,Mk10,12,13:00:00 26-Apr-2016,14:00:00 26-Apr-2016,,,,9.0,0.00,328.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,8,14:00:00 26-Apr-2016,15:00:00 26-Apr-2016,,,,2.5,0.00,304.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,7,15:00:00 26-Apr-2016,16:00:00 26-Apr-2016,,,,1.0,0.00,244.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,3,16:00:00 26-Apr-2016,17:00:00 26-Apr-2016,,,,0.0,0.00,320.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,9,17:00:00 26-Apr-2016,18:00:00 26-Apr-2016,,,,0.0,0.00,296.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,5,18:00:00 26-Apr-2016,19:00:00 26-Apr-2016,,,,0.0,0.00,336.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,4,19:00:00 26-Apr-2016,20:00:00 26-Apr-2016,,,,0.0,0.00,280.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,4,20:00:00 26-Apr-2016,21:00:00 26-Apr-2016,,,,0.0,0.00,256.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,21:00:00 26-Apr-2016,22:00:00 26-Apr-2016,,,,0.0,0.00,21.5,0.00,,,,
131127,131127,0.500000,Transmission,Mk10,1,22:00:00 26-Apr-2016,23:00:00 26-Apr-2016,,,,0.0,0.00,88.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,23:00:00 26-Apr-2016,00:00:00 27-Apr-2016,,,,0.0,0.00,29.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,01:00:00 01-May-2016,02:00:00 01-May-2016,,,,0.0,0.00,26.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,2,04:00:00 01-May-2016,05:00:00 01-May-2016,,,,0.0,0.00,49.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,10:00:00 01-May-2016,11:00:00 01-May-2016,,,,0.0,0.00,31.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,16:00:00 01-May-2016,17:00:00 01-May-2016,,,,0.0,0.00,64.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,20:00:00 01-May-2016,21:00:00 01-May-2016,,,,0.0,0.00,90.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,21:00:00 01-May-2016,22:00:00 01-May-2016,,,,0.0,0.00,72.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,22:00:00 01-May-2016,23:00:00 01-May-2016,,,,0.0,0.00,31.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,02:00:00 06-May-2016,03:00:00 06-May-2016,,,,0.0,0.00,124.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,08:00:00 06-May-2016,09:00:00 06-May-2016,,,,0.0,0.00,70.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,13:00:00 06-May-2016,14:00:00 06-May-2016,,,,0.0,0.00,160.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,14:00:00 06-May-2016,15:00:00 06-May-2016,,,,0.0,0.00,156.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,16:00:00 06-May-2016,17:00:00 06-May-2016,,,,0.0,0.00,94.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,17:00:00 06-May-2016,18:00:00 06-May-2016,,,,0.0,0.00,100.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,18:00:00 06-May-2016,19:00:00 06-May-2016,,,,0.0,0.00,96.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,19:00:00 06-May-2016,20:00:00 06-May-2016,,,,0.0,0.00,148.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,23:00:00 06-May-2016,00:00:00 07-May-2016,,,,0.0,0.00,88.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,02:00:00 11-May-2016,03:00:00 11-May-2016,,,,0.0,0.00,80.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,05:00:00 11-May-2016,06:00:00 11-May-2016,,,,0.0,0.00,72.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,07:00:00 11-May-2016,08:00:00 11-May-2016,,,,0.0,0.00,84.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,08:00:00 11-May-2016,09:00:00 11-May-2016,,,,0.0,0.00,80.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,11:00:00 11-May-2016,12:00:00 11-May-2016,,,,0.0,0.00,80.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,18:00:00 11-May-2016,19:00:00 11-May-2016,,,,0.0,0.00,92.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,22:00:00 11-May-2016,23:00:00 11-May-2016,,,,0.0,0.00,74.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,01:00:00 16-May-2016,02:00:00 16-May-2016,,,,0.0,0.00,84.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,04:00:00 16-May-2016,05:00:00 16-May-2016,,,,0.0,0.00,128.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,05:00:00 16-May-2016,06:00:00 16-May-2016,,,,0.0,0.00,132.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,06:00:00 16-May-2016,07:00:00 16-May-2016,,,,0.0,0.00,132.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,09:00:00 16-May-2016,10:00:00 16-May-2016,,,,0.0,0.00,108.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,12:00:00 16-May-2016,13:00:00 16-May-2016,,,,0.0,0.00,104.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,17:00:00 16-May-2016,18:00:00 16-May-2016,,,,0.0,0.00,60.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,18:00:00 16-May-2016,19:00:00 16-May-2016,,,,0.0,0.00,58.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,01:00:00 21-May-2016,02:00:00 21-May-2016,,,,0.0,0.00,80.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,02:00:00 21-May-2016,03:00:00 21-May-2016,,,,0.0,0.00,41.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,04:00:00 21-May-2016,05:00:00 21-May-2016,,,,0.0,0.00,78.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,05:00:00 21-May-2016,06:00:00 21-May-2016,,,,0.0,0.00,90.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,10:00:00 21-May-2016,11:00:00 21-May-2016,,,,0.0,0.00,44.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,13:00:00 21-May-2016,14:00:00 21-May-2016,,,,0.0,0.00,100.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,14:00:00 21-May-2016,15:00:00 21-May-2016,,,,0.0,0.00,80.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,20:00:00 21-May-2016,21:00:00 21-May-2016,,,,0.0,0.00,53.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,2,21:00:00 21-May-2016,22:00:00 21-May-2016,,,,0.0,0.00,11.5,0.00,,,,
131127,131127,0.500000,Transmission,Mk10,1,22:00:00 21-May-2016,23:00:00 21-May-2016,,,,0.0,0.00,8.5,0.00,,,,
131127,131127,0.500000,Transmission,Mk10,3,23:00:00 21-May-2016,00:00:00 22-May-2016,,,,0.0,0.00,34.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,00:00:00 26-May-2016,01:00:00 26-May-2016,,,,0.0,0.00,144.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,01:00:00 26-May-2016,02:00:00 26-May-2016,,,,0.0,0.00,140.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,02:00:00 26-May-2016,03:00:00 26-May-2016,,,,0.0,0.00,148.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,06:00:00 26-May-2016,07:00:00 26-May-2016,,,,0.0,0.00,176.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,08:00:00 26-May-2016,09:00:00 26-May-2016,,,,0.0,0.00,160.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,09:00:00 26-May-2016,10:00:00 26-May-2016,,,,0.0,0.00,208.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,19:00:00 26-May-2016,20:00:00 26-May-2016,,,,0.0,0.00,17.0,0.00,,,,
131127,131127,0.500000,Transmission,Mk10,3,01:00:00 31-May-2016,02:00:00 31-May-2016,,,,0.0,0.00,144.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,02:00:00 31-May-2016,03:00:00 31-May-2016,,,,0.0,0.00,124.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,03:00:00 31-May-2016,04:00:00 31-May-2016,,,,0.0,0.00,106.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,04:00:00 31-May-2016,05:00:00 31-May-2016,,,,0.0,0.00,120.5,1.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,05:00:00 31-May-2016,06:00:00 31-May-2016,,,,0.0,0.00,140.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,4,06:00:00 31-May-2016,07:00:00 31-May-2016,,,,0.0,0.00,136.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,10:00:00 31-May-2016,11:00:00 31-May-2016,,,,0.0,0.00,42.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,14:00:00 31-May-2016,15:00:00 31-May-2016,,,,0.0,0.00,27.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,1,16:00:00 31-May-2016,17:00:00 31-May-2016,,,,0.0,0.00,21.0,0.00,,,,
131127,131127,0.500000,Transmission,Mk10,1,17:00:00 31-May-2016,18:00:00 31-May-2016,,,,0.0,0.00,54.0,0.25,,,,
131127,131127,0.500000,Transmission,Mk10,2,19:00:00 31-May-2016,20:00:00 31-May-2016,,,,0.0,0.00,172.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,21:00:00 31-May-2016,22:00:00 31-May-2016,,,,0.0,0.00,84.0,0.75,,,,
131127,131127,0.500000,Transmission,Mk10,3,00:00:00 05-Jun-2016,01:00:00 05-Jun-2016,,,,0.0,0.00,140.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,4,01:00:00 05-Jun-2016,02:00:00 05-Jun-2016,,,,0.0,0.00,256.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,3,02:00:00 05-Jun-2016,03:00:00 05-Jun-2016,,,,0.0,0.00,256.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,03:00:00 05-Jun-2016,04:00:00 05-Jun-2016,,,,0.0,0.00,200.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,4,04:00:00 05-Jun-2016,05:00:00 05-Jun-2016,,,,0.0,0.00,148.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,05:00:00 05-Jun-2016,06:00:00 05-Jun-2016,,,,0.0,0.00,128.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,4,06:00:00 05-Jun-2016,07:00:00 05-Jun-2016,,,,0.0,0.00,156.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,2,07:00:00 05-Jun-2016,08:00:00 05-Jun-2016,,,,0.0,0.00,144.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,11:00:00 05-Jun-2016,12:00:00 05-Jun-2016,,,,0.0,0.00,232.0,1.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,12:00:00 05-Jun-2016,13:00:00 05-Jun-2016,,,,0.0,0.00,328.0,3.75,,,,
131127,131127,0.500000,Transmission,Mk10,1,13:00:00 05-Jun-2016,14:00:00 05-Jun-2016,,,,0.0,0.00,336.0,3.75,,,,
