DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
131127,131127,Mk10,14:05:32 26-Apr-2016,Argos,2,-64.5460,-62.2990,,,,,,,,,,
131127,131127,Mk10,14:13:38 26-Apr-2016,Argos,B,-64.5440,-62.2970,,,,,,,,,,
131127,131127,Mk10,15:08:23 26-Apr-2016,Argos,3,-64.5060,-62.3680,,,,,,,,,,
131127,131127,Mk10,15:45:48 26-Apr-2016,Argos,1,-64.5080,-62.3170,,,,,,,,,,
131127,131127,Mk10,16:55:23 26-Apr-2016,Argos,0,-64.4440,-62.1980,,,,,,,,,,
131127,131127,Mk10,17:17:04 26-Apr-2016,Argos,B,-64.4440,-62.1980,,,,,,,,,,
131127,131127,Mk10,18:35:02 26-Apr-2016,Argos,3,-64.4050,-62.0970,,,,,,,,,,
131127,131127,Mk10,18:57:09 26-Apr-2016,Argos,2,-64.3880,-62.0630,,,,,,,,,,
131127,131127,Mk10,19:52:06 26-Apr-2016,Argos,A,-64.3650,-62.0380,,,,,,,,,,
131127,131127,Mk10,20:11:58 26-Apr-2016,Argos,B,-64.3570,-62.0270,,,,,,,,,,
131127,131127,Mk10,20:16:00 26-Apr-2016,Argos,1,-64.3480,-62.0370,,,,,,,,,,
131127,131127,Mk10,20:37:41 26-Apr-2016,Argos,2,-64.3300,-61.9730,,,,,,,,,,
131127,131127,Mk10,21:34:18 26-Apr-2016,Argos,3,-64.2800,-61.9390,,,,,,,,,,
131127,131127,Mk10,21:49:05 26-Apr-2016,Argos,3,-64.2720,-61.9160,,,,,,,,,,
131127,131127,Mk10,21:56:55 26-Apr-2016,Argos,3,-64.2630,-61.8930,,,,,,,,,,
131127,131127,Mk10,22:17:51 26-Apr-2016,Argos,3,-64.2430,-61.8930,,,,,,,,,,
131127,131127,Mk10,23:15:40 26-Apr-2016,Argos,1,-64.2000,-61.9470,,,,,,,,,,
131127,131127,Mk10,23:28:52 26-Apr-2016,Argos,3,-64.1650,-61.8450,,,,,,,,,,
131127,131127,Mk10,23:34:57 26-Apr-2016,Argos,1,-64.1640,-61.8780,,,,,,,,,,
131127,131127,Mk10,23:44:18 26-Apr-2016,Argos,A,-64.1510,-61.8910,,,,,,,,,,
131127,131127,Mk10,23:58:01 26-Apr-2016,Argos,2,-64.1410,-61.8880,,,,,,,,,,
131127,131127,Mk10,00:47:14 27-Apr-2016,Argos,B,-64.1120,-61.8840,,,,,,,,,,
131127,131127,Mk10,00:55:15 27-Apr-2016,Argos,3,-64.0820,-61.8420,,,,,,,,,,
131127,131127,Mk10,01:09:23 27-Apr-2016,Argos,2,-64.0700,-61.8280,,,,,,,,,,
131127,131127,Mk10,01:14:21 27-Apr-2016,Argos,2,-64.0680,-61.8150,,,,,,,,,,
131127,131127,Mk10,01:28:11 27-Apr-2016,Argos,3,-64.0540,-61.8250,,,,,,,,,,
131127,131127,Mk10,02:25:50 27-Apr-2016,Argos,1,-64.0170,-61.7990,,,,,,,,,,
131127,131127,Mk10,02:36:31 27-Apr-2016,Argos,3,-64.0070,-61.7630,,,,,,,,,,
131127,131127,Mk10,02:45:39 27-Apr-2016,Argos,B,-63.9900,-61.7720,,,,,,,,,,
131127,131127,Mk10,02:51:37 27-Apr-2016,Argos,A,-63.9980,-61.7570,,,,,,,,,,
131127,131127,Mk10,03:09:05 27-Apr-2016,Argos,A,-63.9700,-61.7420,,,,,,,,,,
131127,131127,Mk10,04:15:32 27-Apr-2016,Argos,B,-63.9280,-61.7360,,,,,,,,,,
131127,131127,Mk10,04:29:47 27-Apr-2016,Argos,B,-63.9380,-61.7610,,,,,,,,,,
131127,131127,Mk10,04:49:22 27-Apr-2016,Argos,B,-63.8770,-61.7960,,,,,,,,,,
131127,131127,Mk10,06:18:45 27-Apr-2016,Argos,B,-63.8210,-61.7820,,,,,,,,,,
131127,131127,Mk10,06:28:49 27-Apr-2016,Argos,B,-63.8350,-61.8160,,,,,,,,,,
131127,131127,Mk10,07:34:37 27-Apr-2016,Argos,B,-63.8000,-61.8100,,,,,,,,,,
131127,131127,Mk10,10:23:03 27-Apr-2016,Argos,B,-63.7020,-61.7690,,,,,,,,,,
131127,131127,Mk10,10:52:09 27-Apr-2016,Argos,B,-63.6420,-61.7530,,,,,,,,,,
131127,131127,Mk10,11:28:29 27-Apr-2016,Argos,B,-63.6050,-61.7630,,,,,,,,,,
131127,131127,Mk10,20:10:16 27-Apr-2016,Argos,B,-63.2310,-61.7480,,,,,,,,,,
131127,131127,Mk10,20:10:16 27-Apr-2016,Argos,B,-63.3930,-61.7650,,,,,,,,,,
131127,131127,Mk10,21:24:53 27-Apr-2016,Argos,B,-63.1360,-61.7720,,,,,,,,,,
131127,131127,Mk10,21:25:56 27-Apr-2016,Argos,A,-62.9860,-62.1720,,,,,,,,,,
131127,131127,Mk10,23:06:49 27-Apr-2016,Argos,B,-62.8350,-62.1640,,,,,,,,,,
131127,131127,Mk10,00:46:11 28-Apr-2016,Argos,1,-62.7720,-62.0720,,,,,,,,,,
131127,131127,Mk10,00:46:11 28-Apr-2016,Argos,1,-62.7730,-62.0730,,,,,,,,,,
131127,131127,Mk10,03:57:48 28-Apr-2016,Argos,B,-62.4950,-62.0230,,,,,,,,,,
131127,131127,Mk10,05:34:41 28-Apr-2016,Argos,B,-62.3880,-61.9850,,,,,,,,,,
131127,131127,Mk10,06:03:21 28-Apr-2016,Argos,B,-62.5690,-62.0190,,,,,,,,,,
131127,131127,Mk10,06:07:14 28-Apr-2016,Argos,B,-62.6100,-61.4550,,,,,,,,,,
131127,131127,Mk10,07:16:02 28-Apr-2016,Argos,A,-62.5960,-61.4450,,,,,,,,,,
131127,131127,Mk10,07:18:41 28-Apr-2016,Argos,B,-62.6000,-61.4440,,,,,,,,,,
131127,131127,Mk10,07:48:11 28-Apr-2016,Argos,B,-62.6010,-61.4520,,,,,,,,,,
131127,131127,Mk10,07:50:22 28-Apr-2016,Argos,B,-62.5940,-61.4420,,,,,,,,,,
131127,131127,Mk10,10:33:01 28-Apr-2016,Argos,B,-62.6400,-61.4530,,,,,,,,,,
131127,131127,Mk10,10:42:54 28-Apr-2016,Argos,B,-62.6060,-61.4370,,,,,,,,,,
131127,131127,Mk10,11:00:33 28-Apr-2016,Argos,B,-62.6360,-61.4550,,,,,,,,,,
131127,131127,Mk10,11:24:11 28-Apr-2016,Argos,B,-62.6100,-61.4370,,,,,,,,,,
131127,131127,Mk10,11:56:55 28-Apr-2016,Argos,B,-62.6100,-61.4600,,,,,,,,,,
131127,131127,Mk10,12:42:39 28-Apr-2016,Argos,B,-62.5990,-61.4520,,,,,,,,,,
131127,131127,Mk10,13:07:10 28-Apr-2016,Argos,A,-62.6410,-61.3730,,,,,,,,,,
131127,131127,Mk10,13:31:57 28-Apr-2016,Argos,B,-62.6300,-61.3740,,,,,,,,,,
