DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
131127,131127,0.500000,Transmission,Mk10,10,13:34:00 26-Apr-2016,13:42:30 26-Apr-2016,Message,10,,,,500.000000,520.000000,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,10,13:34:00 26-Apr-2016,13:35:14 26-Apr-2016,Dive,1,Square,27.5,28.0,73,75,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,10,13:35:14 26-Apr-2016,13:35:18 26-Apr-2016,Surface,,,,,3,5,,,,,,,,,,,,,4,0
131127,131127,0.500000,Transmission,Mk10,10,13:35:18 26-Apr-2016,13:36:52 26-Apr-2016,Dive,1,Square,31.5,32.0,93,95,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,10,13:36:52 26-Apr-2016,13:36:56 26-Apr-2016,Surface,,,,,3,5,,,,,,,,,,,,,4,0
131127,131127,0.500000,Transmission,Mk10,10,13:36:56 26-Apr-2016,13:37:46 26-Apr-2016,Dive,1,Square,20.5,20.5,49,51,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,10,13:37:46 26-Apr-2016,13:38:14 26-Apr-2016,Surface,,,,,27,29,,,,,,,,,,,,,5,23
131127,131127,0.500000,Transmission,Mk10,10,13:38:14 26-Apr-2016,13:40:28 26-Apr-2016,Dive,1,U,38.5,39.0,133,135,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,10,13:40:28 26-Apr-2016,13:41:30 26-Apr-2016,Surface,,,,,61,63,,,,,,,,,,,,,10,52
131127,131127,0.500000,Transmission,Mk10,10,13:41:30 26-Apr-2016,13:42:12 26-Apr-2016,Dive,1,Square,19.0,19.0,41,43,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,10,13:42:12 26-Apr-2016,13:42:30 26-Apr-2016,Surface,,,,,17,19,,,,,,,,,,,,,4,14
131127,131127,0.500000,Transmission,Mk10,12,13:42:00 26-Apr-2016,14:08:42 26-Apr-2016,Message,10,,,,1592.000000,1612.000000,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,12,13:42:00 26-Apr-2016,13:45:34 26-Apr-2016,Dive,1,U,55.5,56.5,213,215,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,12,13:45:34 26-Apr-2016,13:45:36 26-Apr-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
131127,131127,0.500000,Transmission,Mk10,12,13:45:36 26-Apr-2016,13:46:06 26-Apr-2016,Dive,1,Square,18.0,18.0,29,31,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,12,13:46:06 26-Apr-2016,13:46:54 26-Apr-2016,Surface,,,,,47,49,,,,,,,,,,,,,9,39
131127,131127,0.500000,Transmission,Mk10,12,13:46:54 26-Apr-2016,13:50:08 26-Apr-2016,Dive,1,U,53.5,54.0,193,195,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,12,13:50:08 26-Apr-2016,13:51:40 26-Apr-2016,Surface,,,,,91,93,,,,,,,,,,,,,18,74
131127,131127,0.500000,Transmission,Mk10,12,13:51:40 26-Apr-2016,14:00:38 26-Apr-2016,Dive,1,U,324.0,331.5,537,539,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,12,14:00:38 26-Apr-2016,14:04:58 26-Apr-2016,Surface,,,,,259,261,,,,,,,,,,,,,101,159
131127,131127,0.500000,Transmission,Mk10,12,14:04:58 26-Apr-2016,14:07:30 26-Apr-2016,Dive,1,Square,18.0,18.0,151,153,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,12,14:07:30 26-Apr-2016,14:08:42 26-Apr-2016,Surface,,,,,71,73,,,,,,,,,,,,,21,51
131127,131127,0.500000,Transmission,Mk10,9,14:09:00 26-Apr-2016,14:44:20 26-Apr-2016,Message,10,,,,2110.000000,2130.000000,,,,,,,,,,,,,,
131127,131127,0.500000,Transmission,Mk10,9,14:09:00 26-Apr-2016,14:11:22 26-Apr-2016,Dive,1,U,24.0,24.0,141,143,,,,,,,,,,,,,,
