DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
131127,131127,Mk10,Strong,26-Apr-2016,15:43:54,26-Apr-2016,15:45:02
131127,131127,Mk10,Strong,05-Aug-2016,02:10:53,05-Aug-2016,02:12:14
