DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
166125,166125,Mk10,14:50:58 04-May-2017,Argos,A,-53.3677,-124.6177,,,,,,,,,,
166125,166125,Mk10,16:36:48 04-May-2017,Argos,A,-64.7150,-62.2034,,,,,,,,,,
166125,166125,Mk10,18:17:23 04-May-2017,Argos,B,-64.7148,-62.1564,5594,10270,3047,83,,,,,,
166125,166125,Mk10,19:46:50 04-May-2017,Argos,2,-64.6833,-62.0564,250,599,104,97,,,,,,
166125,166125,Mk10,21:26:21 04-May-2017,Argos,B,-64.6763,-62.0192,2213,5085,963,84,,,,,,
166125,166125,Mk10,21:37:48 04-May-2017,Argos,0,-64.7114,-62.0833,2150,48304,95,88,,,,,,
166125,166125,Mk10,21:39:11 04-May-2017,Argos,B,-64.7110,-62.0759,1539,20526,115,88,,,,,,
166125,166125,Mk10,23:16:46 04-May-2017,Argos,A,-64.6985,-62.0380,1123,10315,122,97,,,,,,
166125,166125,Mk10,23:17:19 04-May-2017,Argos,1,-64.6717,-62.0089,616,6279,60,87,,,,,,
166125,166125,Mk10,23:19:53 04-May-2017,Argos,A,-64.6797,-61.9977,642,4621,89,84,,,,,,
166125,166125,Mk10,00:49:53 05-May-2017,Argos,A,-64.6568,-62.0982,2024,3467,1181,6,,,,,,
166125,166125,Mk10,00:52:47 05-May-2017,Argos,B,-64.6570,-62.0982,2007,2802,1437,8,,,,,,
166125,166125,Mk10,01:11:11 05-May-2017,Argos,A,-64.6919,-62.0584,478,3065,74,59,,,,,,
166125,166125,Mk10,02:06:01 05-May-2017,Argos,A,-64.6878,-62.0508,217,1557,30,77,,,,,,
166125,166125,Mk10,02:22:31 05-May-2017,Argos,B,-64.6849,-62.0419,594,1462,241,88,,,,,,
166125,166125,Mk10,02:34:15 05-May-2017,Argos,B,-64.6853,-62.0470,630,2480,159,76,,,,,,
166125,166125,Mk10,02:52:17 05-May-2017,Argos,0,-64.6821,-62.0051,6682,416526,107,79,,,,,,
166125,166125,Mk10,03:50:12 05-May-2017,Argos,B,-64.6706,-61.9845,8431,64985,1093,82,,,,,,
166125,166125,Mk10,04:05:43 05-May-2017,Argos,1,-64.6948,-62.0126,742,3035,181,81,,,,,,
166125,166125,Mk10,05:49:32 05-May-2017,Argos,A,-64.7089,-62.1529,2733,6037,1237,124,,,,,,
166125,166125,Mk10,05:51:11 05-May-2017,Argos,B,-64.7069,-62.1559,2616,6537,1047,113,,,,,,
166125,166125,Mk10,07:31:21 05-May-2017,Argos,B,-64.7034,-62.1752,2888,6361,1311,97,,,,,,
166125,166125,Mk10,09:14:47 05-May-2017,Argos,1,-64.7079,-62.0547,526,8608,32,98,,,,,,
166125,166125,Mk10,09:14:47 05-May-2017,Argos,1,-64.6904,-62.1118,858,7392,99,95,,,,,,
166125,166125,Mk10,09:34:17 05-May-2017,Argos,B,-64.7063,-62.0541,723,2169,240,93,,,,,,
