DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
166125,166125,Mk10,Strong,04-May-2017,16:35:30,04-May-2017,16:35:41
166125,166125,Mk10,Strong,14-May-2017,03:55:48,14-May-2017,03:56:00
