"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",166125,13440,-53.36767,-124.61774,A,05/04/2017 14:50:58,Argos,0,450,MA,,401677349.1,05/04/2017 14:46:11,1,3,0,-133,401677349.1,-124.61774,-53.36767,-62.19882,-64.68438,0,0,0,0,0,60,3235,4,5,72,235,128,205,247,48,104,240,70,235,187,122,160,45,78,143,234,193,55,209,217,,,,,,,,,
"",166125,13440,-53.36767,-124.61774,A,05/04/2017 14:50:58,Argos,0,450,MA,,401677349.1,05/04/2017 14:53:04,1,3,0,-133,401677349.1,-124.61774,-53.36767,-62.19882,-64.68438,0,0,0,0,0,60,3235,4,171,6,237,53,1,172,49,183,245,32,5,0,80,140,141,220,0,3,56,179,103,0,,,,,,,,,
"",166125,13440,-53.36767,-124.61774,A,05/04/2017 14:50:58,Argos,0,450,MA,,401677349.1,05/04/2017 14:53:41,1,3,0,-133,401677349.1,-124.61774,-53.36767,-62.19882,-64.68438,0,0,0,0,0,60,3235,4,5,72,229,94,172,63,49,248,5,57,163,115,29,26,93,129,166,191,32,250,254,248,,,,,,,,,
"",166125,13440,-64.71497,-62.20338,A,05/04/2017 16:36:48,Argos,0,140,SR,,401677156.83,05/04/2017 16:35:41,1,3,0,-136,401677156.83,-62.20338,-64.71497,-62.20338,-64.71497,8,3,0,0,0,52,2445,4,5,73,8,222,114,199,49,183,245,16,5,0,80,140,141,180,0,2,124,64,0,0,,,,,,,,,
"",166125,13440,-64.71497,-62.20338,A,05/04/2017 16:36:48,Argos,0,140,SR,,401677156.83,05/04/2017 16:36:44,1,3,0,-136,401677156.83,-62.20338,-64.71497,-62.20338,-64.71497,8,3,0,0,0,52,2445,4,5,73,9,33,90,84,49,183,229,16,5,0,80,140,141,172,0,2,115,128,0,0,,,,,,,,,
"",166125,13440,-64.71497,-62.20338,A,05/04/2017 16:36:48,Argos,0,140,SR,,401677156.83,05/04/2017 16:38:01,1,3,0,-136,401677156.83,-62.20338,-64.71497,-62.20338,-64.71497,8,3,0,0,0,52,2445,4,5,73,9,114,95,235,48,119,245,144,5,0,80,140,141,172,0,2,102,128,4,0,,,,,,,,,
"",166125,13440,-64.71478,-62.15638,B,05/04/2017 18:17:23,Argos,0,0,SR,,401677123.41,05/04/2017 18:17:24,1,1,0,-136,401677123.41,-62.15638,-64.71478,-62.15638,-64.71478,8,3,5594,10270,3047,83,4322,21,236,5,72,224,56,88,97,39,7,1,,,,,,,,,,,,,,,,,,,,,
"",166125,13440,-64.68331,-62.05645,2,05/04/2017 19:46:50,Argos,0,193,NP,,401677282.3,05/04/2017 19:46:01,1,5,0,-131,401677282.3,-62.05645,-64.68331,-62.05645,-64.68331,55,3,250,599,104,97,296,71,140,245,72,232,159,12,0,40,1,33,128,128,0,0,,,,,,,,,,,,,,,,,
"",166125,13440,-64.68331,-62.05645,2,05/04/2017 19:46:50,Argos,0,193,NP,,401677282.3,05/04/2017 19:46:31,1,5,0,-131,401677282.3,-62.05645,-64.68331,-62.05645,-64.68331,55,3,250,599,104,97,296,60,58,245,72,230,128,66,68,40,32,32,,,,,,,,,,,,,,,,,,,,,
"",166125,13440,-64.68331,-62.05645,2,05/04/2017 19:46:50,Argos,0,193,NP,,401677282.3,05/04/2017 19:47:25,1,5,0,-131,401677282.3,-62.05645,-64.68331,-62.05645,-64.68331,55,3,250,599,104,97,296,38,38,229,72,227,0,126,13,128,0,0,,,,,,,,,,,,,,,,,,,,,
