DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
"131116",131116,0.500000,Transmission,Mk10,4,18:37:00 26-Feb-2016,19:18:18 26-Feb-2016,Message,10,,,,2468.000000,2488.000000,,,,,,,,,,,,,
"131116",131116,0.500000,Transmission,Mk10,4,18:37:00 26-Feb-2016,18:42:52 26-Feb-2016,Dive,1,V,43.5,44.0,351,353,,,,,,,,,,,,,
"131116",131116,0.500000,Transmission,Mk10,4,18:42:52 26-Feb-2016,18:43:30 26-Feb-2016,Surface,,,,,37,39,,,,,,,,,,,,,10,28
"131116",131116,0.500000,Transmission,Mk10,4,18:43:30 26-Feb-2016,18:49:44 26-Feb-2016,Dive,1,U,39.5,40.0,373,375,,,,,,,,,,,,,
"131116",131116,0.500000,Transmission,Mk10,4,18:49:44 26-Feb-2016,18:53:02 26-Feb-2016,Surface,,,,,197,199,,,,,,,,,,,,,6,192
"131116",131116,0.500000,Transmission,Mk10,4,18:53:02 26-Feb-2016,18:59:52 26-Feb-2016,Dive,1,V,117.0,118.5,409,411,,,,,,,,,,,,,
"131116",131116,0.500000,Transmission,Mk10,4,18:59:52 26-Feb-2016,19:01:18 26-Feb-2016,Surface,,,,,85,87,,,,,,,,,,,,,17,69
"131116",131116,0.500000,Transmission,Mk10,4,19:01:18 26-Feb-2016,19:08:26 26-Feb-2016,Dive,1,Square,30.5,31.0,427,429,,,,,,,,,,,,,
"131116",131116,0.500000,Transmission,Mk10,4,19:08:26 26-Feb-2016,19:09:38 26-Feb-2016,Surface,,,,,71,73,,,,,,,,,,,,,16,56
"131116",131116,0.500000,Transmission,Mk10,4,19:09:38 26-Feb-2016,19:16:36 26-Feb-2016,Dive,1,V,41.5,42.0,417,419,,,,,,,,,,,,,
"131116",131116,0.500000,Transmission,Mk10,4,19:16:36 26-Feb-2016,19:18:18 26-Feb-2016,Surface,,,,,101,103,,,,,,,,,,,,,13,89
"131116",131116,0.500000,Transmission,Mk10,6,19:18:00 26-Feb-2016,22:14:40 26-Feb-2016,Message,10,,,,10590.000000,10610.000000,,,,,,,,,,,,,
"131116",131116,0.500000,Transmission,Mk10,6,19:18:00 26-Feb-2016,20:24:28 26-Feb-2016,Dive,1,V,29.5,30.0,3987,3989,,,,,,,,,,,,,
