DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131116",131116,Mk10,Strong,26-Feb-2016,18:49:41,26-Feb-2016,13:49:54
"131116",131116,Mk10,Strong,06-Mar-2016,07:39:00,06-Mar-2016,02:39:12
