DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
"131116",131116,0.500000,Transmission,Mk10,2,18:00:00 26-Feb-2016,19:00:00 26-Feb-2016,,,,0.0,0.00,118.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,4,19:00:00 26-Feb-2016,20:00:00 26-Feb-2016,,,,0.0,0.00,42.0,0.25,,,,
"131116",131116,0.500000,Transmission,Mk10,2,20:00:00 26-Feb-2016,21:00:00 26-Feb-2016,,,,0.0,0.00,3.0,0.00,,,,
"131116",131116,0.500000,Transmission,Mk10,2,22:00:00 26-Feb-2016,23:00:00 26-Feb-2016,,,,0.0,0.00,212.0,1.75,,,,
"131116",131116,0.500000,Transmission,Mk10,4,23:00:00 26-Feb-2016,00:00:00 27-Feb-2016,,,,0.0,0.00,184.0,1.75,,,,
"131116",131116,0.500000,Transmission,Mk10,1,01:00:00 02-Mar-2016,02:00:00 02-Mar-2016,,,,0.0,0.00,124.0,1.75,,,,
"131116",131116,0.500000,Transmission,Mk10,3,02:00:00 02-Mar-2016,03:00:00 02-Mar-2016,,,,0.0,0.00,136.0,1.75,,,,
"131116",131116,0.500000,Transmission,Mk10,1,03:00:00 02-Mar-2016,04:00:00 02-Mar-2016,,,,0.0,0.00,132.0,1.75,,,,
"131116",131116,0.500000,Transmission,Mk10,1,04:00:00 02-Mar-2016,05:00:00 02-Mar-2016,,,,0.0,0.00,70.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,1,07:00:00 02-Mar-2016,08:00:00 02-Mar-2016,,,,0.0,0.00,68.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,2,09:00:00 02-Mar-2016,10:00:00 02-Mar-2016,,,,0.0,0.00,64.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,1,10:00:00 02-Mar-2016,11:00:00 02-Mar-2016,,,,0.0,0.00,60.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,1,13:00:00 02-Mar-2016,14:00:00 02-Mar-2016,,,,0.0,0.00,74.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,3,15:00:00 02-Mar-2016,16:00:00 02-Mar-2016,,,,0.0,0.00,62.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,1,16:00:00 02-Mar-2016,17:00:00 02-Mar-2016,,,,0.0,0.00,27.0,0.25,,,,
"131116",131116,0.500000,Transmission,Mk10,2,17:00:00 02-Mar-2016,18:00:00 02-Mar-2016,,,,0.0,0.00,78.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,1,18:00:00 02-Mar-2016,19:00:00 02-Mar-2016,,,,0.0,0.00,114.0,0.75,,,,
"131116",131116,0.500000,Transmission,Mk10,2,22:00:00 02-Mar-2016,23:00:00 02-Mar-2016,,,,0.0,0.00,168.0,1.75,,,,
