DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131116",131116,Mk10,DS,2,0,0,194,194,13:49:54 26-Feb-2016,R,,,,,,,,,,
"131116",131116,Mk10,DS,1,0,1,,,14:09:27 26-Feb-2016,A,,,,,,,,,,
"131116",131116,Mk10,DS,2,0,1,50,50,18:46:07 26-Feb-2016,R,,,,,,,,,,
"131116",131116,Mk10,DS,4,0,2,62,44,19:50:11 26-Feb-2016,P,,,,,,,,,,
"131116",131116,Mk10,DS,2,0,1,178,178,20:25:11 26-Feb-2016,R,,,,,,,,,,
"131116",131116,Mk10,DS,1,0,0,,,21:28:57 26-Feb-2016,N,B,-64.1190,-61.0140,,,8,,401677421,-126,
"131116",131116,Mk10,DS,2,0,0,210,210,21:32:27 26-Feb-2016,P,,,,,,,,,,
"131116",131116,Mk10,DS,1,0,0,,,21:39:53 26-Feb-2016,K,,,,,,,,,,
"131116",131116,Mk10,DS,2,0,1,144,144,22:02:24 26-Feb-2016,R,,,,,,,,,,
"131116",131116,Mk10,DS,1,0,1,,,23:09:50 26-Feb-2016,P,B,-64.1240,-60.9910,,,8,,401677416,-135,
"131116",131116,Mk10,DS,3,0,0,314,156,23:22:17 26-Feb-2016,K,A,-64.1300,-60.9730,,,8,,401677420,-125,
"131116",131116,Mk10,DS,3,0,3,74,61,23:41:51 26-Feb-2016,R,A,-64.0720,-60.9390,,,8,,401677432,-135,
"131116",131116,Mk10,DS,4,0,2,170,43,00:25:21 27-Feb-2016,A,1,-64.1020,-60.9980,,,58,,401677416,-119,
"131116",131116,Mk10,DS,4,0,0,141,47,00:43:38 27-Feb-2016,N,3,-64.0980,-61.0030,,,56,,401677415,-123,
"131116",131116,Mk10,DS,1,0,0,,,01:08:24 27-Feb-2016,K,B,-64.1050,-61.0200,,,6,,401677417,-137,
"131116",131116,Mk10,DS,4,0,2,135,43,02:10:35 27-Feb-2016,A,0,-64.1040,-60.9880,,,48,,401677419,-126,
"131116",131116,Mk10,DS,6,0,2,69,43,02:26:32 27-Feb-2016,N,2,-64.1150,-60.9780,,,56,,401677421,-135,
"131116",131116,Mk10,DS,6,0,2,81,43,02:29:17 27-Feb-2016,P,1,-64.0930,-60.9680,,,46,,401677422,-133,
"131116",131116,Mk10,DS,2,0,0,115,115,02:41:34 27-Feb-2016,K,B,-64.0930,-60.9680,,,6,,401677418,-135,
"131116",131116,Mk10,DS,4,0,1,139,47,03:51:09 27-Feb-2016,A,2,-64.1070,-61.0090,,,58,,401677417,-118,
"131116",131116,Mk10,DS,5,0,0,110,42,04:03:56 27-Feb-2016,N,1,-64.1080,-61.0090,,,56,,401677416,-127,
"131116",131116,Mk10,DS,7,0,4,104,48,04:10:09 27-Feb-2016,P,2,-64.1090,-60.9980,,,56,,401677416,-121,
"131116",131116,Mk10,DS,3,0,1,104,42,04:18:01 27-Feb-2016,K,A,-64.1040,-61.0140,,,6,,401677414,-133,
"131116",131116,Mk10,DS,1,0,0,,,05:30:38 27-Feb-2016,A,B,-64.1100,-60.9820,,,8,,401677412,-130,
"131116",131116,Mk10,DS,1,0,0,,,05:41:40 27-Feb-2016,N,B,-64.1070,-60.9870,,,8,,401677416,-126,
"131116",131116,Mk10,DS,3,0,0,209,187,05:52:40 27-Feb-2016,P,A,-64.1160,-60.9450,,,6,,401677419,-125,
"131116",131116,Mk10,DS,3,0,0,152,122,05:58:39 27-Feb-2016,K,A,-64.1230,-60.9710,,,6,,401677417,-123,
"131116",131116,Mk10,DS,3,0,1,181,44,07:10:07 27-Feb-2016,A,A,-64.1230,-60.9550,,,8,,401677419,-127,
"131116",131116,Mk10,DS,11,0,2,64,42,07:24:43 27-Feb-2016,N,3,-64.1240,-60.9980,,,58,,401677417,-123,
"131116",131116,Mk10,DS,5,0,1,102,44,07:33:01 27-Feb-2016,P,2,-64.1290,-60.9970,,,56,,401677418,-129,
"131116",131116,Mk10,DS,6,0,3,101,49,07:35:20 27-Feb-2016,K,2,-64.1260,-61.0140,,,56,,401677418,-121,
"131116",131116,Mk10,DS,2,0,0,142,142,08:20:41 27-Feb-2016,R,B,-64.1420,-60.9870,,,8,,401677416,-128,
"131116",131116,Mk10,DS,2,0,0,80,80,08:46:09 27-Feb-2016,A,B,-64.1470,-60.9710,,,6,,401677426,-124,
"131116",131116,Mk10,DS,2,0,0,100,100,09:03:40 27-Feb-2016,N,B,-64.1460,-60.9980,,,6,,401677424,-128,
"131116",131116,Mk10,DS,2,0,1,127,127,09:15:55 27-Feb-2016,K,B,-64.1640,-60.9940,,,6,,401677416,-125,
"131116",131116,Mk10,DS,2,0,1,49,49,10:03:06 27-Feb-2016,R,B,-64.1530,-61.0110,,,8,,401677420,-126,
"131116",131116,Mk10,DS,4,0,1,80,43,10:27:11 27-Feb-2016,A,1,-64.1500,-61.0120,,,46,,401677410,-125,
"131116",131116,Mk10,DS,1,0,1,,,10:42:39 27-Feb-2016,N,B,-64.1480,-61.0050,,,8,,401677410,-133,
"131116",131116,Mk10,DS,1,0,0,,,11:17:19 27-Feb-2016,B,B,-64.1390,-60.9990,,,8,,401677406,-131,
"131116",131116,Mk10,DS,3,0,1,52,47,11:37:40 27-Feb-2016,R,A,-64.1340,-60.9770,,,6,,401677421,-130,
"131116",131116,Mk10,DS,3,0,0,120,53,12:03:16 27-Feb-2016,A,A,-64.1260,-61.0160,,,6,,401677420,-120,
"131116",131116,Mk10,DS,1,0,0,,,13:19:29 27-Feb-2016,R,B,-64.1270,-61.0340,,,8,,401677430,-136,
"131116",131116,Mk10,DS,3,0,1,50,46,13:47:31 27-Feb-2016,A,A,-64.1180,-61.0960,,,6,,401677423,-121,
"131116",131116,Mk10,DS,1,0,0,,,15:02:42 27-Feb-2016,R,B,-64.1200,-61.1040,,,8,,401677422,-130,
"131116",131116,Mk10,DS,1,0,0,,,15:30:36 27-Feb-2016,A,B,-64.1190,-61.1040,,,6,,401677422,-122,
"131116",131116,Mk10,DS,1,0,1,,,16:36:48 27-Feb-2016,R,B,-64.1200,-61.1090,,,8,,401677422,-137,
"131116",131116,Mk10,DS,4,0,4,63,49,18:01:27 27-Feb-2016,P,1,-64.1080,-61.0070,,,58,,401677424,-124,
"131116",131116,Mk10,DS,3,0,3,51,42,18:13:41 27-Feb-2016,R,A,-64.1060,-61.0040,,,6,,401677424,-133,
"131116",131116,Mk10,DS,7,0,3,70,51,19:39:35 27-Feb-2016,P,2,-64.1040,-61.0120,,,58,,401677418,-122,
"131116",131116,Mk10,DS,3,0,3,144,144,19:56:17 27-Feb-2016,R,A,-64.1010,-60.9810,,,6,,401677417,-121,
"131116",131116,Mk10,DS,5,0,1,62,45,21:08:47 27-Feb-2016,N,0,-64.1220,-61.0470,,,58,,401677416,-129,
"131116",131116,Mk10,DS,6,0,2,79,44,21:21:15 27-Feb-2016,P,1,-64.1230,-61.1140,,,46,,401677418,-121,
"131116",131116,Mk10,DS,2,0,0,190,190,21:20:34 27-Feb-2016,K,B,-64.1210,-61.0440,,,6,,401677424,-133,
"131116",131116,Mk10,DS,6,0,2,123,42,21:32:40 27-Feb-2016,R,1,-64.1300,-61.0790,,,46,,401677415,-126,
"131116",131116,Mk10,DS,3,0,2,50,48,22:53:25 27-Feb-2016,N,A,-64.1320,-61.0710,,,7,,401677431,-124,
"131116",131116,Mk10,DS,4,0,2,209,43,23:01:31 27-Feb-2016,K,0,-64.1250,-61.0770,,,46,,401677420,-125,
