"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",166127,13440,-64.69447,-62.30768,1,05/03/2017 23:21:12,Argos,0,136,NP,,401677284.7,05/03/2017 23:21:43,1,5,0,-131,401677284.7,-62.30768,-64.69447,-62.30768,-64.69447,58,3,1158,3472,386,34,1810,54,228,213,70,233,136,10,16,24,0,32,0,2,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.65939,-62.29362,A,05/03/2017 23:28:07,Argos,0,541,NN,,401677279.55,05/03/2017 23:22:23,1,3,0,-130,401677279.55,-62.29362,-64.65939,-62.29362,-64.65939,8,3,3832,8128,1806,168,1456,34,229,149,70,227,0,121,3,0,32,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69447,-62.30768,1,05/03/2017 23:21:12,Argos,0,136,NP,,401677284.7,05/03/2017 23:22:23,2,5,0,-131,401677284.7,-62.30768,-64.69447,-62.30768,-64.69447,58,3,1158,3472,386,34,1810,34,229,149,70,227,0,121,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.65939,-62.29362,A,05/03/2017 23:28:07,Argos,0,541,NN,,401677279.55,05/03/2017 23:30:36,1,3,0,-130,401677279.55,-62.29362,-64.65939,-62.29362,-64.65939,8,3,3832,8128,1806,168,1456,74,178,165,70,231,130,8,4,24,33,0,192,0,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.65939,-62.29362,A,05/03/2017 23:28:07,Argos,0,541,NN,,401677279.55,05/03/2017 23:31:24,1,3,0,-130,401677279.55,-62.29362,-64.65939,-62.29362,-64.65939,8,3,3832,8128,1806,168,1456,54,228,213,70,233,136,10,16,24,0,32,0,2,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69196,-62.2691,A,05/03/2017 23:45:28,Argos,0,120,NK,,401677285.99,05/03/2017 23:44:23,1,3,0,-140,401677285.99,-62.2691,-64.69196,-62.2691,-64.69196,6,3,733,12356,43,78,1217,74,178,165,86,231,130,21,42,21,42,84,170,247,238,250,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69196,-62.2691,A,05/03/2017 23:45:28,Argos,0,120,NK,,401677285.99,05/03/2017 23:45:39,1,3,0,-140,401677285.99,-62.2691,-64.69196,-62.2691,-64.69196,6,3,733,12356,43,78,1217,35,165,149,70,227,0,89,3,0,0,64,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69196,-62.2691,A,05/03/2017 23:45:28,Argos,0,120,NK,,401677285.99,05/03/2017 23:46:23,1,3,0,-140,401677285.99,-62.2691,-64.69196,-62.2691,-64.69196,6,3,733,12356,43,78,1217,21,247,101,70,235,124,149,30,32,177,20,7,131,5,9,135,128,0,0,,,,,,,,,,,,,
"",166127,13440,-64.65373,-62.28915,B,05/04/2017 01:12:48,Argos,0,29,NN,,401677281.93,05/04/2017 01:12:33,1,2,0,-133,401677281.93,-62.28915,-64.65373,-62.28915,-64.65373,8,3,2049,5325,788,89,3788,54,228,213,70,233,136,10,16,24,0,32,0,2,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.65373,-62.28915,B,05/04/2017 01:12:48,Argos,0,29,NN,,401677281.93,05/04/2017 01:13:03,1,2,0,-133,401677281.93,-62.28915,-64.65373,-62.28915,-64.65373,8,3,2049,5325,788,89,3788,34,229,149,70,231,0,125,3,2,32,2,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69442,-62.27061,1,05/04/2017 01:28:24,Argos,0,140,NK,,401677279.17,05/04/2017 01:27:23,1,4,0,-131,401677279.17,-62.27061,-64.69442,-62.27061,-64.69442,56,3,1131,6842,186,56,1519,34,229,149,70,227,0,121,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69442,-62.27061,1,05/04/2017 01:28:24,Argos,0,140,NK,,401677279.17,05/04/2017 01:27:53,1,4,0,-131,401677279.17,-62.27061,-64.69442,-62.27061,-64.69442,56,3,1131,6842,186,56,1519,21,247,101,70,235,124,149,30,32,177,20,7,131,5,9,135,128,0,0,,,,,,,,,,,,,
"",166127,13440,-64.69442,-62.27061,1,05/04/2017 01:28:24,Argos,0,140,NK,,401677279.17,05/04/2017 01:28:38,1,4,0,-131,401677279.17,-62.27061,-64.69442,-62.27061,-64.69442,56,3,1131,6842,186,56,1519,72,182,5,71,40,134,0,0,0,34,98,0,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69442,-62.27061,1,05/04/2017 01:28:24,Argos,0,140,NK,,401677279.17,05/04/2017 01:29:43,1,4,0,-131,401677279.17,-62.27061,-64.69442,-62.27061,-64.69442,56,3,1131,6842,186,56,1519,59,104,165,71,40,134,0,16,24,48,226,2,128,64,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69932,-62.18821,B,05/04/2017 02:35:12,Argos,0,120,NP,,401677304.4,05/04/2017 02:34:13,1,2,0,-135,401677304.4,-62.18821,-64.69932,-62.18821,-64.69932,7,3,1285,3102,531,25,2483,32,97,197,71,35,0,122,13,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69932,-62.18821,B,05/04/2017 02:35:12,Argos,0,120,NP,,401677304.4,05/04/2017 02:36:13,1,2,0,-135,401677304.4,-62.18821,-64.69932,-62.18821,-64.69932,7,3,1285,3102,531,25,2483,54,228,213,70,233,136,10,16,24,0,32,37,121,233,192,,,,,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:10:47,1,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,34,229,149,70,227,0,121,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:11:41,1,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,29,247,101,70,235,252,151,14,32,177,20,7,131,5,9,135,128,0,0,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:12:24,1,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,72,182,5,71,40,134,0,0,0,34,98,0,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:13:49,1,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,32,97,229,71,35,0,122,13,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:14:33,1,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,30,31,229,71,42,98,160,8,17,223,39,253,245,204,66,253,252,194,24,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:15:03,1,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,74,178,165,70,231,130,8,4,24,33,0,192,0,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:15:37,1,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,54,228,213,70,233,136,10,16,24,0,32,0,2,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:16:25,2,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,34,229,149,70,227,0,121,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.72583,-62.26201,1,05/04/2017 03:13:02,Argos,0,256,MA,,401677296.57,05/04/2017 03:17:05,1,6,0,-123,401677296.57,-62.26201,-64.72583,-62.26201,-64.72583,48,3,646,5051,82,79,275,4,5,72,52,66,189,240,48,184,6,144,5,3,152,99,253,60,4,66,118,0,0,0,,,,,,,,,
"",166127,13440,-64.71678,-62.21651,A,05/04/2017 04:17:45,Argos,0,103,NP,,401677302.94,05/04/2017 04:17:00,1,3,0,-133,401677302.94,-62.21651,-64.71678,-62.21651,-64.71678,8,3,1209,14536,100,99,1870,34,229,149,70,227,0,121,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71678,-62.21651,A,05/04/2017 04:17:45,Argos,0,103,NP,,401677302.94,05/04/2017 04:17:33,1,3,0,-133,401677302.94,-62.21651,-64.71678,-62.21651,-64.71678,8,3,1209,14536,100,99,1870,21,247,101,70,235,124,149,30,32,177,20,7,131,5,9,135,128,0,0,,,,,,,,,,,,,
"",166127,13440,-64.71678,-62.21651,A,05/04/2017 04:17:45,Argos,0,103,NP,,401677302.94,05/04/2017 04:18:43,1,3,0,-133,401677302.94,-62.21651,-64.71678,-62.21651,-64.71678,8,3,1209,14536,100,99,1870,59,104,165,71,40,134,0,16,24,16,226,2,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71883,-62.27469,B,05/04/2017 06:00:55,Argos,0,0,NP,,401677300.16,05/04/2017 06:00:56,1,1,0,-137,401677300.16,-62.27469,-64.71883,-62.27469,-64.71883,8,3,1505,3944,574,92,4248,59,104,165,71,40,134,0,16,24,48,226,2,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71621,-62.25939,B,05/04/2017 06:06:12,Argos,0,0,NN,,401677296.71,05/04/2017 06:06:13,1,1,0,-133,401677296.71,-62.25939,-64.71621,-62.25939,-64.71621,6,2,1495,3386,660,89,4220,70,215,85,72,8,131,2,0,0,0,100,128,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69593,-62.25638,1,05/04/2017 06:20:10,Argos,0,141,NK,,401677302.39,05/04/2017 06:19:03,1,5,0,-132,401677302.39,-62.25638,-64.69593,-62.25638,-64.69593,56,3,984,2497,387,39,1366,72,182,5,71,40,134,0,0,0,34,98,0,128,32,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69593,-62.25638,1,05/04/2017 06:20:10,Argos,0,141,NK,,401677302.39,05/04/2017 06:19:33,1,5,0,-132,401677302.39,-62.25638,-64.69593,-62.25638,-64.69593,56,3,984,2497,387,39,1366,59,104,165,71,40,134,0,16,24,48,226,2,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69593,-62.25638,1,05/04/2017 06:20:10,Argos,0,141,NK,,401677302.39,05/04/2017 06:20:13,1,5,0,-132,401677302.39,-62.25638,-64.69593,-62.25638,-64.69593,56,3,984,2497,387,39,1366,32,97,229,71,35,0,106,33,48,152,198,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69593,-62.25638,1,05/04/2017 06:20:10,Argos,0,141,NK,,401677302.39,05/04/2017 06:20:43,1,5,0,-132,401677302.39,-62.25638,-64.69593,-62.25638,-64.69593,56,3,984,2497,387,39,1366,30,31,229,71,42,98,160,8,16,39,36,35,47,155,20,128,0,0,0,,,,,,,,,,,,,
"",166127,13440,-64.69593,-62.25638,1,05/04/2017 06:20:10,Argos,0,141,NK,,401677302.39,05/04/2017 06:21:24,1,5,0,-132,401677302.39,-62.25638,-64.69593,-62.25638,-64.69593,56,3,984,2497,387,39,1366,74,154,165,70,231,130,8,4,24,33,0,192,0,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69166,-62.28681,A,05/04/2017 07:35:37,Argos,0,69,NP,,401677297.25,05/04/2017 07:35:03,1,3,0,-134,401677297.25,-62.28681,-64.69166,-62.28681,-64.69166,8,3,1441,22071,94,89,3728,38,25,213,72,3,0,114,2,0,6,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69166,-62.28681,A,05/04/2017 07:35:37,Argos,0,69,NP,,401677297.25,05/04/2017 07:35:37,1,3,0,-134,401677297.25,-62.28681,-64.69166,-62.28681,-64.69166,8,3,1441,22071,94,89,3728,20,174,101,72,10,93,29,137,134,141,148,150,54,165,23,128,0,0,0,,,,,,,,,,,,,
"",166127,13440,-64.69166,-62.28681,A,05/04/2017 07:35:37,Argos,0,69,NP,,401677297.25,05/04/2017 07:36:13,1,3,0,-134,401677297.25,-62.28681,-64.69166,-62.28681,-64.69166,8,3,1441,22071,94,89,3728,72,183,5,71,40,134,0,0,0,34,98,0,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69498,-62.33809,A,05/04/2017 07:46:21,Argos,0,73,NN,,401677286.9,05/04/2017 07:45:42,1,3,0,-130,401677286.9,-62.33809,-64.69498,-62.33809,-64.69498,6,3,796,8856,71,97,2234,59,104,165,71,40,134,0,16,24,48,226,2,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69498,-62.33809,A,05/04/2017 07:46:21,Argos,0,73,NN,,401677286.9,05/04/2017 07:46:26,1,3,0,-130,401677286.9,-62.33809,-64.69498,-62.33809,-64.69498,6,3,796,8856,71,97,2234,32,97,229,71,35,0,122,13,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69498,-62.33809,A,05/04/2017 07:46:21,Argos,0,73,NN,,401677286.9,05/04/2017 07:46:56,1,3,0,-130,401677286.9,-62.33809,-64.69498,-62.33809,-64.69498,6,3,796,8856,71,97,2234,30,31,229,71,42,98,160,8,16,39,36,35,47,155,20,128,0,32,0,,,,,,,,,,,,,
"",166127,13440,-64.69184,-62.28284,B,05/04/2017 07:58:45,Argos,0,0,NK,,401677298.45,05/04/2017 07:58:46,1,1,0,-137,401677298.45,-62.28284,-64.69184,-62.28284,-64.69184,6,3,1631,11191,237,89,4224,54,228,213,70,233,136,10,16,24,0,32,0,2,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69533,-62.30655,1,05/04/2017 08:12:19,Argos,0,110,MA,,401677291.45,05/04/2017 08:11:23,1,4,0,-129,401677291.45,-62.30655,-64.69533,-62.30655,-64.69533,58,3,1134,6413,200,109,2115,20,174,101,72,10,95,157,169,134,13,148,148,6,229,55,194,0,1,2,,,,,,,,,,,,,
"",166127,13440,-64.69533,-62.30655,1,05/04/2017 08:12:19,Argos,0,110,MA,,401677291.45,05/04/2017 08:12:00,1,4,0,-129,401677291.45,-62.30655,-64.69533,-62.30655,-64.69533,58,3,1134,6413,200,109,2115,72,182,5,71,40,134,0,0,0,34,98,0,192,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69533,-62.30655,1,05/04/2017 08:12:19,Argos,0,110,MA,,401677291.45,05/04/2017 08:12:43,1,4,0,-129,401677291.45,-62.30655,-64.69533,-62.30655,-64.69533,58,3,1134,6413,200,109,2115,59,104,165,71,40,134,0,16,24,48,226,2,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.69533,-62.30655,1,05/04/2017 08:12:19,Argos,0,110,MA,,401677291.45,05/04/2017 08:13:13,1,4,0,-129,401677291.45,-62.30655,-64.69533,-62.30655,-64.69533,58,3,1134,6413,200,109,2115,32,97,229,71,163,0,122,13,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71567,-62.24575,1,05/04/2017 09:24:28,Argos,0,158,NN,,401677302.92,05/04/2017 09:23:13,1,5,0,-133,401677302.92,-62.24575,-64.71567,-62.24575,-64.71567,58,3,670,6669,67,106,737,34,229,149,70,227,0,121,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71567,-62.24575,1,05/04/2017 09:24:28,Argos,0,158,NN,,401677302.92,05/04/2017 09:23:43,1,5,0,-133,401677302.92,-62.24575,-64.71567,-62.24575,-64.71567,58,3,670,6669,67,106,737,21,247,101,70,235,124,149,30,32,177,20,7,131,5,9,135,128,0,0,,,,,,,,,,,,,
"",166127,13440,-64.71567,-62.24575,1,05/04/2017 09:24:28,Argos,0,158,NN,,401677302.92,05/04/2017 09:24:25,1,5,0,-133,401677302.92,-62.24575,-64.71567,-62.24575,-64.71567,58,3,670,6669,67,106,737,70,215,21,72,8,131,2,0,0,0,100,128,128,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71567,-62.24575,1,05/04/2017 09:24:28,Argos,0,158,NN,,401677302.92,05/04/2017 09:25:10,1,5,0,-133,401677302.92,-62.24575,-64.71567,-62.24575,-64.71567,58,3,670,6669,67,106,737,57,186,5,72,8,132,0,0,0,0,2,134,0,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71567,-62.24575,1,05/04/2017 09:24:28,Argos,0,158,NN,,401677302.92,05/04/2017 09:25:51,1,5,0,-133,401677302.92,-62.24575,-64.71567,-62.24575,-64.71567,58,3,670,6669,67,106,737,38,25,197,72,3,0,114,6,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71402,-62.25858,B,05/04/2017 09:39:48,Argos,0,34,NK,,401677310.82,05/04/2017 09:39:32,1,2,0,-131,401677310.82,-62.25858,-64.71402,-62.25858,-64.71402,6,3,783,1568,390,76,1188,32,97,229,71,35,0,122,13,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",166127,13440,-64.71402,-62.25858,B,05/04/2017 09:39:48,Argos,0,34,NK,,401677310.82,05/04/2017 09:40:06,1,2,0,-131,401677310.82,-62.25858,-64.71402,-62.25858,-64.71402,6,3,783,1568,390,76,1188,30,31,229,71,42,98,160,8,16,39,36,35,47,155,20,128,0,0,0,,,,,,,,,,,,,
"",166127,13440,-64.72174,-62.26033,B,05/04/2017 11:09:42,Argos,0,0,NN,,401677305.01,05/04/2017 11:09:42,1,1,0,-137,401677305.01,-62.26033,-64.72174,-62.26033,-64.72174,8,3,2218,4981,987,88,3794,74,178,165,70,231,130,8,4,24,33,0,192,0,0,0,,,,,,,,,,,,,,,,,
"",166127,13440,-64.72113,-62.23092,2,05/04/2017 11:28:17,Argos,0,218,MA,,401677304.65,05/04/2017 11:26:45,1,4,0,-122,401677304.65,-62.23092,-64.72113,-62.23092,-64.72113,56,3,389,1102,137,90,276,30,31,229,71,42,98,160,8,16,39,36,35,47,155,20,128,0,0,0,,,,,,,,,,,,,
"",166127,13440,-64.72113,-62.23092,2,05/04/2017 11:28:17,Argos,0,218,MA,,401677304.65,05/04/2017 11:28:25,1,4,0,-122,401677304.65,-62.23092,-64.72113,-62.23092,-64.72113,56,3,389,1102,137,90,276,124,197,87,158,51,122,175,178,178,156,60,4,0,9,174,,,,,,,,,,,,,,,,,
