DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131134",131134,Mk10,DS,4,0,2,56,47,00:08:09 26-Apr-2016,A,0,-65.0590,-63.1390,,,56,,401677541,-129,
"131134",131134,Mk10,DS,2,0,0,93,93,01:13:03 26-Apr-2016,N,B,-65.1280,-63.1890,,,7,,401677546,-131,
"131134",131134,Mk10,DS,5,0,3,79,47,01:28:05 26-Apr-2016,P,1,-65.0680,-63.0440,,,56,,401677541,-130,
"131134",131134,Mk10,DS,3,0,0,53,47,01:30:54 26-Apr-2016,K,A,-65.0630,-63.0570,,,6,,401677540,-128,
"131134",131134,Mk10,DS,6,0,0,54,47,01:48:36 26-Apr-2016,A,1,-65.0680,-63.0630,,,56,,401677537,-122,
"131134",131134,Mk10,DS,2,0,2,386,386,02:39:51 26-Apr-2016,B,B,-65.0620,-63.1740,,,8,,401677538,-129,
"131134",131134,Mk10,DS,4,0,1,55,46,02:44:59 26-Apr-2016,N,0,-65.0700,-63.1610,,,58,,401677530,-128,
"131134",131134,Mk10,DS,4,0,1,57,47,03:03:15 26-Apr-2016,P,2,-65.0650,-63.1320,,,56,,401677535,-125,
"131134",131134,Mk10,DS,4,0,0,50,47,03:13:32 26-Apr-2016,K,0,-65.0470,-63.0970,,,56,,401677545,-131,
"131134",131134,Mk10,DS,4,0,1,212,47,03:29:42 26-Apr-2016,A,2,-65.0610,-63.1930,,,56,,401677537,-120,
"131134",131134,Mk10,DS,3,0,1,282,50,04:27:07 26-Apr-2016,N,A,-65.0630,-63.1000,,,8,,401677541,-130,
"131134",131134,Mk10,DS,1,0,1,,,04:22:06 26-Apr-2016,B,B,-65.0750,-63.1910,,,8,,401677538,-135,
"131134",131134,Mk10,DS,6,0,0,47,47,04:48:35 26-Apr-2016,K,1,-65.0360,-63.1760,,,56,,401677533,-128,
"131134",131134,Mk10,DS,6,0,1,47,47,04:48:35 26-Apr-2016,P,2,-65.0310,-63.1600,,,50,,401677539,-121,
"131134",131134,Mk10,DS,5,0,1,76,46,05:12:50 26-Apr-2016,A,2,-65.0280,-63.1510,,,56,,401677542,-121,
"131134",131134,Mk10,DS,5,0,0,138,81,06:06:01 26-Apr-2016,N,2,-65.0020,-63.2480,,,58,,401677537,-128,
"131134",131134,Mk10,DS,4,0,0,88,47,06:28:09 26-Apr-2016,P,3,-65.0050,-63.2760,,,56,,401677538,-127,
"131134",131134,Mk10,DS,4,0,0,88,47,06:28:09 26-Apr-2016,K,2,-65.0010,-63.2820,,,50,,401677538,-124,
"131134",131134,Mk10,DS,2,0,0,184,184,06:50:56 26-Apr-2016,A,B,-65.0040,-63.2750,,,6,,401677545,-126,
"131134",131134,Mk10,DS,1,0,1,,,07:37:57 26-Apr-2016,B,B,-65.0060,-63.2760,,,8,,401677548,-133,
"131134",131134,Mk10,DS,5,0,1,179,47,07:44:02 26-Apr-2016,N,1,-64.9930,-63.3670,,,56,,401677538,-128,
"131134",131134,Mk10,DS,3,0,1,71,57,08:11:27 26-Apr-2016,P,A,-64.9840,-63.3220,,,6,,401677527,-135,
"131134",131134,Mk10,DS,3,0,0,71,57,08:11:27 26-Apr-2016,K,A,-64.9920,-63.3770,,,6,,401677537,-125,
"131134",131134,Mk10,DS,4,0,0,66,48,08:25:45 26-Apr-2016,A,1,-64.9810,-63.4460,,,56,,401677531,-126,
"131134",131134,Mk10,DS,2,0,2,551,551,09:08:01 26-Apr-2016,R,B,-64.9800,-63.4530,,,8,,401677536,-136,
