DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131134",131134,Mk10,Strong,26-Apr-2016,01:48:43,26-Apr-2016,01:49:58
"131134",131134,Mk10,Strong,11-May-2016,22:51:45,11-May-2016,22:53:01
