13440 123232   3  7 N B 2013-10-30 07:49:49 -60.842  302.561  0.000 401677254
      2013-10-30 07:49:50  1         75          128          203           57
                                     20           02           27
13440 123232   3  7 R
      2013-10-31 13:08:08  1         75          128          204           57
                                     04           02           42
