13440 112750   5  7 R B 2013-06-15 00:02:52 -60.871  282.389  0.000 401677528
      2013-06-15 00:02:21  1        132          123          201           61
                                     92          113          180
      2013-06-15 00:03:24  1        132          124          199           62
                                     94          113          180
13440 112750   3  7 A B 2013-06-15 00:50:07 -60.821  282.437  0.000 401677554
      2013-06-15 00:50:08  1        133          122          201           61
                                     93          113          180
13440 112750   3  7 N B 2013-06-15 06:34:01 -60.525  282.345  0.000 401677545
      2013-06-15 06:34:01  1        133          123          196           65
                                     94          113          181
13440 112750   5  7 R B 2013-06-15 12:07:39 -60.114  282.180  0.000 401677544
      2013-06-15 12:06:32  1        133          122          196           67
                                     89          113          181
      2013-06-15 12:08:46  1        133          124          197           62
                                     95          113          181
13440 112750   5  7 L B 2013-06-15 12:48:47 -60.062  282.240  0.000 401677553
      2013-06-15 12:48:15  1        133          123          197           61
                                     90           98           74
      2013-06-15 12:49:20  1        133          123          192          120
                                    113           18           49
13440 112750   3  7 B B 2013-06-15 13:20:07 -60.032  282.256  0.000 401677553
      2013-06-15 13:20:07  1        133          124          196           63
                                     90          113          178
13440 112750   3  7 R B 2013-06-15 13:44:06 -59.996  282.227  0.000 401677566
      2013-06-15 13:44:06  1        133          117          154          226
                                    189          234           11
13440 112750   3  7 P B 2013-06-15 19:11:41 -59.660  282.280  0.000 401677573
      2013-06-15 19:11:41  1        133          123          197           63
                                     93          113          181
13440 112750   3  7 R B 2013-06-15 23:34:02 -59.342  282.334  0.000 401677571
      2013-06-15 23:34:03  1        133          122          198           63
                                    115          190          212
13440 112750   3  7 N B 2013-06-15 23:40:22 -59.278  282.105  0.000 401677608
      2013-06-15 23:40:22  1        133          121          198           61
                                     89          109          192
13440 112750   3  7 P B 2013-06-16 00:07:45 -59.354  282.067  0.000 401677591
      2013-06-16 00:07:45  1        132          122          198           63
                                     94          109          182
13440 112750   3  7 K B 2013-06-16 01:35:04 -59.275  282.046  0.000 401677600
      2013-06-16 01:35:04  1        133           60           34           04
                                     54           02          229
13440 112750   3  7 A B 2013-06-16 05:34:00 -59.060  282.025  0.000 401677598
      2013-06-16 05:34:01  1        133          119          198           63
                                     90          109          198
13440 112750   3  7 L B 2013-06-16 05:59:28 -59.011  282.019  0.000 401677600
      2013-06-16 05:59:29  1        132           90           15          177
                                    203          169          227
13440 112750   5  7 N B 2013-06-16 06:18:39 -59.069  281.916  0.000 401677638
      2013-06-16 06:17:16  1        133          120          197           41
                                    237           31          119
      2013-06-16 06:20:04  1        133          119          197           62
                                     90          109          200
13440 112750   5  7 P B 2013-06-16 06:45:10 -59.143  281.449  0.000 401677546
      2013-06-16 06:44:01  1        133          119          196           63
                                     89          109          199
      2013-06-16 06:46:19  1        133          121          198           59
                                     94          109          199
13440 112750   5  7 L B 2013-06-16 07:39:18 -59.113  281.288  0.000 401677513
      2013-06-16 07:37:44  1        133          127          197           62
                                     90          117          199
      2013-06-16 07:40:53  1        133          127          197           60
                                     92          117          199
13440 112750   3  7 A B 2013-06-16 13:41:08 -58.785  280.942  0.000 401677534
      2013-06-16 13:41:09  1        133          113           32          234
                                    176          132          250
13440 113206   6  3 L 1 2013-06-15 01:29:24   1.370  280.436  0.000 401677513
      2013-06-15 01:25:10  1 0.29740E+2   0.33920E+1   0.36400E+3
      2013-06-15 01:27:56  1 0.29740E+2   0.33760E+1   0.40400E+3
      2013-06-15 01:28:42  1 0.29740E+2   0.33760E+1   0.44400E+3
      2013-06-15 01:29:12  1 0.29740E+2   0.33760E+1   0.36800E+3
      2013-06-15 01:31:47  1 0.29740E+2   0.33920E+1   0.35600E+3
13440 113206   3  3 B B 2013-06-15 02:09:02   1.377  280.476  0.000 401677517
      2013-06-15 02:08:24  1 0.29504E+2   0.33920E+1   0.35600E+3
      2013-06-15 02:09:40  1 0.29740E+2   0.33440E+1   0.41200E+3
13440 113206   3  3 A B 2013-06-15 02:49:50   1.389  280.498  0.000 401677514
      2013-06-15 02:49:31  1 0.29504E+2   0.33600E+1   0.38800E+3
      2013-06-15 02:50:11  1 0.29504E+2   0.33760E+1   0.35600E+3
13440 113206   3  3 L B 2013-06-15 03:05:39   1.403  280.542  0.000 401677516
      2013-06-15 03:05:39  1 0.29504E+2   0.33280E+1   0.46800E+3
      2013-06-15 03:10:35  1 0.29504E+2   0.33280E+1   0.35600E+3
13440 113206   2  3 R B 2013-06-15 12:25:27   1.615  280.860  0.000 401677502
      2013-06-15 12:25:27  1 0.29740E+2   0.33920E+1   0.35200E+3
13440 113206   2  3 L B 2013-06-15 14:15:17   1.642  280.865  0.000 401677516
      2013-06-15 14:15:18  1 0.29504E+2   0.34080E+1   0.32400E+3
13440 113206   3  3 A B 2013-06-15 15:26:26   1.624  280.867  0.000 401677507
      2013-06-15 15:26:12  1 0.29504E+2   0.33920E+1   0.34800E+3
      2013-06-15 15:26:41  1 0.29504E+2   0.33920E+1   0.35600E+3
13440 113206   2  3 R B 2013-06-16 00:53:50   1.853  281.228  0.000 401677498
      2013-06-16 00:53:50  1 0.29740E+2   0.34080E+1   0.36000E+3
13440 113206   5  3 L 1 2013-06-16 01:17:09   1.929  281.230  0.000 401677531
      2013-06-16 01:15:12  1 0.29740E+2   0.34080E+1   0.36000E+3
      2013-06-16 01:16:00  1 0.29740E+2   0.33760E+1   0.52000E+3
      2013-06-16 01:17:17  1 0.29740E+2   0.33920E+1   0.40800E+3
      2013-06-16 01:18:13  1 0.29740E+2   0.34240E+1   0.31200E+3
13440 113206   5  3 A 0 2013-06-16 02:35:35   2.022  281.201  0.000 401677514
      2013-06-16 02:25:15  1 0.29504E+2   0.34080E+1   0.34800E+3
      2013-06-16 02:34:39  1 0.22896E+2   0.33760E+1   0.35600E+3
      2013-06-16 02:35:19  1 0.25256E+2   0.33440E+1   0.41200E+3
      2013-06-16 02:36:50  1 0.28088E+2   0.33920E+1   0.32000E+3
13440 113206   7  3 L 3 2013-06-16 02:55:33   2.021  281.246  0.000 401677518
      2013-06-16 02:54:03  1 0.29740E+2   0.33280E+1   0.40800E+3
      2013-06-16 02:55:52  1 0.29740E+2   0.33920E+1   0.34800E+3
      2013-06-16 02:56:44  1 0.29740E+2   0.33600E+1   0.35600E+3
      2013-06-16 02:57:57  1 0.29740E+2   0.33760E+1   0.38800E+3
