DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
131132,131132,Mk10,Strong,25-Apr-2016,23:52:58,25-Apr-2016,23:53:58
131132,131132,Mk10,Strong,07-Jun-2016,20:54:44,07-Jun-2016,20:55:47
