DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
131132,131132,Mk10,,50,1251,99,2,2717,,,,,44,20:03:17 25-Apr-2016,21:14:24 17-Oct-2016,175,19:00:00 25-Apr-2016,18:00:00 09-Jun-2016,45,,,
