DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
131132,131132,Mk10,DS,3,1,1,,,20:03:21 25-Apr-2016,N,A,-49.8460,21.0580,,,,,401677482,-133
131132,131132,Mk10,DS,5,2,2,,,20:23:59 25-Apr-2016,P,1,-65.0640,-63.3890,,,56,,401677575,-130
131132,131132,Mk10,DS,2,0,1,59,59,21:12:32 25-Apr-2016,R,B,-65.0460,-63.3520,,,8,,401677572,-121
131132,131132,Mk10,DS,6,2,0,,,21:43:05 25-Apr-2016,N,1,-65.0430,-63.3540,,,58,,401677576,-124
131132,131132,Mk10,DS,5,0,3,50,45,22:11:23 25-Apr-2016,K,0,-65.0360,-63.3090,,,56,,401677571,-123
131132,131132,Mk10,DS,5,0,1,50,45,22:11:23 25-Apr-2016,P,2,-65.0370,-63.3330,,,50,,401677574,-125
131132,131132,Mk10,DS,3,0,0,254,205,22:51:15 25-Apr-2016,R,A,-65.0400,-63.2970,,,8,,401677575,-125
131132,131132,Mk10,DS,4,0,0,231,93,23:27:48 25-Apr-2016,N,0,-65.0390,-63.2670,,,58,,401677573,-128
131132,131132,Mk10,DS,2,0,0,45,45,23:48:29 25-Apr-2016,P,B,-65.0380,-63.2580,,,6,,401677569,-129
131132,131132,Mk10,DS,5,0,0,142,45,23:53:05 25-Apr-2016,K,3,-65.0480,-63.2400,,,56,,401677574,-120
131132,131132,Mk10,DS,3,0,1,52,50,00:12:07 26-Apr-2016,A,A,-65.0360,-63.2420,,,6,,401677565,-123
131132,131132,Mk10,DS,3,0,1,70,45,00:33:04 26-Apr-2016,R,A,-65.0430,-63.2220,,,6,,401677575,-130
131132,131132,Mk10,DS,5,0,0,90,62,01:06:31 26-Apr-2016,N,2,-65.0320,-63.1540,,,58,,401677574,-123
131132,131132,Mk10,DS,6,0,0,93,47,01:27:08 26-Apr-2016,P,2,-65.0100,-63.1860,,,56,,401677574,-130
131132,131132,Mk10,DS,6,0,1,100,52,01:31:39 26-Apr-2016,K,3,-65.0030,-63.1880,,,56,,401677573,-125
131132,131132,Mk10,DS,4,0,0,156,55,01:52:34 26-Apr-2016,A,1,-65.0050,-63.2440,,,56,,401677573,-116
131132,131132,Mk10,DS,4,0,1,62,45,02:41:42 26-Apr-2016,B,0,-64.9690,-63.2730,,,58,,401677569,-125
131132,131132,Mk10,DS,8,0,0,82,45,02:46:44 26-Apr-2016,N,3,-64.9700,-63.3010,,,56,,401677574,-130
131132,131132,Mk10,DS,5,0,1,113,45,03:06:18 26-Apr-2016,P,3,-64.9610,-63.3570,,,56,,401677571,-126
131132,131132,Mk10,DS,4,0,0,179,45,03:13:18 26-Apr-2016,K,2,-64.9630,-63.3530,,,56,,401677573,-130
131132,131132,Mk10,DS,7,0,1,89,45,03:30:42 26-Apr-2016,A,2,-64.9650,-63.3980,,,56,,401677573,-118
131132,131132,Mk10,DS,5,0,2,164,46,04:28:16 26-Apr-2016,N,2,-64.9490,-63.4870,,,58,,401677573,-132
131132,131132,Mk10,DS,1,0,1,,,04:27:49 26-Apr-2016,B,B,-64.9490,-63.3780,,,8,,401677572,-135
131132,131132,Mk10,DS,6,0,0,91,44,04:45:21 26-Apr-2016,P,2,-64.9560,-63.5080,,,56,,401677572,-122
131132,131132,Mk10,DS,2,0,1,292,292,04:52:15 26-Apr-2016,K,B,-64.9560,-63.5090,,,6,,401677568,-130
131132,131132,Mk10,DS,2,0,1,48,48,05:11:27 26-Apr-2016,A,B,-64.9530,-63.5030,,,6,,401677567,-118
131132,131132,Mk10,DS,2,0,1,94,94,05:58:44 26-Apr-2016,B,B,-64.9380,-63.5450,,,8,,401677572,-132
131132,131132,Mk10,DS,5,0,0,132,53,06:05:02 26-Apr-2016,N,2,-64.9460,-63.5650,,,58,,401677572,-128
131132,131132,Mk10,DS,3,0,1,142,58,06:26:35 26-Apr-2016,K,A,-64.9530,-63.5840,,,6,,401677572,-129
131132,131132,Mk10,DS,2,0,1,227,227,06:27:32 26-Apr-2016,P,B,-64.9520,-63.5960,,,6,,401677574,-127
131132,131132,Mk10,DS,6,0,1,93,44,06:44:56 26-Apr-2016,A,3,-64.9550,-63.5680,,,56,,401677573,-119
131132,131132,Mk10,DS,2,0,0,80,80,07:26:36 26-Apr-2016,R,B,-64.9490,-63.5840,,,8,,401677567,-134
131132,131132,Mk10,DS,8,0,1,107,44,07:45:24 26-Apr-2016,N,2,-64.9610,-63.5680,,,56,,401677572,-125
131132,131132,Mk10,DS,4,0,0,177,44,08:07:22 26-Apr-2016,K,3,-64.9600,-63.5820,,,66,,401677573,-125
131132,131132,Mk10,DS,3,0,0,243,45,08:08:17 26-Apr-2016,P,A,-64.9670,-63.5520,,,6,,401677572,-132
131132,131132,Mk10,DS,5,0,4,137,47,08:24:29 26-Apr-2016,A,1,-64.9730,-63.5630,,,46,,401677570,-129
131132,131132,Mk10,DS,3,0,1,148,55,09:06:59 26-Apr-2016,R,A,-64.9930,-63.5180,,,8,,401677574,-132
131132,131132,Mk10,DS,3,0,0,231,58,09:26:26 26-Apr-2016,N,A,-64.9990,-63.4990,,,6,,401677573,-120
131132,131132,Mk10,DS,2,0,2,562,562,09:45:52 26-Apr-2016,K,B,-65.0080,-63.4670,,,6,,401677573,-132
131132,131132,Mk10,DS,3,0,0,96,50,10:04:31 26-Apr-2016,A,A,-65.0250,-63.5040,,,6,,401677567,-124
131132,131132,Mk10,DS,5,0,1,164,45,10:49:14 26-Apr-2016,R,2,-65.0500,-63.4820,,,58,,401677573,-123
131132,131132,Mk10,DS,2,0,2,47,47,10:56:13 26-Apr-2016,B,B,-65.0510,-63.4830,,,6,,401677575,-133
131132,131132,Mk10,DS,3,0,0,228,70,11:07:47 26-Apr-2016,N,A,-65.0500,-63.4850,,,6,,401677574,-127
131132,131132,Mk10,DS,5,0,2,50,44,11:24:34 26-Apr-2016,K,2,-65.0530,-63.4780,,,56,,401677575,-131
131132,131132,Mk10,DS,4,0,0,49,44,11:41:43 26-Apr-2016,A,1,-65.0600,-63.4780,,,58,,401677573,-122
131132,131132,Mk10,DS,4,0,1,50,45,12:33:37 26-Apr-2016,R,0,-65.0520,-63.4790,,,58,,401677570,-127
131132,131132,Mk10,DS,3,0,2,94,48,12:35:25 26-Apr-2016,B,A,-65.0630,-63.5500,,,6,,401677570,-130
131132,131132,Mk10,DS,2,0,0,484,484,13:22:32 26-Apr-2016,A,B,-65.0700,-63.5480,,,8,,401677571,-122
131132,131132,Mk10,DS,1,0,1,,,14:09:04 26-Apr-2016,R,B,-65.0720,-63.5420,,,8,,401677576,-139
131132,131132,Mk10,DS,1,0,0,,,15:06:21 26-Apr-2016,A,B,-65.0680,-63.5430,,,8,,401677573,-122
131132,131132,Mk10,DS,4,0,0,123,44,00:57:53 27-Apr-2016,N,2,-65.0260,-63.4390,,,58,,401677568,-122
131132,131132,Mk10,DS,2,0,0,190,190,01:10:08 27-Apr-2016,K,B,-65.0280,-63.4240,,,6,,401677569,-127
131132,131132,Mk10,DS,2,0,0,425,425,01:15:15 27-Apr-2016,P,B,-65.0410,-63.4350,,,6,,401677571,-130
131132,131132,Mk10,DS,2,0,0,82,82,01:31:39 27-Apr-2016,A,B,-65.0280,-63.4000,,,6,,401677571,-120
131132,131132,Mk10,DS,2,0,0,307,307,02:20:04 27-Apr-2016,B,B,-65.0280,-63.3990,,,8,,401677574,-127
131132,131132,Mk10,DS,4,0,0,143,48,02:35:39 27-Apr-2016,N,2,-65.0190,-63.3420,,,56,,401677573,-125
131132,131132,Mk10,DS,6,0,0,100,45,02:47:49 27-Apr-2016,K,2,-65.0100,-63.3160,,,56,,401677577,-123
131132,131132,Mk10,DS,5,0,0,138,45,02:54:23 27-Apr-2016,P,1,-65.0110,-63.3550,,,56,,401677577,-129
131132,131132,Mk10,DS,3,0,0,47,45,03:13:43 27-Apr-2016,A,A,-65.0130,-63.3400,,,6,,401677578,-120
131132,131132,Mk10,DS,2,0,1,203,203,03:57:00 27-Apr-2016,B,B,-65.0060,-63.3510,,,8,,401677574,-129
131132,131132,Mk10,DS,1,0,1,,,05:38:51 27-Apr-2016,B,B,-65.0020,-63.3440,,,8,,401677583,-133
131132,131132,Mk10,DS,4,0,0,129,61,05:55:22 27-Apr-2016,N,2,-64.9780,-63.4210,,,56,,401677572,-122
131132,131132,Mk10,DS,5,0,1,122,47,06:02:55 27-Apr-2016,K,3,-64.9830,-63.4190,,,56,,401677572,-127
131132,131132,Mk10,DS,4,0,1,147,55,06:11:26 27-Apr-2016,P,1,-64.9860,-63.4080,,,56,,401677572,-124
131132,131132,Mk10,DS,1,0,1,,,06:32:26 27-Apr-2016,A,B,-64.9850,-63.4100,,,6,,401677577,-125
131132,131132,Mk10,DS,2,0,0,55,55,07:32:43 27-Apr-2016,N,B,-64.9800,-63.4090,,,8,,401677567,-122
131132,131132,Mk10,DS,3,0,0,64,62,07:42:29 27-Apr-2016,K,A,-64.9640,-63.4180,,,6,,401677574,-119
131132,131132,Mk10,DS,3,0,3,275,45,07:59:41 27-Apr-2016,P,A,-64.9720,-63.4510,,,6,,401677572,-130
131132,131132,Mk10,DS,2,0,2,44,44,08:12:03 27-Apr-2016,A,B,-64.9680,-63.4380,,,6,,401677575,-127
131132,131132,Mk10,DS,2,0,2,249,249,08:34:38 27-Apr-2016,R,B,-64.9620,-63.4500,,,8,,401677577,-137
131132,131132,Mk10,DS,3,0,3,138,52,10:56:46 27-Apr-2016,N,A,-64.8940,-63.3360,,,8,,401677591,-126
131132,131132,Mk10,DS,1,0,1,,,11:07:08 27-Apr-2016,K,B,-64.8920,-63.3330,,,6,,401677592,-130
131132,131132,Mk10,DS,3,0,3,80,53,11:25:58 27-Apr-2016,A,A,-64.8890,-63.2840,,,6,,401677589,-120
131132,131132,Mk10,DS,2,0,1,64,64,11:53:55 27-Apr-2016,R,B,-64.8770,-63.2910,,,6,,401677594,-125
131132,131132,Mk10,DS,1,0,0,,,12:39:23 27-Apr-2016,N,B,-64.8700,-63.2840,,,8,,401677588,-135
131132,131132,Mk10,DS,3,0,2,119,84,13:03:31 27-Apr-2016,A,A,-64.8460,-63.2770,,,6,,401677593,-116
131132,131132,Mk10,DS,1,0,1,,,13:35:14 27-Apr-2016,R,B,-64.8410,-63.2650,,,8,,401677589,-124
131132,131132,Mk10,DS,2,0,2,59,59,15:14:48 27-Apr-2016,R,B,-64.7890,-63.1140,,,8,,401677593,-126
131132,131132,Mk10,DS,1,0,0,,,16:30:45 27-Apr-2016,A,B,-64.7600,-63.0740,,,8,,401677583,-132
131132,131132,Mk10,DS,2,0,2,142,142,16:41:58 27-Apr-2016,P,B,-64.7580,-62.9940,,,8,,401677604,-135
131132,131132,Mk10,DS,3,0,3,175,82,16:51:49 27-Apr-2016,R,A,-64.7200,-62.9910,,,6,,401677591,-128
131132,131132,Mk10,DS,3,0,3,92,85,18:23:54 27-Apr-2016,P,A,-64.6720,-62.9020,,,8,,401677587,-126
131132,131132,Mk10,DS,2,0,2,85,85,18:24:41 27-Apr-2016,R,B,-64.6760,-62.9030,,,6,,401677592,-136
131132,131132,Mk10,DS,1,0,1,,,21:25:12 27-Apr-2016,K,B,-64.6200,-62.7550,,,8,,401677582,-129
131132,131132,Mk10,DS,1,0,1,,,21:44:57 27-Apr-2016,P,B,-64.6030,-62.7390,,,8,,401677588,-130
131132,131132,Mk10,DS,1,0,1,,,21:44:57 27-Apr-2016,R,B,-64.6280,-62.7800,,,,,401677592,-123
131132,131132,Mk10,DS,2,0,1,228,228,23:07:13 27-Apr-2016,K,B,-64.6200,-62.6970,,,8,,401677592,-117
131132,131132,Mk10,DS,2,0,1,228,228,23:07:13 27-Apr-2016,N,B,-64.6220,-62.6920,,,8,,401677593,-123
131132,131132,Mk10,DS,2,0,2,150,150,23:27:20 27-Apr-2016,P,B,-64.6420,-62.8080,,,6,,401677590,-126
131132,131132,Mk10,DS,2,0,2,150,150,23:27:20 27-Apr-2016,R,B,-64.6410,-62.8070,,,,,401677589,-130
131132,131132,Mk10,DS,2,0,2,150,150,23:27:20 27-Apr-2016,A,B,-64.6620,-62.8020,,,,,401677601,-129
131132,131132,Mk10,DS,2,0,2,146,146,00:42:40 28-Apr-2016,K,B,-64.6190,-62.7440,,,8,,401677591,-123
131132,131132,Mk10,DS,2,0,2,146,146,00:42:40 28-Apr-2016,N,B,-64.6200,-62.7510,,,,,401677590,-124
131132,131132,Mk10,DS,2,0,0,58,58,01:12:56 28-Apr-2016,A,B,-64.6380,-62.7910,,,8,,401677588,-119
131132,131132,Mk10,DS,4,0,3,124,47,02:07:32 28-Apr-2016,B,,,,,,,,,
131132,131132,Mk10,DS,2,0,1,74,74,02:24:05 28-Apr-2016,K,B,-64.6200,-62.7070,,,8,,401677595,-129
131132,131132,Mk10,DS,4,0,4,132,51,02:26:52 28-Apr-2016,N,1,-64.6060,-62.7330,,,58,,401677586,-129
131132,131132,Mk10,DS,1,0,1,,,02:45:15 28-Apr-2016,P,B,-64.6060,-62.7350,,,6,,401677594,-135
131132,131132,Mk10,DS,2,0,1,219,219,02:52:43 28-Apr-2016,A,B,-64.6190,-62.7240,,,6,,401677592,-119
131132,131132,Mk10,DS,1,0,1,,,03:38:09 28-Apr-2016,B,,,,,,,,,
131132,131132,Mk10,DS,1,0,1,,,03:59:28 28-Apr-2016,K,B,-64.6040,-62.6960,,,8,,401677599,-131
131132,131132,Mk10,DS,3,0,2,213,163,05:37:49 28-Apr-2016,K,A,-64.5950,-62.6890,,,8,,401677592,-133
131132,131132,Mk10,DS,3,0,2,195,163,05:41:27 28-Apr-2016,N,A,-64.5930,-62.6950,,,6,,401677592,-132
131132,131132,Mk10,DS,2,0,0,513,513,06:04:45 28-Apr-2016,P,B,-64.5850,-62.6720,,,6,,401677592,-123
131132,131132,Mk10,DS,1,0,0,,,06:09:01 28-Apr-2016,A,B,-64.5860,-62.6710,,,6,,401677590,-129
131132,131132,Mk10,DS,4,0,2,238,109,07:17:48 28-Apr-2016,K,2,-64.6050,-62.6100,,,58,,401677591,-129
131132,131132,Mk10,DS,2,0,1,109,109,07:22:24 28-Apr-2016,N,B,-64.5940,-62.6200,,,6,,401677592,-124
131132,131132,Mk10,DS,2,0,1,278,278,07:45:26 28-Apr-2016,P,B,-64.5890,-62.6300,,,6,,401677595,-131
