DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
131132,131132,0.500000,Transmission,Mk10,8,22:32:58 25-Apr-2016,22:35:46 25-Apr-2016,Dive,1,U,59.0,60.5,167,169,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,22:35:46 25-Apr-2016,22:36:20 25-Apr-2016,Surface,,,,,33,35,,,,,,,,,,,,,7,27
131132,131132,0.500000,Transmission,Mk10,8,22:36:20 25-Apr-2016,22:37:20 25-Apr-2016,Dive,1,U,15.5,15.5,59,61,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,22:37:20 25-Apr-2016,22:40:08 25-Apr-2016,Surface,,,,,167,169,,,,,,,,,,,,,16,152
131132,131132,0.500000,Transmission,Mk10,8,22:40:08 25-Apr-2016,22:46:00 25-Apr-2016,Dive,1,V,134.0,137.5,351,353,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,22:46:00 25-Apr-2016,22:46:42 25-Apr-2016,Surface,,,,,41,43,,,,,,,,,,,,,5,37
131132,131132,0.500000,Transmission,Mk10,8,22:46:42 25-Apr-2016,22:51:04 25-Apr-2016,Dive,1,U,17.0,17.0,261,263,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,22:51:04 25-Apr-2016,22:51:32 25-Apr-2016,Surface,,,,,27,29,,,,,,,,,,,,,6,22
131132,131132,0.500000,Transmission,Mk10,5,22:51:00 25-Apr-2016,23:35:04 25-Apr-2016,Message,10,,,,2634.000000,2654.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,5,22:51:00 25-Apr-2016,22:53:58 25-Apr-2016,Dive,1,U,20.0,20.0,177,179,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,5,22:53:58 25-Apr-2016,22:54:34 25-Apr-2016,Surface,,,,,35,37,,,,,,,,,,,,,5,31
131132,131132,0.500000,Transmission,Mk10,5,22:54:34 25-Apr-2016,23:03:00 25-Apr-2016,Dive,1,U,130.0,133.5,505,507,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,5,23:03:00 25-Apr-2016,23:05:52 25-Apr-2016,Surface,,,,,171,173,,,,,,,,,,,,,61,111
131132,131132,0.500000,Transmission,Mk10,5,23:05:52 25-Apr-2016,23:11:16 25-Apr-2016,Dive,1,V,101.0,102.5,323,325,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,5,23:11:16 25-Apr-2016,23:12:02 25-Apr-2016,Surface,,,,,45,47,,,,,,,,,,,,,6,40
131132,131132,0.500000,Transmission,Mk10,5,23:12:02 25-Apr-2016,23:20:30 25-Apr-2016,Dive,1,V,37.5,38.0,507,509,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,5,23:20:30 25-Apr-2016,23:23:56 25-Apr-2016,Surface,,,,,205,207,,,,,,,,,,,,,80,126
131132,131132,0.500000,Transmission,Mk10,5,23:23:56 25-Apr-2016,23:30:32 25-Apr-2016,Dive,1,V,111.0,112.5,395,397,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,5,23:30:32 25-Apr-2016,23:35:04 25-Apr-2016,Surface,,,,,271,273,,,,,,,,,,,,,35,237
131132,131132,0.500000,Transmission,Mk10,9,23:35:00 25-Apr-2016,00:16:00 26-Apr-2016,Message,10,,,,2450.000000,2470.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,9,23:35:00 25-Apr-2016,23:41:42 25-Apr-2016,Dive,1,Square,18.5,18.5,401,403,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,9,23:41:42 25-Apr-2016,23:47:42 25-Apr-2016,Surface,,,,,359,361,,,,,,,,,,,,,81,279
131132,131132,0.500000,Transmission,Mk10,9,23:47:42 25-Apr-2016,23:52:58 25-Apr-2016,Dive,1,U,15.5,15.5,315,317,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,9,23:52:58 25-Apr-2016,23:56:52 25-Apr-2016,Surface,,,,,233,235,,,,,,,,,,,,,75,159
131132,131132,0.500000,Transmission,Mk10,9,23:56:52 25-Apr-2016,00:02:38 26-Apr-2016,Dive,1,Square,16.0,16.0,345,347,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,9,00:02:38 26-Apr-2016,00:04:04 26-Apr-2016,Surface,,,,,85,87,,,,,,,,,,,,,17,69
131132,131132,0.500000,Transmission,Mk10,9,00:04:04 26-Apr-2016,00:10:36 26-Apr-2016,Dive,1,U,27.5,28.0,391,393,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,9,00:10:36 26-Apr-2016,00:11:52 26-Apr-2016,Surface,,,,,75,77,,,,,,,,,,,,,10,66
131132,131132,0.500000,Transmission,Mk10,9,00:11:52 26-Apr-2016,00:14:56 26-Apr-2016,Dive,1,U,20.5,20.5,183,185,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,9,00:14:56 26-Apr-2016,00:16:00 26-Apr-2016,Surface,,,,,63,65,,,,,,,,,,,,,12,52
131132,131132,0.500000,Transmission,Mk10,12,00:16:00 26-Apr-2016,00:39:58 26-Apr-2016,Message,10,,,,1428.000000,1448.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,12,00:16:00 26-Apr-2016,00:23:26 26-Apr-2016,Dive,1,V,27.5,28.0,445,447,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,12,00:23:26 26-Apr-2016,00:23:32 26-Apr-2016,Surface,,,,,5,7,,,,,,,,,,,,,3,3
131132,131132,0.500000,Transmission,Mk10,12,00:23:32 26-Apr-2016,00:28:52 26-Apr-2016,Dive,1,Square,57.0,58.5,319,321,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,12,00:28:52 26-Apr-2016,00:30:42 26-Apr-2016,Surface,,,,,109,111,,,,,,,,,,,,,7,103
131132,131132,0.500000,Transmission,Mk10,12,00:30:42 26-Apr-2016,00:32:16 26-Apr-2016,Dive,1,U,24.5,25.0,93,95,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,12,00:32:16 26-Apr-2016,00:33:34 26-Apr-2016,Surface,,,,,77,79,,,,,,,,,,,,,8,70
131132,131132,0.500000,Transmission,Mk10,12,00:33:34 26-Apr-2016,00:35:28 26-Apr-2016,Dive,1,U,22.0,22.0,113,115,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,12,00:35:28 26-Apr-2016,00:35:38 26-Apr-2016,Surface,,,,,9,11,,,,,,,,,,,,,2,8
131132,131132,0.500000,Transmission,Mk10,12,00:35:38 26-Apr-2016,00:36:56 26-Apr-2016,Dive,1,U,18.5,18.5,77,79,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,12,00:36:56 26-Apr-2016,00:39:58 26-Apr-2016,Surface,,,,,181,183,,,,,,,,,,,,,12,170
131132,131132,0.500000,Transmission,Mk10,8,00:40:00 26-Apr-2016,01:06:36 26-Apr-2016,Message,10,,,,1586.000000,1606.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,00:40:00 26-Apr-2016,00:42:32 26-Apr-2016,Dive,1,U,30.5,31.0,151,153,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,00:42:32 26-Apr-2016,00:46:38 26-Apr-2016,Surface,,,,,245,247,,,,,,,,,,,,,32,214
131132,131132,0.500000,Transmission,Mk10,8,00:46:38 26-Apr-2016,00:53:12 26-Apr-2016,Dive,1,U,24.5,25.0,393,395,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,00:53:12 26-Apr-2016,00:54:06 26-Apr-2016,Surface,,,,,53,55,,,,,,,,,,,,,10,44
131132,131132,0.500000,Transmission,Mk10,8,00:54:06 26-Apr-2016,00:56:12 26-Apr-2016,Dive,1,U,17.0,17.0,125,127,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,00:56:12 26-Apr-2016,00:57:34 26-Apr-2016,Surface,,,,,81,83,,,,,,,,,,,,,13,69
131132,131132,0.500000,Transmission,Mk10,8,00:57:34 26-Apr-2016,01:02:42 26-Apr-2016,Dive,1,U,47.5,48.0,307,309,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,01:02:42 26-Apr-2016,01:02:44 26-Apr-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
131132,131132,0.500000,Transmission,Mk10,8,01:02:44 26-Apr-2016,01:04:12 26-Apr-2016,Dive,1,V,19.5,19.5,87,89,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,8,01:04:12 26-Apr-2016,01:06:36 26-Apr-2016,Surface,,,,,143,145,,,,,,,,,,,,,28,116
131132,131132,0.500000,Transmission,Mk10,7,01:07:00 26-Apr-2016,01:33:56 26-Apr-2016,Message,10,,,,1606.000000,1626.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,7,01:07:00 26-Apr-2016,01:08:20 26-Apr-2016,Dive,1,U,18.5,18.5,79,81,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,7,01:08:20 26-Apr-2016,01:09:10 26-Apr-2016,Surface,,,,,49,51,,,,,,,,,,,,,3,47
131132,131132,0.500000,Transmission,Mk10,7,01:09:10 26-Apr-2016,01:15:28 26-Apr-2016,Dive,1,U,51.5,52.0,377,379,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,7,01:15:28 26-Apr-2016,01:16:24 26-Apr-2016,Surface,,,,,55,57,,,,,,,,,,,,,11,45
131132,131132,0.500000,Transmission,Mk10,7,01:16:24 26-Apr-2016,01:19:52 26-Apr-2016,Dive,1,V,17.5,17.5,207,209,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,7,01:19:52 26-Apr-2016,01:21:50 26-Apr-2016,Surface,,,,,117,119,,,,,,,,,,,,,8,110
131132,131132,0.500000,Transmission,Mk10,7,01:21:50 26-Apr-2016,01:25:02 26-Apr-2016,Dive,1,U,109.0,110.5,191,193,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,7,01:25:02 26-Apr-2016,01:29:18 26-Apr-2016,Surface,,,,,255,257,,,,,,,,,,,,,25,231
131132,131132,0.500000,Transmission,Mk10,7,01:29:18 26-Apr-2016,01:31:56 26-Apr-2016,Dive,1,U,19.5,19.5,157,159,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,7,01:31:56 26-Apr-2016,01:33:56 26-Apr-2016,Surface,,,,,119,121,,,,,,,,,,,,,8,112
131132,131132,0.500000,Transmission,Mk10,6,01:33:00 26-Apr-2016,02:30:56 26-Apr-2016,Message,10,,,,3466.000000,3486.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,01:33:00 26-Apr-2016,01:35:00 26-Apr-2016,Dive,1,U,19.0,19.0,119,121,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,01:35:00 26-Apr-2016,01:40:30 26-Apr-2016,Surface,,,,,329,331,,,,,,,,,,,,,43,287
131132,131132,0.500000,Transmission,Mk10,6,01:40:30 26-Apr-2016,01:47:28 26-Apr-2016,Dive,1,U,39.5,40.0,417,419,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,01:47:28 26-Apr-2016,01:48:50 26-Apr-2016,Surface,,,,,81,83,,,,,,,,,,,,,13,69
131132,131132,0.500000,Transmission,Mk10,6,01:48:50 26-Apr-2016,01:53:32 26-Apr-2016,Dive,1,V,35.5,36.0,281,283,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,01:53:32 26-Apr-2016,01:55:36 26-Apr-2016,Surface,,,,,123,125,,,,,,,,,,,,,20,104
131132,131132,0.500000,Transmission,Mk10,6,01:55:36 26-Apr-2016,02:01:56 26-Apr-2016,Dive,1,U,17.5,17.5,379,381,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,02:01:56 26-Apr-2016,02:11:38 26-Apr-2016,Surface,,,,,581,583,,,,,,,,,,,,,94,488
131132,131132,0.500000,Transmission,Mk10,6,02:11:38 26-Apr-2016,02:18:36 26-Apr-2016,Dive,1,U,89.0,90.5,417,419,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,02:18:36 26-Apr-2016,02:30:56 26-Apr-2016,Surface,,,,,739,741,,,,,,,,,,,,,95,645
131132,131132,0.500000,Transmission,Mk10,6,02:31:00 26-Apr-2016,03:17:20 26-Apr-2016,Message,10,,,,2770.000000,2790.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,02:31:00 26-Apr-2016,02:38:42 26-Apr-2016,Dive,1,U,46.5,47.0,461,463,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,02:38:42 26-Apr-2016,02:43:32 26-Apr-2016,Surface,,,,,289,291,,,,,,,,,,,,,122,168
131132,131132,0.500000,Transmission,Mk10,6,02:43:32 26-Apr-2016,02:46:30 26-Apr-2016,Dive,1,U,16.0,16.0,177,179,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,02:46:30 26-Apr-2016,02:52:56 26-Apr-2016,Surface,,,,,385,387,,,,,,,,,,,,,25,361
131132,131132,0.500000,Transmission,Mk10,6,02:52:56 26-Apr-2016,02:56:52 26-Apr-2016,Dive,1,Square,18.5,18.5,235,237,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,02:56:52 26-Apr-2016,02:58:00 26-Apr-2016,Surface,,,,,67,69,,,,,,,,,,,,,15,53
131132,131132,0.500000,Transmission,Mk10,6,02:58:00 26-Apr-2016,03:04:00 26-Apr-2016,Dive,1,V,93.0,94.5,359,361,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,03:04:00 26-Apr-2016,03:06:20 26-Apr-2016,Surface,,,,,139,141,,,,,,,,,,,,,63,77
131132,131132,0.500000,Transmission,Mk10,6,03:06:20 26-Apr-2016,03:13:12 26-Apr-2016,Dive,1,V,48.5,49.0,411,413,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,6,03:13:12 26-Apr-2016,03:17:20 26-Apr-2016,Surface,,,,,247,249,,,,,,,,,,,,,80,168
131132,131132,0.500000,Transmission,Mk10,4,03:17:00 26-Apr-2016,03:40:30 26-Apr-2016,Message,10,,,,1400.000000,1420.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:17:00 26-Apr-2016,03:19:48 26-Apr-2016,Dive,1,Square,18.5,18.5,167,169,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:19:48 26-Apr-2016,03:25:48 26-Apr-2016,Surface,,,,,359,361,,,,,,,,,,,,,70,290
131132,131132,0.500000,Transmission,Mk10,4,03:25:48 26-Apr-2016,03:27:32 26-Apr-2016,Dive,1,V,18.5,18.5,103,105,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:27:32 26-Apr-2016,03:27:34 26-Apr-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
131132,131132,0.500000,Transmission,Mk10,4,03:27:34 26-Apr-2016,03:30:04 26-Apr-2016,Dive,1,U,46.5,47.0,149,151,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:30:04 26-Apr-2016,03:31:26 26-Apr-2016,Surface,,,,,81,83,,,,,,,,,,,,,26,56
131132,131132,0.500000,Transmission,Mk10,4,03:31:26 26-Apr-2016,03:32:14 26-Apr-2016,Dive,1,U,19.0,19.0,47,49,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:32:14 26-Apr-2016,03:34:04 26-Apr-2016,Surface,,,,,109,111,,,,,,,,,,,,,25,85
131132,131132,0.500000,Transmission,Mk10,4,03:34:04 26-Apr-2016,03:37:20 26-Apr-2016,Dive,1,U,38.5,39.0,195,197,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:37:20 26-Apr-2016,03:40:30 26-Apr-2016,Surface,,,,,189,191,,,,,,,,,,,,,67,123
131132,131132,0.500000,Transmission,Mk10,4,03:41:00 26-Apr-2016,04:11:34 26-Apr-2016,Message,10,,,,1824.000000,1844.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:41:00 26-Apr-2016,03:45:02 26-Apr-2016,Dive,1,U,36.5,37.0,241,243,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:45:02 26-Apr-2016,03:46:12 26-Apr-2016,Surface,,,,,69,71,,,,,,,,,,,,,27,43
131132,131132,0.500000,Transmission,Mk10,4,03:46:12 26-Apr-2016,03:56:04 26-Apr-2016,Dive,1,V,71.0,72.5,591,593,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:56:04 26-Apr-2016,03:56:36 26-Apr-2016,Surface,,,,,31,33,,,,,,,,,,,,,4,28
131132,131132,0.500000,Transmission,Mk10,4,03:56:36 26-Apr-2016,03:58:10 26-Apr-2016,Dive,1,V,32.5,33.0,93,95,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,03:58:10 26-Apr-2016,03:58:12 26-Apr-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
131132,131132,0.500000,Transmission,Mk10,4,03:58:12 26-Apr-2016,04:02:56 26-Apr-2016,Dive,1,U,51.5,52.0,283,285,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,04:02:56 26-Apr-2016,04:04:16 26-Apr-2016,Surface,,,,,79,81,,,,,,,,,,,,,10,70
131132,131132,0.500000,Transmission,Mk10,4,04:04:16 26-Apr-2016,04:09:48 26-Apr-2016,Dive,1,U,75.0,76.5,331,333,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,4,04:09:48 26-Apr-2016,04:11:34 26-Apr-2016,Surface,,,,,105,107,,,,,,,,,,,,,7,99
131132,131132,0.500000,Transmission,Mk10,2,04:11:00 26-Apr-2016,04:43:16 26-Apr-2016,Message,10,,,,1926.000000,1946.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:11:00 26-Apr-2016,04:18:36 26-Apr-2016,Dive,1,U,54.5,55.0,455,457,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:18:36 26-Apr-2016,04:19:54 26-Apr-2016,Surface,,,,,77,79,,,,,,,,,,,,,15,63
131132,131132,0.500000,Transmission,Mk10,2,04:19:54 26-Apr-2016,04:26:42 26-Apr-2016,Dive,1,V,85.0,86.5,407,409,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:26:42 26-Apr-2016,04:26:44 26-Apr-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
131132,131132,0.500000,Transmission,Mk10,2,04:26:44 26-Apr-2016,04:29:02 26-Apr-2016,Dive,1,U,43.5,44.0,137,139,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:29:02 26-Apr-2016,04:30:10 26-Apr-2016,Surface,,,,,67,69,,,,,,,,,,,,,13,55
131132,131132,0.500000,Transmission,Mk10,2,04:30:10 26-Apr-2016,04:35:40 26-Apr-2016,Dive,1,Square,59.0,60.5,329,331,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:35:40 26-Apr-2016,04:36:34 26-Apr-2016,Surface,,,,,53,55,,,,,,,,,,,,,23,31
131132,131132,0.500000,Transmission,Mk10,2,04:36:34 26-Apr-2016,04:41:10 26-Apr-2016,Dive,1,Square,52.5,53.0,275,277,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:41:10 26-Apr-2016,04:43:16 26-Apr-2016,Surface,,,,,125,127,,,,,,,,,,,,,73,53
131132,131132,0.500000,Transmission,Mk10,2,04:44:00 26-Apr-2016,05:19:24 26-Apr-2016,Message,10,,,,2114.000000,2134.000000,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:44:00 26-Apr-2016,04:49:00 26-Apr-2016,Dive,1,V,77.0,78.5,299,301,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:49:00 26-Apr-2016,04:49:32 26-Apr-2016,Surface,,,,,31,33,,,,,,,,,,,,,10,22
131132,131132,0.500000,Transmission,Mk10,2,04:49:32 26-Apr-2016,04:54:12 26-Apr-2016,Dive,1,Square,49.5,50.0,279,281,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,04:54:12 26-Apr-2016,04:56:18 26-Apr-2016,Surface,,,,,125,127,,,,,,,,,,,,,61,65
131132,131132,0.500000,Transmission,Mk10,2,04:56:18 26-Apr-2016,05:02:28 26-Apr-2016,Dive,1,Square,54.5,55.0,369,371,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,2,05:02:28 26-Apr-2016,05:04:00 26-Apr-2016,Surface,,,,,91,93,,,,,,,,,,,,,62,30
131132,131132,0.500000,Transmission,Mk10,2,05:04:00 26-Apr-2016,05:10:50 26-Apr-2016,Dive,1,Square,52.5,53.0,409,411,,,,,,,,,,,,,,
