DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
131132,131132,0.500000,Transmission,Mk10,DiveDepthLIMITS,,,,,,,,,,15.000000,25.000000,50.000000,75.000000,100.000000,125.000000,150.000000,175.000000,200.000000,250.000000,300.000000,350.000000,400.000000,>400.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,19:00:00 25-Apr-2016,60.000000,7,0,,,,14,12,0,2,3,0,0,2,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,22:00:00 25-Apr-2016,60.000000,7,0,,,,14,51,0,24,13,4,3,3,2,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,04:00:00 26-Apr-2016,60.000000,5,0,,,,14,51,2,7,20,14,7,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,10:00:00 26-Apr-2016,60.000000,5,0,,,,14,44,4,9,10,1,0,1,0,3,8,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,04:00:00 27-Apr-2016,60.000000,1,0,,,,14,33,1,11,13,5,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,10:00:00 27-Apr-2016,60.000000,1,0,,,,14,26,0,11,7,5,2,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,16:00:00 28-Apr-2016,60.000000,1,0,,,,14,29,0,2,3,1,1,0,0,0,0,3,3,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,22:00:00 28-Apr-2016,60.000000,1,0,,,,14,27,0,0,1,3,2,0,0,0,1,14,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,04:00:00 29-Apr-2016,60.000000,1,0,,,,14,45,0,2,18,9,4,6,2,1,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,10:00:00 29-Apr-2016,60.000000,1,0,,,,14,32,1,1,4,3,1,0,0,1,0,4,8,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,16:00:00 29-Apr-2016,60.000000,4,0,,,,14,26,0,2,1,0,0,0,0,1,0,0,1,7,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,22:00:00 29-Apr-2016,60.000000,4,0,,,,14,27,1,3,4,1,0,0,0,1,1,3,0,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,04:00:00 30-Apr-2016,60.000000,3,0,,,,14,25,0,3,1,1,0,1,0,0,0,4,6,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,10:00:00 30-Apr-2016,60.000000,1,0,,,,14,27,0,6,7,2,1,1,0,0,0,0,1,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,16:00:00 30-Apr-2016,60.000000,1,0,,,,14,35,0,12,9,2,2,0,0,1,0,3,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,22:00:00 30-Apr-2016,60.000000,1,0,,,,14,67,0,2,21,27,5,5,4,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,04:00:00 01-May-2016,60.000000,3,0,,,,14,51,2,12,16,12,2,4,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,10:00:00 01-May-2016,60.000000,3,0,,,,14,42,0,13,16,11,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,16:00:00 01-May-2016,60.000000,2,0,,,,14,37,1,10,20,2,1,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,22:00:00 01-May-2016,60.000000,3,0,,,,14,37,0,7,4,4,2,3,8,3,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,04:00:00 02-May-2016,60.000000,3,0,,,,14,16,1,7,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,22:00:00 02-May-2016,60.000000,2,0,,,,14,39,1,23,8,3,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,04:00:00 03-May-2016,61.000000,2,0,,,,14,54,1,17,22,2,5,2,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131132,131132,0.500000,Transmission,Mk10,DiveDepth,22:00:00 03-May-2016,61.000000,1,0,,,,14,31,0,1,0,3,0,2,2,4,6,5,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
