DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
131136,131136,0.500000,Transmission,Mk10,6,13:00:00 26-Apr-2016,14:00:00 26-Apr-2016,,,,14.0,0.00,110.0,0.75,,,,
131136,131136,0.500000,Transmission,Mk10,9,14:00:00 26-Apr-2016,15:00:00 26-Apr-2016,,,,7.5,0.00,55.0,0.25,,,,
131136,131136,0.500000,Transmission,Mk10,4,15:00:00 26-Apr-2016,16:00:00 26-Apr-2016,,,,10.5,0.00,88.0,0.75,,,,
131136,131136,0.500000,Transmission,Mk10,6,16:00:00 26-Apr-2016,17:00:00 26-Apr-2016,,,,7.0,0.00,82.0,0.75,,,,
131136,131136,0.500000,Transmission,Mk10,6,17:00:00 26-Apr-2016,18:00:00 26-Apr-2016,,,,8.5,0.00,13.0,0.00,,,,
131136,131136,0.500000,Transmission,Mk10,5,18:00:00 26-Apr-2016,19:00:00 26-Apr-2016,,,,0.0,0.00,68.0,0.75,,,,
131136,131136,0.500000,Transmission,Mk10,6,19:00:00 26-Apr-2016,20:00:00 26-Apr-2016,,,,2.5,0.00,98.0,0.75,,,,
131136,131136,0.500000,Transmission,Mk10,2,20:00:00 26-Apr-2016,21:00:00 26-Apr-2016,,,,0.5,0.00,312.0,3.75,,,,
131136,131136,0.500000,Transmission,Mk10,5,21:00:00 26-Apr-2016,22:00:00 26-Apr-2016,,,,5.5,0.00,264.0,3.75,,,,
131136,131136,0.500000,Transmission,Mk10,2,22:00:00 26-Apr-2016,23:00:00 26-Apr-2016,,,,1.5,0.00,240.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,3,01:00:00 01-May-2016,02:00:00 01-May-2016,,,,0.0,0.00,156.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,4,02:00:00 01-May-2016,03:00:00 01-May-2016,,,,0.0,0.00,164.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,4,04:00:00 01-May-2016,05:00:00 01-May-2016,,,,0.0,0.00,180.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,2,05:00:00 01-May-2016,06:00:00 01-May-2016,,,,0.0,0.00,164.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,1,06:00:00 01-May-2016,07:00:00 01-May-2016,,,,0.0,0.00,172.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,4,07:00:00 01-May-2016,08:00:00 01-May-2016,,,,0.0,0.00,132.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,3,08:00:00 01-May-2016,09:00:00 01-May-2016,,,,0.0,0.00,176.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,2,09:00:00 01-May-2016,10:00:00 01-May-2016,,,,0.0,0.00,232.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,4,10:00:00 01-May-2016,11:00:00 01-May-2016,,,,0.0,0.00,200.0,1.75,,,,
131136,131136,0.500000,Transmission,Mk10,2,11:00:00 01-May-2016,12:00:00 01-May-2016,,,,0.0,0.00,264.0,3.75,,,,
131136,131136,0.500000,Transmission,Mk10,1,12:00:00 01-May-2016,13:00:00 01-May-2016,,,,0.0,0.00,288.0,3.75,,,,
131136,131136,0.500000,Transmission,Mk10,1,13:00:00 01-May-2016,14:00:00 01-May-2016,,,,0.0,0.00,304.0,3.75,,,,
131136,131136,0.500000,Transmission,Mk10,1,14:00:00 01-May-2016,15:00:00 01-May-2016,,,,0.0,0.00,328.0,3.75,,,,
131136,131136,0.500000,Transmission,Mk10,1,15:00:00 01-May-2016,16:00:00 01-May-2016,,,,0.0,0.00,25.0,0.25,,,,
131136,131136,0.500000,Transmission,Mk10,1,16:00:00 01-May-2016,17:00:00 01-May-2016,,,,0.0,0.00,7.5,0.00,,,,
131136,131136,0.500000,Transmission,Mk10,1,17:00:00 01-May-2016,18:00:00 01-May-2016,,,,0.0,0.00,36.0,0.25,,,,
