DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
131130,131130,0.500000,Transmission,Mk10,DiveDepthLIMITS,,,,,,,,,,15.000000,25.000000,50.000000,75.000000,100.000000,125.000000,150.000000,175.000000,200.000000,250.000000,300.000000,350.000000,400.000000,>400.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,17:00:00 25-Apr-2016,60.000000,17,0,,,,14,32,0,7,1,1,1,2,2,4,4,7,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,22:00:00 25-Apr-2016,60.000000,17,0,,,,14,49,2,4,19,13,4,3,1,1,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,04:00:00 26-Apr-2016,60.000000,2,0,,,,14,33,1,7,12,5,3,2,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,10:00:00 26-Apr-2016,60.000000,2,0,,,,14,38,0,6,3,11,1,4,6,5,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,10:00:00 27-Apr-2016,60.000000,1,0,,,,14,41,5,19,6,0,1,0,0,4,4,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,16:00:00 27-Apr-2016,60.000000,1,0,,,,14,44,3,31,3,1,1,0,0,1,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,22:00:00 29-Apr-2016,60.000000,1,0,,,,14,10,0,7,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,04:00:00 30-Apr-2016,60.000000,1,0,,,,14,9,1,7,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,10:00:00 30-Apr-2016,60.000000,2,0,,,,14,14,0,4,4,0,1,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,DiveDepth,16:00:00 30-Apr-2016,60.000000,1,0,,,,14,7,0,1,4,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
