DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
131130,131130,0.500000,Transmission,Mk10,14,19:57:00 25-Apr-2016,20:52:00 25-Apr-2016,Message,10,,,,3290.000000,3310.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,14,19:57:00 25-Apr-2016,20:06:38 25-Apr-2016,Dive,1,Square,194.0,197.5,577,579,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,14,20:06:38 25-Apr-2016,20:10:42 25-Apr-2016,Surface,,,,,243,245,,,,,,,,,,,,,181,63
131130,131130,0.500000,Transmission,Mk10,14,20:10:42 25-Apr-2016,20:18:40 25-Apr-2016,Dive,1,Square,182.0,185.5,477,479,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,14,20:18:40 25-Apr-2016,20:21:58 25-Apr-2016,Surface,,,,,197,199,,,,,,,,,,,,,128,70
131130,131130,0.500000,Transmission,Mk10,14,20:21:58 25-Apr-2016,20:29:24 25-Apr-2016,Dive,1,Square,170.0,173.5,445,447,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,14,20:29:24 25-Apr-2016,20:32:32 25-Apr-2016,Surface,,,,,187,189,,,,,,,,,,,,,133,55
131130,131130,0.500000,Transmission,Mk10,14,20:32:32 25-Apr-2016,20:38:48 25-Apr-2016,Dive,1,Square,162.0,165.5,375,377,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,14,20:38:48 25-Apr-2016,20:41:32 25-Apr-2016,Surface,,,,,163,165,,,,,,,,,,,,,122,42
131130,131130,0.500000,Transmission,Mk10,14,20:41:32 25-Apr-2016,20:49:10 25-Apr-2016,Dive,1,Square,138.0,141.5,457,459,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,14,20:49:10 25-Apr-2016,20:52:00 25-Apr-2016,Surface,,,,,169,171,,,,,,,,,,,,,137,33
131130,131130,0.500000,Transmission,Mk10,10,20:52:00 25-Apr-2016,21:46:12 25-Apr-2016,Message,10,,,,3242.000000,3262.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,20:52:00 25-Apr-2016,21:01:04 25-Apr-2016,Dive,1,Square,178.0,181.5,543,545,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,21:01:04 25-Apr-2016,21:04:06 25-Apr-2016,Surface,,,,,181,183,,,,,,,,,,,,,141,41
131130,131130,0.500000,Transmission,Mk10,10,21:04:06 25-Apr-2016,21:12:08 25-Apr-2016,Dive,1,Square,158.0,161.5,481,483,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,21:12:08 25-Apr-2016,21:14:24 25-Apr-2016,Surface,,,,,135,137,,,,,,,,,,,,,61,75
131130,131130,0.500000,Transmission,Mk10,10,21:14:24 25-Apr-2016,21:21:44 25-Apr-2016,Dive,1,Square,122.0,125.5,439,441,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,21:21:44 25-Apr-2016,21:24:28 25-Apr-2016,Surface,,,,,163,165,,,,,,,,,,,,,95,69
131130,131130,0.500000,Transmission,Mk10,10,21:24:28 25-Apr-2016,21:32:44 25-Apr-2016,Dive,1,Square,130.0,133.5,495,497,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,21:32:44 25-Apr-2016,21:35:22 25-Apr-2016,Surface,,,,,157,159,,,,,,,,,,,,,122,36
131130,131130,0.500000,Transmission,Mk10,10,21:35:22 25-Apr-2016,21:43:14 25-Apr-2016,Dive,1,Square,111.0,112.5,471,473,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,21:43:14 25-Apr-2016,21:46:12 25-Apr-2016,Surface,,,,,177,179,,,,,,,,,,,,,63,115
131130,131130,0.500000,Transmission,Mk10,7,21:46:00 25-Apr-2016,22:22:34 25-Apr-2016,Message,10,,,,2184.000000,2204.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,21:46:00 25-Apr-2016,21:52:52 25-Apr-2016,Dive,1,U,150.0,153.5,411,413,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,21:52:52 25-Apr-2016,21:54:06 25-Apr-2016,Surface,,,,,73,75,,,,,,,,,,,,,26,48
131130,131130,0.500000,Transmission,Mk10,7,21:54:06 25-Apr-2016,21:54:54 25-Apr-2016,Dive,1,U,17.0,17.0,47,49,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,21:54:54 25-Apr-2016,21:55:42 25-Apr-2016,Surface,,,,,47,49,,,,,,,,,,,,,9,39
131130,131130,0.500000,Transmission,Mk10,7,21:55:42 25-Apr-2016,22:03:42 25-Apr-2016,Dive,1,Square,122.0,125.5,479,481,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,22:03:42 25-Apr-2016,22:04:46 25-Apr-2016,Surface,,,,,63,65,,,,,,,,,,,,,27,37
131130,131130,0.500000,Transmission,Mk10,7,22:04:46 25-Apr-2016,22:10:58 25-Apr-2016,Dive,1,U,87.0,88.5,371,373,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,22:10:58 25-Apr-2016,22:14:00 25-Apr-2016,Surface,,,,,181,183,,,,,,,,,,,,,59,123
131130,131130,0.500000,Transmission,Mk10,7,22:14:00 25-Apr-2016,22:21:26 25-Apr-2016,Dive,1,Square,63.0,64.5,445,447,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,22:21:26 25-Apr-2016,22:22:34 25-Apr-2016,Surface,,,,,67,69,,,,,,,,,,,,,44,24
131130,131130,0.500000,Transmission,Mk10,4,22:23:00 25-Apr-2016,22:42:32 25-Apr-2016,Message,10,,,,1162.000000,1182.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,22:23:00 25-Apr-2016,22:26:26 25-Apr-2016,Dive,1,Square,55.5,56.5,205,207,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,22:26:26 25-Apr-2016,22:26:40 25-Apr-2016,Surface,,,,,13,15,,,,,,,,,,,,,4,10
131130,131130,0.500000,Transmission,Mk10,4,22:26:40 25-Apr-2016,22:30:08 25-Apr-2016,Dive,1,U,59.0,60.5,207,209,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,22:30:08 25-Apr-2016,22:31:06 25-Apr-2016,Surface,,,,,57,59,,,,,,,,,,,,,7,51
131130,131130,0.500000,Transmission,Mk10,4,22:31:06 25-Apr-2016,22:34:30 25-Apr-2016,Dive,1,U,44.5,45.0,203,205,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,22:34:30 25-Apr-2016,22:35:34 25-Apr-2016,Surface,,,,,63,65,,,,,,,,,,,,,8,56
131130,131130,0.500000,Transmission,Mk10,4,22:35:34 25-Apr-2016,22:37:40 25-Apr-2016,Dive,1,U,33.5,34.0,125,127,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,22:37:40 25-Apr-2016,22:39:32 25-Apr-2016,Surface,,,,,111,113,,,,,,,,,,,,,25,87
131130,131130,0.500000,Transmission,Mk10,4,22:39:32 25-Apr-2016,22:42:30 25-Apr-2016,Dive,1,U,44.5,45.0,177,179,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,22:42:30 25-Apr-2016,22:42:32 25-Apr-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
131130,131130,0.500000,Transmission,Mk10,7,22:42:00 25-Apr-2016,23:03:20 25-Apr-2016,Message,10,,,,1270.000000,1290.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,22:42:00 25-Apr-2016,22:44:40 25-Apr-2016,Dive,1,V,48.5,49.0,159,161,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,22:44:40 25-Apr-2016,22:45:28 25-Apr-2016,Surface,,,,,47,49,,,,,,,,,,,,,15,33
131130,131130,0.500000,Transmission,Mk10,7,22:45:28 25-Apr-2016,22:49:14 25-Apr-2016,Dive,1,U,44.5,45.0,225,227,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,22:49:14 25-Apr-2016,22:53:02 25-Apr-2016,Surface,,,,,227,229,,,,,,,,,,,,,44,184
131130,131130,0.500000,Transmission,Mk10,7,22:53:02 25-Apr-2016,22:55:14 25-Apr-2016,Dive,1,U,39.5,40.0,131,133,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,22:55:14 25-Apr-2016,22:56:24 25-Apr-2016,Surface,,,,,69,71,,,,,,,,,,,,,9,61
131130,131130,0.500000,Transmission,Mk10,7,22:56:24 25-Apr-2016,22:58:42 25-Apr-2016,Dive,1,U,41.5,42.0,137,139,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,22:58:42 25-Apr-2016,23:01:00 25-Apr-2016,Surface,,,,,137,139,,,,,,,,,,,,,18,120
131130,131130,0.500000,Transmission,Mk10,7,23:01:00 25-Apr-2016,23:03:00 25-Apr-2016,Dive,1,V,48.5,49.0,119,121,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,23:03:00 25-Apr-2016,23:03:20 25-Apr-2016,Surface,,,,,19,21,,,,,,,,,,,,,5,15
131130,131130,0.500000,Transmission,Mk10,9,23:04:00 25-Apr-2016,23:15:10 25-Apr-2016,Message,10,,,,660.000000,680.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,9,23:04:00 25-Apr-2016,23:05:08 25-Apr-2016,Dive,1,U,15.5,15.5,67,69,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,9,23:05:08 25-Apr-2016,23:05:12 25-Apr-2016,Surface,,,,,3,5,,,,,,,,,,,,,4,0
131130,131130,0.500000,Transmission,Mk10,9,23:05:12 25-Apr-2016,23:07:52 25-Apr-2016,Dive,1,U,48.5,49.0,159,161,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,9,23:07:52 25-Apr-2016,23:08:16 25-Apr-2016,Surface,,,,,23,25,,,,,,,,,,,,,10,14
131130,131130,0.500000,Transmission,Mk10,9,23:08:16 25-Apr-2016,23:09:22 25-Apr-2016,Dive,1,V,24.5,25.0,65,67,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,9,23:09:22 25-Apr-2016,23:10:38 25-Apr-2016,Surface,,,,,75,77,,,,,,,,,,,,,10,66
131130,131130,0.500000,Transmission,Mk10,9,23:10:38 25-Apr-2016,23:12:18 25-Apr-2016,Dive,1,U,35.5,36.0,99,101,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,9,23:12:18 25-Apr-2016,23:12:20 25-Apr-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
131130,131130,0.500000,Transmission,Mk10,9,23:12:20 25-Apr-2016,23:14:16 25-Apr-2016,Dive,1,U,47.5,48.0,115,117,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,9,23:14:16 25-Apr-2016,23:15:10 25-Apr-2016,Surface,,,,,53,55,,,,,,,,,,,,,14,40
131130,131130,0.500000,Transmission,Mk10,10,23:15:00 25-Apr-2016,23:59:56 25-Apr-2016,Message,10,,,,2686.000000,2706.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,23:15:00 25-Apr-2016,23:19:14 25-Apr-2016,Dive,1,Square,37.5,38.0,253,255,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,23:19:14 25-Apr-2016,23:24:32 25-Apr-2016,Surface,,,,,317,319,,,,,,,,,,,,,41,277
131130,131130,0.500000,Transmission,Mk10,10,23:24:32 25-Apr-2016,23:27:06 25-Apr-2016,Dive,1,U,32.5,33.0,153,155,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,23:27:06 25-Apr-2016,23:28:14 25-Apr-2016,Surface,,,,,67,69,,,,,,,,,,,,,13,55
131130,131130,0.500000,Transmission,Mk10,10,23:28:14 25-Apr-2016,23:33:30 25-Apr-2016,Dive,1,U,115.0,116.5,315,317,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,23:33:30 25-Apr-2016,23:38:16 25-Apr-2016,Surface,,,,,285,287,,,,,,,,,,,,,37,249
131130,131130,0.500000,Transmission,Mk10,10,23:38:16 25-Apr-2016,23:41:32 25-Apr-2016,Dive,1,U,87.0,88.5,195,197,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,23:41:32 25-Apr-2016,23:43:04 25-Apr-2016,Surface,,,,,91,93,,,,,,,,,,,,,21,71
131130,131130,0.500000,Transmission,Mk10,10,23:43:04 25-Apr-2016,23:49:24 25-Apr-2016,Dive,1,V,24.5,25.0,379,381,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,10,23:49:24 25-Apr-2016,23:59:56 25-Apr-2016,Surface,,,,,631,633,,,,,,,,,,,,,41,591
131130,131130,0.500000,Transmission,Mk10,7,00:00:00 26-Apr-2016,00:30:44 26-Apr-2016,Message,10,,,,1834.000000,1854.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,00:00:00 26-Apr-2016,00:03:32 26-Apr-2016,Dive,1,U,69.0,70.5,211,213,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,00:03:32 26-Apr-2016,00:05:32 26-Apr-2016,Surface,,,,,119,121,,,,,,,,,,,,,19,101
131130,131130,0.500000,Transmission,Mk10,7,00:05:32 26-Apr-2016,00:09:42 26-Apr-2016,Dive,1,U,61.0,62.5,249,251,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,00:09:42 26-Apr-2016,00:13:08 26-Apr-2016,Surface,,,,,205,207,,,,,,,,,,,,,27,179
131130,131130,0.500000,Transmission,Mk10,7,00:13:08 26-Apr-2016,00:17:00 26-Apr-2016,Dive,1,Square,28.5,29.0,231,233,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,00:17:00 26-Apr-2016,00:21:40 26-Apr-2016,Surface,,,,,279,281,,,,,,,,,,,,,27,253
131130,131130,0.500000,Transmission,Mk10,7,00:21:40 26-Apr-2016,00:23:26 26-Apr-2016,Dive,1,V,15.0,15.0,105,107,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,00:23:26 26-Apr-2016,00:25:58 26-Apr-2016,Surface,,,,,151,153,,,,,,,,,,,,,15,137
131130,131130,0.500000,Transmission,Mk10,7,00:25:58 26-Apr-2016,00:28:54 26-Apr-2016,Dive,1,U,34.5,35.0,175,177,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,7,00:28:54 26-Apr-2016,00:30:44 26-Apr-2016,Surface,,,,,109,111,,,,,,,,,,,,,32,78
131130,131130,0.500000,Transmission,Mk10,6,00:30:00 26-Apr-2016,01:03:46 26-Apr-2016,Message,10,,,,2016.000000,2036.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,6,00:30:00 26-Apr-2016,00:34:42 26-Apr-2016,Dive,1,U,55.5,56.5,281,283,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,6,00:34:42 26-Apr-2016,00:35:54 26-Apr-2016,Surface,,,,,71,73,,,,,,,,,,,,,30,42
131130,131130,0.500000,Transmission,Mk10,6,00:35:54 26-Apr-2016,00:41:44 26-Apr-2016,Dive,1,U,34.5,35.0,349,351,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,6,00:41:44 26-Apr-2016,00:42:34 26-Apr-2016,Surface,,,,,49,51,,,,,,,,,,,,,10,40
131130,131130,0.500000,Transmission,Mk10,6,00:42:34 26-Apr-2016,00:45:26 26-Apr-2016,Dive,1,U,34.5,35.0,171,173,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,6,00:45:26 26-Apr-2016,00:47:48 26-Apr-2016,Surface,,,,,141,143,,,,,,,,,,,,,14,128
131130,131130,0.500000,Transmission,Mk10,6,00:47:48 26-Apr-2016,00:52:52 26-Apr-2016,Dive,1,U,53.5,54.0,303,305,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,6,00:52:52 26-Apr-2016,00:55:48 26-Apr-2016,Surface,,,,,175,177,,,,,,,,,,,,,23,153
131130,131130,0.500000,Transmission,Mk10,6,00:55:48 26-Apr-2016,01:01:26 26-Apr-2016,Dive,1,U,35.5,36.0,337,339,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,6,01:01:26 26-Apr-2016,01:03:46 26-Apr-2016,Surface,,,,,139,141,,,,,,,,,,,,,68,72
131130,131130,0.500000,Transmission,Mk10,5,01:04:00 26-Apr-2016,02:22:58 26-Apr-2016,Message,10,,,,4728.000000,4748.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,5,01:04:00 26-Apr-2016,01:13:36 26-Apr-2016,Dive,1,U,122.0,125.5,575,577,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,5,01:13:36 26-Apr-2016,01:16:26 26-Apr-2016,Surface,,,,,169,171,,,,,,,,,,,,,148,22
131130,131130,0.500000,Transmission,Mk10,5,01:16:26 26-Apr-2016,01:30:44 26-Apr-2016,Dive,1,V,158.0,161.5,857,859,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,5,01:30:44 26-Apr-2016,01:33:10 26-Apr-2016,Surface,,,,,145,147,,,,,,,,,,,,,75,71
131130,131130,0.500000,Transmission,Mk10,5,01:33:10 26-Apr-2016,01:46:28 26-Apr-2016,Dive,1,U,372.0,379.5,797,799,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,5,01:46:28 26-Apr-2016,01:54:20 26-Apr-2016,Surface,,,,,471,473,,,,,,,,,,,,,396,76
131130,131130,0.500000,Transmission,Mk10,5,01:54:20 26-Apr-2016,02:08:52 26-Apr-2016,Dive,1,U,372.0,379.5,871,873,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,5,02:08:52 26-Apr-2016,02:13:18 26-Apr-2016,Surface,,,,,265,267,,,,,,,,,,,,,197,69
131130,131130,0.500000,Transmission,Mk10,5,02:13:18 26-Apr-2016,02:21:36 26-Apr-2016,Dive,1,U,65.0,66.5,497,499,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,5,02:21:36 26-Apr-2016,02:22:58 26-Apr-2016,Surface,,,,,81,83,,,,,,,,,,,,,42,40
131130,131130,0.500000,Transmission,Mk10,4,02:23:00 26-Apr-2016,03:02:52 26-Apr-2016,Message,10,,,,2382.000000,2402.000000,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,02:23:00 26-Apr-2016,02:28:04 26-Apr-2016,Dive,1,U,67.0,68.5,303,305,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,02:28:04 26-Apr-2016,02:30:12 26-Apr-2016,Surface,,,,,127,129,,,,,,,,,,,,,74,54
131130,131130,0.500000,Transmission,Mk10,4,02:30:12 26-Apr-2016,02:39:02 26-Apr-2016,Dive,1,U,99.0,100.5,529,531,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,02:39:02 26-Apr-2016,02:43:52 26-Apr-2016,Surface,,,,,289,291,,,,,,,,,,,,,47,243
131130,131130,0.500000,Transmission,Mk10,4,02:43:52 26-Apr-2016,02:50:24 26-Apr-2016,Dive,1,V,57.0,58.5,391,393,,,,,,,,,,,,,,
131130,131130,0.500000,Transmission,Mk10,4,02:50:24 26-Apr-2016,02:51:16 26-Apr-2016,Surface,,,,,51,53,,,,,,,,,,,,,10,42
