DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
131130,131130,Mk10,Strong,25-Apr-2016,20:20:34,25-Apr-2016,20:21:34
131130,131130,Mk10,Strong,21-Jul-2016,02:30:25,21-Jul-2016,02:31:30
