DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
131130,131130,0.500000,Mk10,16:00:00 25-Apr-2016,,,,0.000000,0.000000,Status,263.750000,3.750000,Behavior
131130,131130,0.500000,Mk10,17:00:00 25-Apr-2016,,,,20.000000,5.000000,DiveDepth,275.000000,25.000000,DiveDepth
131130,131130,0.500000,Mk10,22:00:00 25-Apr-2016,,,,0.000000,0.000000,Behavior,115.750000,0.750000,Behavior
131130,131130,0.500000,Mk10,04:00:00 26-Apr-2016,,,,0.000000,0.000000,Status,351.750000,3.750000,Behavior
131130,131130,0.500000,Mk10,10:00:00 26-Apr-2016,,,,0.000000,0.000000,Status,311.750000,3.750000,Behavior
131130,131130,0.500000,Mk10,16:00:00 26-Apr-2016,,,,0.000000,0.000000,Behavior,203.750000,1.750000,Behavior
131130,131130,0.500000,Mk10,22:00:00 26-Apr-2016,,,,0.000000,0.000000,Status,375.750000,3.750000,Behavior
131130,131130,0.500000,Mk10,04:00:00 27-Apr-2016,,,,0.000000,0.000000,Behavior,95.750000,0.750000,Behavior
131130,131130,0.500000,Mk10,10:00:00 27-Apr-2016,,,,0.000000,0.000000,Behavior,207.750000,1.750000,Behavior
131130,131130,0.500000,Mk10,16:00:00 27-Apr-2016,,,,0.000000,0.000000,Status,75.750000,0.750000,Behavior
131130,131130,0.500000,Mk10,22:00:00 27-Apr-2016,,,,0.000000,0.000000,Status,61.750000,0.750000,Behavior
131130,131130,0.500000,Mk10,04:00:00 28-Apr-2016,,,,0.000000,0.000000,Behavior,53.750000,0.250000,Behavior
131130,131130,0.500000,Mk10,16:00:00 28-Apr-2016,,,,0.000000,0.000000,Behavior,351.750000,3.750000,Behavior
131130,131130,0.500000,Mk10,22:00:00 28-Apr-2016,,,,0.000000,0.000000,Status,191.750000,1.750000,Behavior
131130,131130,0.500000,Mk10,04:00:00 29-Apr-2016,,,,0.000000,0.000000,Behavior,263.750000,3.750000,Behavior
131130,131130,0.500000,Mk10,10:00:00 29-Apr-2016,,,,0.000000,0.000000,Behavior,215.750000,1.750000,Behavior
131130,131130,0.500000,Mk10,16:00:00 29-Apr-2016,,,,0.000000,0.000000,Behavior,131.750000,1.750000,Behavior
131130,131130,0.500000,Mk10,22:00:00 29-Apr-2016,,,,0.000000,0.000000,Behavior,91.750000,0.750000,Behavior
131130,131130,0.500000,Mk10,04:00:00 30-Apr-2016,,,,0.000000,0.000000,Behavior,7.500000,0.750000,TimeSeries
131130,131130,0.500000,Mk10,10:00:00 30-Apr-2016,,,,0.000000,0.000000,Behavior,439.750000,3.750000,Behavior
131130,131130,0.500000,Mk10,16:00:00 30-Apr-2016,,,,0.875000,0.875000,TimeSeries,96.500000,8.750000,TimeSeries
131130,131130,0.500000,Mk10,22:00:00 30-Apr-2016,,,,0.000000,0.000000,Status,155.750000,1.750000,Behavior
131130,131130,0.500000,Mk10,04:00:00 01-May-2016,,,,0.000000,0.000000,Behavior,33.750000,0.250000,Behavior
131130,131130,0.500000,Mk10,10:00:00 01-May-2016,,,,0.000000,0.000000,Behavior,162.500000,12.500000,DiveDepth
131130,131130,0.500000,Mk10,16:00:00 01-May-2016,,,,0.000000,0.000000,Behavior,17.500000,0.000000,Behavior
131130,131130,0.500000,Mk10,22:00:00 01-May-2016,,,,0.000000,0.000000,Status,17.000000,0.000000,Behavior
