DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131111",131111,Mk10,DS,1,0,1,,,01:01:25 23-Mar-2016,N,B,-64.1390,-61.0120,,,8,,401677542,-126,
"131111",131111,Mk10,DS,2,0,1,629,629,01:49:33 23-Mar-2016,A,B,-64.1390,-61.0080,,,8,,401677542,-124,
"131111",131111,Mk10,DS,1,0,1,,,02:33:29 23-Mar-2016,N,B,-64.1370,-61.0070,,,8,,401677538,-135,
"131111",131111,Mk10,DS,1,0,0,,,02:44:34 23-Mar-2016,B,B,-64.1360,-61.0130,,,6,,401677541,-130,
"131111",131111,Mk10,DS,2,0,0,297,297,02:47:02 23-Mar-2016,P,B,-64.1370,-60.9910,,,6,,401677537,-124,
"131111",131111,Mk10,DS,1,0,1,,,03:34:08 23-Mar-2016,A,B,-64.1320,-61.0020,,,8,,401677545,-113,
"131111",131111,Mk10,DS,1,0,1,,,04:22:22 23-Mar-2016,N,B,-64.1300,-61.0080,,,8,,401677542,-137,
"131111",131111,Mk10,DS,1,0,1,,,04:22:22 23-Mar-2016,B,B,-64.1300,-61.0030,,,,,401677540,-123,
"131111",131111,Mk10,DS,1,0,0,,,04:27:37 23-Mar-2016,P,B,-64.1210,-60.9970,,,6,,401677533,-121,
"131111",131111,Mk10,DS,2,0,2,330,330,05:13:33 23-Mar-2016,A,B,-64.1180,-60.9690,,,7,,401677542,-131,
"131111",131111,Mk10,DS,2,0,2,296,296,05:32:43 23-Mar-2016,K,B,-64.1220,-60.9900,,,6,,401677539,-129,
"131111",131111,Mk10,DS,1,0,1,,,06:06:10 23-Mar-2016,P,B,-64.1170,-60.9670,,,8,,401677543,-123,
"131111",131111,Mk10,DS,1,0,0,,,06:56:51 23-Mar-2016,A,B,-64.1170,-60.9660,,,8,,401677541,-131,
"131111",131111,Mk10,DS,2,0,1,310,310,07:16:50 23-Mar-2016,K,B,-64.1150,-60.9620,,,6,,401677544,-120,
"131111",131111,Mk10,DS,2,0,1,270,270,07:34:51 23-Mar-2016,N,B,-64.1140,-60.9640,,,6,,401677539,-123,
"131111",131111,Mk10,DS,2,0,2,243,243,07:47:21 23-Mar-2016,P,B,-64.1070,-60.9770,,,6,,401677543,-135,
"131111",131111,Mk10,DS,1,0,1,,,08:35:42 23-Mar-2016,A,B,-64.1060,-60.9750,,,8,,401677542,-130,
"131111",131111,Mk10,DS,3,0,1,78,52,08:54:33 23-Mar-2016,K,A,-64.1170,-60.9500,,,6,,401677543,-115,
"131111",131111,Mk10,DS,2,0,2,302,302,09:12:06 23-Mar-2016,N,B,-64.1100,-60.9820,,,6,,401677544,-123,
"131111",131111,Mk10,DS,3,0,1,117,113,10:18:47 23-Mar-2016,R,A,-64.1340,-60.9860,,,8,,401677542,-120,
"131111",131111,Mk10,DS,3,0,1,81,62,10:33:01 23-Mar-2016,K,A,-64.1380,-60.9670,,,6,,401677542,-123,
"131111",131111,Mk10,DS,2,0,1,54,54,10:59:42 23-Mar-2016,B,B,-64.1320,-60.9500,,,6,,401677545,-127,
"131111",131111,Mk10,DS,2,0,0,54,54,10:59:42 23-Mar-2016,N,B,-64.1300,-60.9520,,,,,401677543,-130,
"131111",131111,Mk10,DS,1,0,0,,,11:45:28 23-Mar-2016,A,B,-64.1350,-60.9540,,,8,,401677545,-125,
"131111",131111,Mk10,DS,1,0,1,,,12:00:28 23-Mar-2016,R,B,-64.1360,-60.9550,,,8,,401677544,-131,
"131111",131111,Mk10,DS,3,0,0,95,49,12:37:46 23-Mar-2016,B,A,-64.1430,-60.9530,,,8,,401677542,-129,
"131111",131111,Mk10,DS,1,0,1,,,15:12:42 23-Mar-2016,R,B,-64.1670,-60.9530,,,8,,401677538,-136,
"131111",131111,Mk10,DS,1,0,1,,,15:12:42 23-Mar-2016,A,B,-64.1510,-60.9660,,,,,401677534,-130,
"131111",131111,Mk10,DS,1,0,1,,,16:34:21 23-Mar-2016,P,B,-64.1460,-60.9550,,,8,,401677548,-135,
"131111",131111,Mk10,DS,2,0,2,56,56,21:42:11 23-Mar-2016,P,B,-64.1420,-61.0050,,,8,,401677558,-129,
"131111",131111,Mk10,DS,3,0,3,100,88,21:44:24 23-Mar-2016,R,A,-64.1060,-60.9680,,,6,,401677544,-123,
"131111",131111,Mk10,DS,3,0,3,290,54,22:35:05 23-Mar-2016,K,A,-64.1130,-60.9330,,,8,,401677543,-121,
"131111",131111,Mk10,DS,1,0,1,,,23:10:47 23-Mar-2016,N,B,-64.1120,-60.9700,,,8,,401677540,-122,
"131111",131111,Mk10,DS,2,0,2,55,55,23:31:10 23-Mar-2016,R,B,-64.1200,-60.9610,,,6,,401677549,-129,
"131111",131111,Mk10,DS,1,0,0,,,01:37:06 24-Mar-2016,A,B,-64.1280,-60.9640,,,8,,401677548,-120,
"131111",131111,Mk10,DS,1,0,1,,,02:33:56 24-Mar-2016,P,B,-64.1230,-60.9630,,,8,,401677543,-135,
"131111",131111,Mk10,DS,2,0,0,193,193,03:11:56 24-Mar-2016,A,B,-64.1130,-60.9630,,,8,,401677544,-112,
"131111",131111,Mk10,DS,1,0,1,,,03:28:57 24-Mar-2016,K,B,-64.1240,-60.9630,,,8,,401677542,-131,
"131111",131111,Mk10,DS,2,0,1,62,62,04:03:14 24-Mar-2016,N,B,-64.1230,-60.9770,,,8,,401677541,-132,
"131111",131111,Mk10,DS,1,0,1,,,04:03:46 24-Mar-2016,B,B,-64.1220,-60.9760,,,6,,401677542,-131,
"131111",131111,Mk10,DS,4,0,0,66,43,04:14:58 24-Mar-2016,P,1,-64.1190,-60.9290,,,56,,401677545,-121,
"131111",131111,Mk10,DS,1,0,1,,,05:15:48 24-Mar-2016,K,B,-64.1170,-60.9500,,,8,,401677547,-133,
"131111",131111,Mk10,DS,1,0,1,,,05:47:22 24-Mar-2016,N,B,-64.1170,-60.9510,,,8,,401677549,-137,
"131111",131111,Mk10,DS,1,0,1,,,06:00:21 24-Mar-2016,P,B,-64.1160,-60.9550,,,8,,401677543,-136,
"131111",131111,Mk10,DS,3,0,3,118,48,06:34:59 24-Mar-2016,A,A,-64.0090,-60.9250,,,8,,401677528,-127,
"131111",131111,Mk10,DS,2,0,2,200,200,06:50:53 24-Mar-2016,K,B,-64.0990,-60.9460,,,6,,401677557,-129,
"131111",131111,Mk10,DS,3,0,2,78,52,07:22:17 24-Mar-2016,N,A,-64.1030,-60.9920,,,8,,401677547,-121,
"131111",131111,Mk10,DS,1,0,0,,,07:22:35 24-Mar-2016,B,B,-64.1030,-60.9920,,,6,,401677544,-133,
"131111",131111,Mk10,DS,2,0,2,217,217,08:12:03 24-Mar-2016,A,B,-64.0970,-61.0000,,,8,,401677542,-130,
