DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131111",131111,Mk10,Strong,23-Mar-2016,12:19:10,23-Mar-2016,07:19:25
"131111",131111,Mk10,Strong,27-Mar-2016,15:09:29,27-Mar-2016,10:09:43
