DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131128",131128,Mk10,Strong,26-Apr-2016,13:20:31,26-Apr-2016,13:21:34
"131128",131128,Mk10,Strong,27-Apr-2016,09:17:22,27-Apr-2016,09:18:25
