DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
"131128",131128,0.500000,Transmission,Mk10,16,13:15:00 26-Apr-2016,13:55:56 26-Apr-2016,Message,10,,,,2446.000000,2466.000000,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,16,13:15:00 26-Apr-2016,13:20:16 26-Apr-2016,Dive,1,Square,158.0,161.5,315,317,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,16,13:20:16 26-Apr-2016,13:21:52 26-Apr-2016,Surface,,,,,95,97,,,,,,,,,,,,,19,77
"131128",131128,0.500000,Transmission,Mk10,16,13:21:52 26-Apr-2016,13:26:04 26-Apr-2016,Dive,1,U,71.0,72.5,251,253,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,16,13:26:04 26-Apr-2016,13:27:54 26-Apr-2016,Surface,,,,,109,111,,,,,,,,,,,,,14,96
"131128",131128,0.500000,Transmission,Mk10,16,13:27:54 26-Apr-2016,13:30:38 26-Apr-2016,Dive,1,U,32.5,33.0,163,165,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,16,13:30:38 26-Apr-2016,13:35:08 26-Apr-2016,Surface,,,,,269,271,,,,,,,,,,,,,26,244
"131128",131128,0.500000,Transmission,Mk10,16,13:35:08 26-Apr-2016,13:41:52 26-Apr-2016,Dive,1,U,222.0,225.5,403,405,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,16,13:41:52 26-Apr-2016,13:47:08 26-Apr-2016,Surface,,,,,315,317,,,,,,,,,,,,,122,194
"131128",131128,0.500000,Transmission,Mk10,16,13:47:08 26-Apr-2016,13:53:18 26-Apr-2016,Dive,1,U,130.0,133.5,369,371,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,16,13:53:18 26-Apr-2016,13:55:56 26-Apr-2016,Surface,,,,,157,159,,,,,,,,,,,,,56,102
"131128",131128,0.500000,Transmission,Mk10,9,13:56:00 26-Apr-2016,14:52:16 26-Apr-2016,Message,10,,,,3366.000000,3386.000000,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,9,13:56:00 26-Apr-2016,14:05:06 26-Apr-2016,Dive,1,U,268.0,275.5,545,547,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,9,14:05:06 26-Apr-2016,14:08:42 26-Apr-2016,Surface,,,,,215,217,,,,,,,,,,,,,56,160
"131128",131128,0.500000,Transmission,Mk10,9,14:08:42 26-Apr-2016,14:14:00 26-Apr-2016,Dive,1,U,103.0,104.5,317,319,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,9,14:14:00 26-Apr-2016,14:16:08 26-Apr-2016,Surface,,,,,127,129,,,,,,,,,,,,,37,91
"131128",131128,0.500000,Transmission,Mk10,9,14:16:08 26-Apr-2016,14:20:22 26-Apr-2016,Dive,1,U,59.0,60.5,253,255,,,,,,,,,,,,,
"131128",131128,0.500000,Transmission,Mk10,9,14:20:22 26-Apr-2016,14:27:28 26-Apr-2016,Surface,,,,,425,427,,,,,,,,,,,,,124,302
