DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131128",131128,Mk10,DS,6,0,1,120,54,13:25:35 26-Apr-2016,A,2,-64.5510,-62.2690,,,58,,401677595,-116,
"131128",131128,Mk10,DS,4,0,2,51,45,14:06:56 26-Apr-2016,R,2,-64.5330,-62.2670,,,58,,401677598,-126,
"131128",131128,Mk10,DS,4,0,2,178,45,14:14:39 26-Apr-2016,B,2,-64.5350,-62.2620,,,56,,401677597,-131,
"131128",131128,Mk10,DS,3,0,0,47,47,15:03:24 26-Apr-2016,A,A,-64.5160,-62.2650,,,8,,401677604,-125,
"131128",131128,Mk10,DS,4,0,1,61,46,15:41:55 26-Apr-2016,R,1,-64.5100,-62.3130,,,58,,401677597,-126,
"131128",131128,Mk10,DS,2,0,2,159,159,16:50:20 26-Apr-2016,P,B,-64.4550,-62.3240,,,8,,401677601,-137,
"131128",131128,Mk10,DS,8,0,3,69,47,17:21:34 26-Apr-2016,R,3,-64.4500,-62.2750,,,58,,401677600,-131,
"131128",131128,Mk10,DS,5,0,1,49,45,18:30:55 26-Apr-2016,P,1,-64.3990,-62.2400,,,58,,401677601,-129,
"131128",131128,Mk10,DS,8,0,3,50,45,18:56:40 26-Apr-2016,R,3,-64.3940,-62.1580,,,56,,401677599,-125,
"131128",131128,Mk10,DS,2,0,2,60,60,19:49:24 26-Apr-2016,N,B,-64.3670,-62.1370,,,8,,401677603,-135,
"131128",131128,Mk10,DS,9,0,3,59,46,20:07:56 26-Apr-2016,K,2,-64.3460,-62.0880,,,56,,401677595,-133,
"131128",131128,Mk10,DS,15,1,5,,,20:16:16 26-Apr-2016,P,3,-64.3430,-62.0680,,,56,,401677596,-123,
"131128",131128,Mk10,DS,5,0,0,48,47,20:37:32 26-Apr-2016,R,2,-64.3320,-62.0350,,,56,,401677597,-121,
"131128",131128,Mk10,DS,9,0,1,53,46,21:33:19 26-Apr-2016,N,3,-64.2900,-61.9730,,,58,,401677595,-125,
"131128",131128,Mk10,DS,7,0,1,56,46,21:47:37 26-Apr-2016,K,2,-64.2840,-61.9620,,,56,,401677597,-123,
"131128",131128,Mk10,DS,4,0,0,47,46,22:00:20 26-Apr-2016,P,1,-64.2760,-61.9500,,,56,,401677598,-125,
"131128",131128,Mk10,DS,9,0,1,62,45,22:17:12 26-Apr-2016,R,3,-64.2570,-61.9350,,,56,,401677596,-121,
"131128",131128,Mk10,DS,4,0,1,81,48,23:20:42 26-Apr-2016,N,1,-64.2000,-61.9200,,,58,,401677596,-125,
"131128",131128,Mk10,DS,6,0,2,58,47,23:34:07 26-Apr-2016,K,0,-64.1890,-61.9180,,,56,,401677595,-120,
"131128",131128,Mk10,DS,7,0,4,50,47,23:34:41 26-Apr-2016,P,3,-64.1900,-61.9210,,,56,,401677595,-132,
"131128",131128,Mk10,DS,6,0,2,57,45,23:47:52 26-Apr-2016,A,2,-64.1820,-61.9270,,,56,,401677599,-128,
"131128",131128,Mk10,DS,4,0,1,46,45,00:02:11 27-Apr-2016,R,1,-64.1740,-61.9200,,,56,,401677595,-129,
"131128",131128,Mk10,DS,6,0,3,57,49,00:52:52 27-Apr-2016,N,2,-64.1230,-61.8740,,,58,,401677595,-125,
"131128",131128,Mk10,DS,6,0,0,134,46,01:06:47 27-Apr-2016,K,2,-64.1120,-61.8620,,,56,,401677597,-126,
"131128",131128,Mk10,DS,3,0,1,65,50,01:15:57 27-Apr-2016,P,A,-64.1030,-61.8630,,,6,,401677597,-129,
"131128",131128,Mk10,DS,6,0,0,132,45,01:27:07 27-Apr-2016,A,1,-64.1000,-61.8480,,,56,,401677596,-122,
"131128",131128,Mk10,DS,1,0,0,,,02:21:04 27-Apr-2016,B,B,-64.0610,-61.8140,,,8,,401677593,-131,
"131128",131128,Mk10,DS,13,0,4,52,45,02:36:15 27-Apr-2016,N,2,-64.0640,-61.7960,,,46,,401677597,-129,
"131128",131128,Mk10,DS,11,0,4,52,45,02:46:56 27-Apr-2016,K,2,-64.0580,-61.7890,,,56,,401677597,-132,
"131128",131128,Mk10,DS,13,0,5,55,46,02:54:10 27-Apr-2016,P,3,-64.0520,-61.7790,,,56,,401677596,-127,
"131128",131128,Mk10,DS,7,0,2,70,46,03:11:29 27-Apr-2016,A,2,-64.0430,-61.7640,,,56,,401677596,-118,
"131128",131128,Mk10,DS,3,0,3,72,49,04:02:01 27-Apr-2016,B,A,-64.0180,-61.7120,,,8,,401677596,-125,
"131128",131128,Mk10,DS,3,0,2,54,46,04:18:27 27-Apr-2016,N,A,-64.0080,-61.7000,,,6,,401677594,-135,
"131128",131128,Mk10,DS,6,0,3,70,49,04:24:47 27-Apr-2016,K,2,-64.0210,-61.6840,,,56,,401677597,-131,
"131128",131128,Mk10,DS,4,0,1,249,52,04:38:20 27-Apr-2016,P,2,-64.0190,-61.6830,,,56,,401677596,-131,
"131128",131128,Mk10,DS,3,0,2,81,54,04:54:36 27-Apr-2016,A,A,-64.0080,-61.6590,,,6,,401677596,-123,
"131128",131128,Mk10,DS,1,0,1,,,05:55:23 27-Apr-2016,N,B,-63.9670,-61.6130,,,8,,401677593,-130,
"131128",131128,Mk10,DS,3,0,2,52,48,06:05:50 27-Apr-2016,K,A,-63.9760,-61.6090,,,6,,401677589,-131,
"131128",131128,Mk10,DS,2,0,1,47,47,06:21:33 27-Apr-2016,P,B,-64.0030,-61.6130,,,6,,401677599,-129,
"131128",131128,Mk10,DS,2,0,1,60,60,07:30:09 27-Apr-2016,N,B,-63.9800,-61.5710,,,8,,401677596,-128,
"131128",131128,Mk10,DS,2,0,1,55,55,07:48:13 27-Apr-2016,K,B,-63.9710,-61.5520,,,6,,401677601,-128,
"131128",131128,Mk10,DS,6,0,4,62,48,08:08:33 27-Apr-2016,A,1,-63.9620,-61.5110,,,57,,401677605,-127,
"131128",131128,Mk10,DS,4,0,3,89,49,09:17:41 27-Apr-2016,K,0,-63.9790,-61.5180,,,46,,401677601,-123,
"131128",131128,Mk10,DS,5,0,2,67,49,09:17:39 27-Apr-2016,N,1,-63.9780,-61.4700,,,58,,401677600,-121,
"131128",131128,Mk10,DS,3,0,1,90,81,09:50:49 27-Apr-2016,A,A,-63.9820,-61.5160,,,8,,401677602,-124,
"131128",131128,Mk10,DS,1,0,1,,,13:03:20 27-Apr-2016,A,B,-63.9300,-61.4170,,,8,,401677613,-119,
"131128",131128,Mk10,DS,1,0,1,,,21:51:41 27-Apr-2016,R,B,-63.8340,-61.3210,,,8,,401677539,-129,
"131128",131128,Mk10,DS,1,0,1,,,02:22:24 28-Apr-2016,K,B,-64.3290,-62.9130,,,7,,401677611,-128,
"131128",131128,Mk10,DS,1,0,1,,,02:22:24 28-Apr-2016,N,B,-64.3380,-62.6570,,,8,,401677572,-132,
"131128",131128,Mk10,DS,1,0,1,,,07:22:58 28-Apr-2016,K,B,-64.3770,-62.9220,,,8,,401677602,-131,
"131128",131128,Mk10,DS,1,0,1,,,07:22:58 28-Apr-2016,N,B,-64.0280,-62.3740,,,8,,401677560,-128,
