Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
13440,131128,7,A,2,1,26-Apr-2016,13:25:35,-64.5510,-62.2690,"",401677595,-116,58,0,26-Apr-2016,13:21:34,,,603,,,,,,,0,1,52,213,31,223,162
13440,131128,7,A,2,1,26-Apr-2016,13:25:35,-64.5510,-62.2690,"",401677595,-116,58,0,26-Apr-2016,13:22:29,,,603,,,,,,,0,1,52,213,91,202,226
13440,131128,7,A,2,1,26-Apr-2016,13:25:35,-64.5510,-62.2690,"",401677595,-116,58,0,26-Apr-2016,13:27:04,,,603,,,,,,,0,187,8,214,130,1,152
13440,131128,7,A,2,1,26-Apr-2016,13:25:35,-64.5510,-62.2690,"",401677595,-116,58,0,26-Apr-2016,13:27:58,,,603,,,,,,,0,1,52,212,232,224,226
13440,131128,7,A,2,1,26-Apr-2016,13:25:35,-64.5510,-62.2690,"",401677595,-116,58,0,26-Apr-2016,13:28:52,,,603,,,,,,,0,1,52,214,242,174,50
13440,131128,7,A,2,1,26-Apr-2016,13:25:35,-64.5510,-62.2690,"",401677595,-116,58,0,26-Apr-2016,13:31:37,,,603,,,,,,,0,1,52,215,163,131,98
13440,131128,31,R,2,2,26-Apr-2016,14:06:56,-64.5330,-62.2670,"",401677598,-126,58,0,26-Apr-2016,14:05:35,,,155,,,,,,,210,19,145,52,216,3,112,60,60,60,60,60,60,51,96,65,229,192,21,0,4,47,127,24,0,1,111,37,128,22,248
13440,131128,31,R,2,2,26-Apr-2016,14:06:56,-64.5330,-62.2670,"",401677598,-126,58,0,26-Apr-2016,14:06:38,,,155,,,,,,,186,229,65,52,211,193,58,21,2,246,71,216,134,27,54,40,196,162,25,195,38,234,19,169,151,20,112,78,80,0,0
13440,131128,31,R,2,2,26-Apr-2016,14:06:56,-64.5330,-62.2670,"",401677598,-126,58,0,26-Apr-2016,14:07:23,,,155,,,,,,,210,19,145,52,216,3,112,60,60,60,60,60,60,51,96,65,229,192,21,0,4,47,127,24,0,9,111,37,128,22,248
13440,131128,31,R,2,2,26-Apr-2016,14:06:56,-64.5330,-62.2670,"",401677598,-126,58,0,26-Apr-2016,14:08:10,,,155,,,,,,,186,229,65,52,211,193,58,21,2,246,71,216,134,31,54,168,68,130,25,195,38,234,19,169,151,20,112,78,80,0,0
13440,131128,31,B,2,3,26-Apr-2016,14:14:39,-64.5350,-62.2620,"",401677597,-131,56,0,26-Apr-2016,14:14:40,,,536,,,,,,,186,229,65,52,215,193,58,21,6,254,42,170,170,214,100,164,102,46,220,254,98,90,0,164,204,74,196,88,47,208,252
13440,131128,31,B,2,3,26-Apr-2016,14:14:39,-64.5350,-62.2620,"",401677597,-131,56,0,26-Apr-2016,14:22:05,,,536,,,,,,,186,229,65,52,211,193,58,21,2,246,71,216,134,27,54,40,196,162,25,195,38,234,19,169,151,20,112,78,80,0,0
13440,131128,31,B,2,3,26-Apr-2016,14:14:39,-64.5350,-62.2620,"",401677597,-131,56,0,26-Apr-2016,14:22:50,,,536,,,,,,,210,19,145,52,216,3,112,60,60,60,60,60,60,51,96,65,229,192,21,0,4,47,127,24,0,1,111,37,128,22,248
13440,131128,7,B,2,3,26-Apr-2016,14:14:39,-64.5350,-62.2620,"",401677597,-131,56,0,26-Apr-2016,14:23:36,,,536,,,,,,,4,1,52,229,162,251,61
13440,131128,31,A,A,4,26-Apr-2016,15:03:24,-64.5160,-62.2650,"",401677604,-125,8,0,26-Apr-2016,15:02:37,,,95,,,,,,,221,110,1,52,232,3,87,50,148,0,5,161,64,9,84,0,0,0,167,59,255,251,110,0,0,0,204,1,38,166,16
13440,131128,31,A,A,4,26-Apr-2016,15:03:24,-64.5160,-62.2650,"",401677604,-125,8,0,26-Apr-2016,15:03:25,,,95,,,,,,,186,229,65,52,211,193,58,21,2,246,71,216,134,27,54,40,196,162,25,195,38,234,19,169,151,20,112,78,80,0,0
