13440 112728   3  7 K
      2012-12-27 07:57:11  1         25          115          206           49
                                     90          110          157
13440 120946   3  7 K
      2012-12-27 07:57:55  1         34          119          204           56
                                    104          118          165
13440 120946   3  7 A
      2012-12-27 13:02:25  1         34          123          204           56
                                     93          120          148
