13440 112692   3  7 P B 2012-01-08 02:58:49 -64.741  295.265  0.000 401677597
      2012-01-08 02:58:50  1         08          117          218           08
                                     68          118           46
13440 113224   2  3 A
      2012-01-07 03:42:58  1 -.18172E+2   0.34560E+1   0.68400E+3
