13440 112699   3  7 M
      2012-07-31 12:37:42  1         39           90          211           60
                                     98           86          115
13440 112699   3  7 A B 2012-08-01 02:31:03  -9.357  279.283  0.000 401677877
      2012-08-01 02:31:04  2         39           87          211           64
                                     97           82          133
